,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),EW,769.0,862.8,1183.2,1179.1
Other short-term investments(figures in $M),EW,446.3,604.0,219.4,337.8
Total cash(figures in $M),EW,1215.3,1466.8,1402.6,1516.9
Net receivables(figures in $M),EW,643.0,582.2,514.6,599.1
Inventory(figures in $M),EW,875.5,726.7,802.3,640.9
Other current assets(figures in $M),EW,195.9,237.1,208.2,168.0
Total current assets(figures in $M),EW,3095.8,3180.7,3091.0,2984.0
"Gross property, plant and equipment(figures in $M)",EW,1725.1,1638.7,1489.4,1140.4
Accumulated depreciation(figures in $M),EW,-750.4,-654.6,-598.5,-512.3
"Net property, plant and equipment(figures in $M)",EW,1725.1,1638.7,1489.4,1140.4
Equity and other investments(figures in $M),EW,1239.0,1834.2,801.6,585.5
Goodwill(figures in $M),EW,1164.3,1167.9,1173.2,1167.7
Intangible assets(figures in $M),EW,285.2,323.6,331.4,336.5
Other long-term assets(figures in $M),EW,299.1,110.8,119.6,101.8
Total non-current assets(figures in $M),EW,5196.7,5321.9,4146.1,3504.1
Total assets(figures in $M),EW,8292.5,8502.6,7237.1,6488.1
Accounts payable(figures in $M),EW,201.9,204.5,196.5,180.4
Accrued liabilities(figures in $M),EW,393.8,360.1,250.6,253.3
Other current liabilities(figures in $M),EW,20.7,3.9,39.3,6.4
Total current liabilities(figures in $M),EW,1022.4,1032.3,893.9,902.4
Long-term debt(figures in $M),EW,596.3,595.7,595.0,594.4
Other long-term liabilities(figures in $M),EW,243.7,329.3,438.5,375.8
Total non-current liabilities(figures in $M),EW,1463.4,1634.4,1768.9,1437.4
Total liabilities(figures in $M),EW,2485.8,2666.7,2662.8,2339.8
Common stock(figures in $M),EW,646.3,642.0,636.4,218.1
Retained earnings(figures in $M),EW,7590.0,6068.1,4565.0,3741.6
Accumulated other comprehensive income(figures in $M),EW,-254.9,-157.7,-161.1,-156.0
Total stockholders' equity(figures in $M),EW,5806.7,5835.9,4574.3,4148.3
Total liabilities and stockholders' equity(figures in $M),EW,8292.5,8502.6,7237.1,6488.1
