,2022,2021,2020,2019,2018,ticker
Current ratio,1.427,1.507,1.584,1.452,1.386,FDX
Quick ratio,1.314,1.396,1.448,1.269,1.220,FDX
Cash ratio,0.483,0.519,0.472,0.257,0.339,FDX
Days of sales outstanding,46.304,52.068,53.271,47.743,47.297,FDX
Days of inventory outstanding,3.170,3.246,3.737,3.679,3.776,FDX
Operating cycle,49.474,55.314,57.007,51.422,51.073,FDX
Days of payables outstanding,20.055,21.240,21.355,20.157,21.411,FDX
Cash conversion cycle,29.419,34.074,35.652,31.264,29.662,FDX
Gross profit margin,0.216,0.214,0.193,0.213,0.225,FDX
Operating profit margin,0.067,0.070,0.047,0.064,0.074,FDX
Pretax profit margin,0.052,0.079,0.024,0.009,0.067,FDX
Net profit margin,0.041,0.062,0.019,0.008,0.070,FDX
Effective tax rate,0.219,0.216,0.229,0.176,-0.050,FDX
Return on assets,0.044,0.063,0.017,0.010,0.087,FDX
Return on equity,0.153,0.216,0.070,0.030,0.235,FDX
Return on capital employed,0.087,0.085,0.052,0.098,0.114,FDX
Net income per EBT,0.781,0.784,0.771,0.824,1.050,FDX
Ebt per ebit,0.784,1.139,0.508,0.147,0.894,FDX
Ebit per revenue,0.067,0.070,0.047,0.064,0.074,FDX
Debt ratio,0.710,0.708,0.751,0.674,0.629,FDX
Debt equity ratio,1.491,1.509,1.974,0.990,0.854,FDX
Long term debt to capitalization,0.582,0.585,0.651,0.483,0.440,FDX
Total debt to capitalization,0.599,0.601,0.664,0.498,0.461,FDX
Interest coverage,9.064,7.386,4.891,7.595,8.728,FDX
Cash flow to debt ratio,0.264,0.278,0.141,0.319,0.282,FDX
Company equity multiplier,3.448,3.425,4.020,3.064,2.695,FDX
Receivables turnover,7.883,7.010,6.852,7.645,7.717,FDX
Payables turnover,18.200,17.184,17.092,18.108,17.047,FDX
Inventory turnover,115.141,112.445,97.680,99.215,96.667,FDX
Fixed asset turnover,1.709,1.642,1.456,2.290,2.325,FDX
Asset turnover,1.087,1.014,0.941,1.281,1.251,FDX
Operating cash flow per share,37.384,38.390,19.529,21.424,17.576,FDX
Free cash flow per share,11.669,16.102,-2.954,0.469,-3.719,FDX
Cash per share,26.224,26.845,18.701,8.851,12.278,FDX
Payout ratio,0.207,0.131,0.528,1.265,0.117,FDX
Operating cash flow sales ratio,0.105,0.121,0.074,0.081,0.071,FDX
Free cash flow operating cash flow ratio,0.312,0.419,-0.151,0.022,-0.212,FDX
Cash flow coverage ratios,0.264,0.278,0.141,0.319,0.282,FDX
Short term coverage ratios,3.894,4.305,2.582,5.823,3.483,FDX
Capital expenditure coverage ratio,-1.454,-1.722,-0.869,-1.022,-0.825,FDX
Dividend paid and capex coverage ratio,-1.647,-1.950,-0.982,-1.168,-0.911,FDX
Dividend payout ratio,0.207,0.131,0.528,1.265,0.117,FDX
Price book value ratio,2.368,3.396,1.850,2.276,3.412,FDX
Price to book ratio,2.368,3.396,1.850,2.276,3.412,FDX
Price to sales ratio,0.632,0.977,0.489,0.580,1.012,FDX
Price earnings ratio,15.438,15.688,26.325,74.854,14.490,FDX
Price to free cash flows ratio,19.246,19.305,-43.910,328.629,-66.984,FDX
Price to operating cash flows ratio,6.007,8.097,6.642,7.201,14.174,FDX
Price cash flow ratio,6.007,8.097,6.642,7.201,14.174,FDX
Price earnings to growth ratio,-0.582,0.052,0.190,-0.850,0.269,FDX
Price sales ratio,0.632,0.977,0.489,0.580,1.012,FDX
Dividend yield,0.013,0.008,0.020,0.017,0.008,FDX
Enterprise value multiple,8.296,10.846,9.431,6.583,9.938,FDX
Price fair value,2.368,3.396,1.850,2.276,3.412,FDX
