,ticker,ttm,2022-05-31,2021-05-31,2020-05-31,2019-05-31
Total revenue(figures in $M),FDX,94091.0,93512.0,83959.0,69217.0,69693.0
Cost of revenue(figures in $M),FDX,74104.0,73345.0,66005.0,55873.0,54866.0
Gross profit(figures in $M),FDX,19987.0,20167.0,17954.0,13344.0,14827.0
Total operating expenses(figures in $M),FDX,14129.0,13644.0,11981.0,10492.0,10041.0
Operating income or loss(figures in $M),FDX,5858.0,6523.0,5973.0,2852.0,4786.0
Interest expense(figures in $M),FDX,,689.0,793.0,672.0,588.0
Total other income/expenses net(figures in $M),FDX,-996.0,-991.0,1442.0,-566.0,-3602.0
Income before tax(figures in $M),FDX,4272.0,4896.0,6674.0,1669.0,655.0
Income tax expense(figures in $M),FDX,939.0,1070.0,1443.0,383.0,115.0
Income from continuing operations(figures in $M),FDX,3333.0,3826.0,5231.0,1286.0,540.0
Net income(figures in $M),FDX,3333.0,3826.0,5231.0,1286.0,540.0
Net income available to common shareholders(figures in $M),FDX,3326.0,3826.0,5231.0,1286.0,540.0
Basic EPS(figures in $M),FDX,,1.454e-05,1.979e-05,4.92e-06,2.06e-06
Diluted EPS(figures in $M),FDX,,1.433e-05,1.945e-05,4.9000000000000005e-06,2.0299999999999996e-06
Basic average shares(figures in $M),FDX,,263.0,264.0,261.0,262.0
Diluted average shares(figures in $M),FDX,,266.0,268.0,262.0,262.0
EBITDA(figures in $M),FDX,,10493.0,9766.0,6467.0,8139.0
