,2022,2021,2020,2019,2018,ticker
Current ratio,61.984,0,0,0,0,AFL
Quick ratio,61.984,0,0,0,0,AFL
Cash ratio,3.042,0,0,0,0,AFL
Days of sales outstanding,-636.536,1.382 K,13.119,13.548,14.321,AFL
Days of inventory outstanding,0,0,0,0,0,AFL
Days of payables outstanding,0,0,0,0,0,AFL
Gross profit margin,1,1,1,1,1,AFL
Operating profit margin,-13.733,30.383,0.199,0.209,0.194,AFL
Pretax profit margin,-13.124,29.082,0.188,0.199,0.184,AFL
Net profit margin,-11.908,23.634,0.216,0.148,0.135,AFL
Effective tax rate,0.093,0.187,-0.149,0.257,0.267,AFL
Return on assets,0.034,0.027,0.029,0.022,0.021,AFL
Return on equity,0.219,0.130,0.142,0.114,0.124,AFL
Return on capital employed,0.039,0.035,0.027,0.031,0.030,AFL
Net income per EBT,0.907,0.813,1.149,0.743,0.733,AFL
Ebt per ebit,0.956,0.957,0.945,0.951,0.947,AFL
Ebit per revenue,-13.733,30.383,0.199,0.209,0.194,AFL
Debt ratio,0.847,0.789,0,0,0.833,AFL
Debt equity ratio,0.370,0.239,0.235,0.227,0.246,AFL
Long term debt to capitalization,0.270,0.193,0.191,0.185,0.198,AFL
Total debt to capitalization,0.270,0.193,0.191,0.185,0.198,AFL
Interest coverage,22.544,23.361,18.186,20.496,18.941,AFL
Cash flow to debt ratio,0.521,0.635,0.754,0.830,1.041,AFL
Company equity multiplier,6.541,4.738,4.919,5.275,5.984,AFL
Receivables turnover,-0.573,0.264,27.823,26.941,25.486,AFL
Payables turnover,0,0,0,0,0,AFL
Inventory turnover,0,0,0,0,0,AFL
Fixed asset turnover,-0.700,0.340,36.850,38.394,48.959,AFL
Asset turnover,-0.003,0.001,0.134,0.146,0.154,AFL
Operating cash flow per share,6.110,7.498,8.348,7.348,7.815,AFL
Free cash flow per share,6.110,7.498,8.348,7.348,7.815,AFL
Cash per share,125.523,154.015,155.559,129.521,113.349,AFL
Payout ratio,0.222,0.198,0.161,0.233,0.272,AFL
Operating cash flow sales ratio,-10.456,27.601,0.269,0.245,0.277,AFL
Free cash flow operating cash flow ratio,1,1,1,1,1,AFL
Cash flow coverage ratios,0.521,0.635,0.754,0.830,1.041,AFL
Short term coverage ratios,0,0,0,0,0,AFL
Capital expenditure coverage ratio,0,0,0,0,0,AFL
Dividend paid and capex coverage ratio,3.962,5.908,7.748,7.075,7.584,AFL
Dividend payout ratio,0.222,0.198,0.161,0.233,0.272,AFL
Price book value ratio,2.268,1.183,0.946,1.356,1.494,AFL
Price to book ratio,2.268,1.183,0.946,1.356,1.494,AFL
Price to sales ratio,-123.096,214.932,1.433,1.761,1.617,AFL
Price earnings ratio,10.337,9.094,6.643,11.887,12.008,AFL
Price to free cash flows ratio,11.773,7.787,5.327,7.200,5.830,AFL
Price to operating cash flows ratio,11.773,7.787,5.327,7.200,5.830,AFL
Price cash flow ratio,11.773,7.787,5.327,7.200,5.830,AFL
Price earnings to growth ratio,1.229,-2.253,0.132,0.683,-0.383,AFL
Price sales ratio,-123.096,214.932,1.433,1.761,1.617,AFL
Dividend yield,0.021,0.022,0.024,0.020,0.023,AFL
Enterprise value multiple,10.180,7.597,7.838,8.762,8.681,AFL
Price fair value,2.268,1.183,0.946,1.356,1.494,AFL
