,2022,2021,2020,2019,2018,ticker
Current ratio,11.923,2.980,10.954,7.122,0.267,PGR
Quick ratio,11.923,9.880,10.954,7.122,1.164,PGR
Cash ratio,0.037,0.031,0.015,0.035,0.002,PGR
Days of sales outstanding,119.607,110.090,104.262,101.890,74.213,PGR
Days of inventory outstanding,0,0,0,0,0,PGR
Days of payables outstanding,296.981 B,0,0,0,0,PGR
Gross profit margin,1.000,1,1,1,0,PGR
Operating profit margin,0.024,0.093,0.173,0.137,0,PGR
Pretax profit margin,0.019,0.088,0.168,0.132,0.099,PGR
Net profit margin,0.015,0.070,0.134,0.102,0.082,PGR
Effective tax rate,0.218,0.204,0.205,0.229,0.172,PGR
Return on assets,0.010,0.047,0.089,0.072,0.056,PGR
Return on equity,0.045,0.184,0.335,0.290,0.242,PGR
Return on capital employed,0.017,0.068,0.125,0.110,0,PGR
Net income per EBT,0.782,0.796,0.795,0.769,0.827,PGR
Ebt per ebit,0.791,0.951,0.971,0.966,0,PGR
Ebit per revenue,0.024,0.093,0.173,0.137,0,PGR
Debt ratio,0.789,0.744,0.734,0.751,0.768,PGR
Debt equity ratio,0.402,0.269,0.317,0.359,0.814,PGR
Long term debt to capitalization,0.287,0.212,0.241,0.244,0.289,PGR
Total debt to capitalization,0.287,0.212,0.241,0.264,0.449,PGR
Interest coverage,4.787,20.259,34.056,28.151,0,PGR
Cash flow to debt ratio,1.072,1.584,1.280,1.276,0.713,PGR
Company equity multiplier,4.749,3.902,3.762,4.015,4.304,PGR
Receivables turnover,3.052,3.315,3.501,3.582,4.918,PGR
Payables turnover,0.000,0,0,0,0,PGR
Inventory turnover,0,0,0,0,0,PGR
Fixed asset turnover,47.956,41.921,38.552,32.131,28.236,PGR
Asset turnover,0.657,0.670,0.665,0.710,0.686,PGR
Operating cash flow per share,11.719,13.279,11.806,10.726,10.791,PGR
Free cash flow per share,11.220,12.863,11.424,10.103,10.334,PGR
Cash per share,85.074,76.994,71.988,60.184,51.471,PGR
Payout ratio,0.361,1.126,0.277,0.421,0.256,PGR
Operating cash flow sales ratio,0.138,0.163,0.162,0.161,0.197,PGR
Free cash flow operating cash flow ratio,0.957,0.969,0.968,0.942,0.958,PGR
Cash flow coverage ratios,1.072,1.584,1.280,1.276,0.713,PGR
Short term coverage ratios,0,0,0,12.538,1.427,PGR
Capital expenditure coverage ratio,-23.455,-31.876,-30.898,-17.226,-23.627,PGR
Dividend paid and capex coverage ratio,-219.513,2.199,5.099,4.793,15.618,PGR
Dividend payout ratio,0.361,1.126,0.277,0.421,0.256,PGR
Price book value ratio,4.770,3.291,3.394,3.091,3.247,PGR
Price to book ratio,4.770,3.291,3.394,3.091,3.247,PGR
Price to sales ratio,1.529,1.258,1.356,1.084,1.100,PGR
Price earnings ratio,105.062,17.905,10.138,10.644,13.435,PGR
Price to free cash flows ratio,11.561,7.980,8.655,7.165,5.838,PGR
Price to operating cash flows ratio,11.068,7.730,8.375,6.749,5.591,PGR
Price cash flow ratio,11.068,7.730,8.375,6.749,5.591,PGR
Price earnings to growth ratio,-1.328,-0.432,0.231,0.206,0.215,PGR
Price sales ratio,1.529,1.258,1.356,1.084,1.100,PGR
Dividend yield,0.003,0.063,0.027,0.040,0.019,PGR
Enterprise value multiple,54.578,13.578,8.179,8.225,12.233,PGR
Price fair value,4.770,3.291,3.394,3.091,3.247,PGR
