,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),PGR,49586.4,49586.4,47676.5,42638.1,38997.7
Interest expense(figures in $M),PGR,243.5,243.5,218.6,217.0,189.7
Total other income/expenses net(figures in $M),PGR,,,,226.4,195.0
Income before tax(figures in $M),PGR,922.1,922.1,4210.0,7173.2,5160.3
Income tax expense(figures in $M),PGR,200.6,200.6,859.1,1468.6,1180.3
Income from continuing operations(figures in $M),PGR,721.5,721.5,3350.9,5704.6,3980.0
Net income(figures in $M),PGR,721.5,721.5,3350.9,5704.6,3970.3
Net income available to common shareholders(figures in $M),PGR,694.6,694.6,3324.0,5677.7,3943.4
Basic EPS(figures in $M),PGR,,1.19e-06,5.690000000000001e-06,9.71e-06,6.75e-06
Diluted EPS(figures in $M),PGR,,1.18e-06,5.66e-06,9.66e-06,6.72e-06
Basic average shares(figures in $M),PGR,,584.4,584.5,584.9,583.8
Diluted average shares(figures in $M),PGR,,587.1,587.1,587.6,587.2
