,ticker,ttm,2022-07-31,2021-07-31,2020-07-31,2019-07-31
Total revenue(figures in $M),INTU,13684.0,12726.0,9633.0,7679.0,6784.0
Cost of revenue(figures in $M),INTU,2873.0,2406.0,1683.0,1378.0,1167.0
Gross profit(figures in $M),INTU,10811.0,10320.0,7950.0,6301.0,5617.0
Research development(figures in $M),INTU,2482.0,2347.0,1678.0,1392.0,1233.0
Selling general and administrative(figures in $M),INTU,5179.0,4986.0,3626.0,2727.0,2524.0
Total operating expenses(figures in $M),INTU,8145.0,7749.0,5450.0,4125.0,3763.0
Operating income or loss(figures in $M),INTU,2666.0,2571.0,2500.0,2176.0,1854.0
Interest expense(figures in $M),INTU,167.0,81.0,29.0,14.0,15.0
Total other income/expenses net(figures in $M),INTU,-4.0,37.0,74.0,-3.0,-4.0
Income before tax(figures in $M),INTU,2534.0,2542.0,2556.0,2198.0,1881.0
Income tax expense(figures in $M),INTU,588.0,476.0,494.0,372.0,324.0
Income from continuing operations(figures in $M),INTU,1946.0,2066.0,2062.0,1826.0,1557.0
Net income(figures in $M),INTU,1946.0,2066.0,2062.0,1826.0,1557.0
Net income available to common shareholders(figures in $M),INTU,1946.0,2066.0,2062.0,1826.0,1557.0
Basic EPS(figures in $M),INTU,,7.38e-06,7.65e-06,6.99e-06,5.99e-06
Diluted EPS(figures in $M),INTU,,7.280000000000001e-06,7.56e-06,6.92e-06,5.8899999999999995e-06
Basic average shares(figures in $M),INTU,,280.0,270.0,261.0,260.0
Diluted average shares(figures in $M),INTU,,284.0,273.0,264.0,264.0
EBITDA(figures in $M),INTU,,3369.0,2948.0,2430.0,2121.0
