,2022,2021,2020,2019,2018,ticker
Current ratio,1.390,1.942,2.261,1.828,1.136,INTU
Quick ratio,1.193,1.651,2.043,1.471,0.876,INTU
Cash ratio,0.770,0.965,1.825,1.076,0.692,INTU
Days of sales outstanding,30.058,19.476,7.653,8.178,8.384,INTU
Days of inventory outstanding,0,0,0,0,0,INTU
Operating cycle,30.058,19.476,7.653,8.178,8.384,INTU
Days of payables outstanding,111.806,135.113,80.787,85.698,66.499,INTU
Cash conversion cycle,-81.748,-115.637,-73.135,-77.520,-58.115,INTU
Gross profit margin,0.811,0.825,0.821,0.828,0.836,INTU
Operating profit margin,0.202,0.260,0.283,0.273,0.251,INTU
Pretax profit margin,0.200,0.265,0.286,0.277,0.252,INTU
Net profit margin,0.162,0.214,0.238,0.230,0.203,INTU
Effective tax rate,0.187,0.193,0.169,0.172,0.194,INTU
Return on assets,0.074,0.133,0.167,0.248,0.234,INTU
Return on equity,0.126,0.209,0.358,0.415,0.514,INTU
Return on capital employed,0.107,0.194,0.294,0.429,0.489,INTU
Net income per EBT,0.813,0.807,0.831,0.828,0.806,INTU
Ebt per ebit,0.989,1.022,1.010,1.015,1.004,INTU
Ebit per revenue,0.202,0.260,0.283,0.273,0.251,INTU
Debt ratio,0.407,0.364,0.533,0.403,0.545,INTU
Debt equity ratio,0.454,0.251,0.703,0.116,0.186,INTU
Long term debt to capitalization,0.297,0.197,0.306,0.093,0.142,INTU
Total debt to capitalization,0.312,0.201,0.413,0.104,0.157,INTU
Interest coverage,31.741,86.207,155.429,123.600,74.850,INTU
Cash flow to debt ratio,0.522,1.310,0.672,5.330,4.822,INTU
Company equity multiplier,1.687,1.572,2.141,1.676,2.200,INTU
Receivables turnover,12.143,18.741,47.696,44.632,43.533,INTU
Payables turnover,3.265,2.701,4.518,4.259,5.489,INTU
Inventory turnover,0,0,0,0,0,INTU
Fixed asset turnover,8.856,8.304,7.999,8.697,7.345,INTU
Asset turnover,0.459,0.621,0.702,1.080,1.152,INTU
Operating cash flow per share,13.889,12.037,9.249,8.938,8.250,INTU
Free cash flow per share,13.071,11.574,8.724,8.342,7.766,INTU
Cash per share,11.718,14.333,27.011,10.538,6.703,INTU
Payout ratio,0.375,0.313,0.307,0.322,0.336,INTU
Operating cash flow sales ratio,0.306,0.337,0.314,0.343,0.354,INTU
Free cash flow operating cash flow ratio,0.941,0.962,0.943,0.933,0.941,INTU
Cash flow coverage ratios,0.522,1.310,0.672,5.330,4.822,INTU
Short term coverage ratios,7.794,49.242,1.804,46.480,42.240,INTU
Capital expenditure coverage ratio,-16.983,-26,-17.620,-14.994,-17.032,INTU
Dividend paid and capex coverage ratio,7.136,6.238,5.693,6.717,7.463,INTU
Dividend payout ratio,0.375,0.313,0.307,0.322,0.336,INTU
Price book value ratio,7.638,14.499,15.661,19.232,22.211,INTU
Price to book ratio,7.638,14.499,15.661,19.232,22.211,INTU
Price to sales ratio,9.867,14.854,10.413,10.628,8.767,INTU
Price earnings ratio,60.779,69.395,43.791,46.307,43.175,INTU
Price to free cash flows ratio,34.308,45.789,35.118,33.241,26.301,INTU
Price to operating cash flows ratio,32.288,44.028,33.125,31.024,24.756,INTU
Price cash flow ratio,32.288,44.028,33.125,31.024,24.756,INTU
Price earnings to growth ratio,-17.221,7.350,2.623,1.721,1.736,INTU
Price sales ratio,9.867,14.854,10.413,10.628,8.767,INTU
Dividend yield,0.006,0.005,0.007,0.007,0.008,INTU
Enterprise value multiple,38.655,48.488,31.733,33.202,28.862,INTU
Price fair value,7.638,14.499,15.661,19.232,22.211,INTU
