,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),GILD,27281.0,27281.0,27305.0,24689.0,22449.0
Cost of revenue(figures in $M),GILD,5657.0,5657.0,6601.0,4572.0,4675.0
Gross profit(figures in $M),GILD,21624.0,21624.0,20704.0,20117.0,17774.0
Research development(figures in $M),GILD,4977.0,4977.0,5363.0,5039.0,9106.0
Selling general and administrative(figures in $M),GILD,5673.0,5673.0,5246.0,5151.0,4381.0
Total operating expenses(figures in $M),GILD,10650.0,10650.0,10609.0,10190.0,13487.0
Operating income or loss(figures in $M),GILD,10974.0,10974.0,10095.0,9927.0,4287.0
Interest expense(figures in $M),GILD,935.0,935.0,1001.0,984.0,995.0
Total other income/expenses net(figures in $M),GILD,-4225.0,-4225.0,-816.0,-7274.0,1868.0
Income before tax(figures in $M),GILD,5814.0,5814.0,8278.0,1669.0,5160.0
Income tax expense(figures in $M),GILD,1248.0,1248.0,2077.0,1580.0,-204.0
Income from continuing operations(figures in $M),GILD,4566.0,4566.0,6201.0,89.0,5364.0
Net income(figures in $M),GILD,4592.0,4592.0,6225.0,123.0,5386.0
Net income available to common shareholders(figures in $M),GILD,4592.0,4592.0,6225.0,123.0,5386.0
Basic EPS(figures in $M),GILD,,,4.96e-06,1.0000000000000001e-07,4.24e-06
Diluted EPS(figures in $M),GILD,,,4.929999999999999e-06,1.0000000000000001e-07,4.219999999999999e-06
Basic average shares(figures in $M),GILD,,,1256.0,1257.0,1270.0
Diluted average shares(figures in $M),GILD,,,1262.0,1263.0,1277.0
EBITDA(figures in $M),GILD,,6749.0,9279.0,2653.0,6155.0
