,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),LUV,23814.0,23814.0,15790.0,9048.0,22428.0
Cost of revenue(figures in $M),LUV,19062.0,19062.0,11675.0,10938.0,16445.0
Gross profit(figures in $M),LUV,4752.0,4752.0,4115.0,-1890.0,5983.0
Total operating expenses(figures in $M),LUV,3735.0,3735.0,2394.0,1926.0,3026.0
Operating income or loss(figures in $M),LUV,1017.0,1017.0,1721.0,-3816.0,2957.0
Interest expense(figures in $M),LUV,301.0,301.0,431.0,314.0,82.0
Total other income/expenses net(figures in $M),LUV,-205.0,-205.0,22.0,-158.0,-8.0
Income before tax(figures in $M),LUV,728.0,728.0,1325.0,-4256.0,2957.0
Income tax expense(figures in $M),LUV,189.0,189.0,348.0,-1182.0,657.0
Income from continuing operations(figures in $M),LUV,539.0,539.0,977.0,-3074.0,2300.0
Net income(figures in $M),LUV,539.0,539.0,977.0,-3074.0,2300.0
Net income available to common shareholders(figures in $M),LUV,561.0,539.0,977.0,-3074.0,2300.0
Basic EPS(figures in $M),LUV,,9.100000000000001e-07,1.6499999999999999e-06,-5.4400000000000004e-06,4.2800000000000005e-06
Diluted EPS(figures in $M),LUV,,8.7e-07,1.61e-06,-5.4400000000000004e-06,4.27e-06
Basic average shares(figures in $M),LUV,,593.0,592.0,565.0,538.0
Diluted average shares(figures in $M),LUV,,642.0,609.0,565.0,539.0
EBITDA(figures in $M),LUV,,2380.0,3028.0,-2687.0,4258.0
