,2019,2018,2017,2016,2015,ticker
Current ratio,0.496,0.812,0.442,0.418,0.924,DNR
Quick ratio,0.434,0.524,0.418,0.393,0.510,DNR
Cash ratio,0.001,0.106,0.000,0.004,0.008,DNR
Days of sales outstanding,45.677,38.354,62.650,64.155,55.031,DNR
Days of inventory outstanding,0,0,0,0,0,DNR
Operating cycle,45.677,38.354,62.650,64.155,55.031,DNR
Days of payables outstanding,123.675,133.682,140.660,31.434,46.566,DNR
Cash conversion cycle,-77.998,-95.328,-78.010,32.721,8.465,DNR
Gross profit margin,0.422,0.512,0.410,-0.316,0.155,DNR
Operating profit margin,0.275,0.370,0.194,-0.572,-0.095,DNR
Pretax profit margin,0.255,0.282,0.042,-1.583,-5.087,DNR
Net profit margin,0.172,0.222,0.146,-1.016,-3.526,DNR
Effective tax rate,0.325,0.213,-2.509,0.358,0.307,DNR
Return on assets,0.046,0.068,0.036,-0.228,-0.741,DNR
Return on equity,0.154,0.283,0.252,-2.084,-3.511,DNR
Return on capital employed,0.080,0.124,0.054,-0.143,-0.021,DNR
Net income per EBT,0.675,0.787,3.509,0.642,0.693,DNR
Ebt per ebit,0.926,0.761,0.215,2.769,53.651,DNR
Ebit per revenue,0.275,0.370,0.194,-0.572,-0.095,DNR
Debt ratio,0.699,0.758,0.855,0.890,0.789,DNR
Debt equity ratio,2.322,3.137,5.898,8.125,3.740,DNR
Long term debt to capitalization,0.613,0.700,0.821,0.861,0.724,DNR
Total debt to capitalization,0.613,0.700,0.821,0.861,0.724,DNR
Interest coverage,4.249,7.727,2.180,-4.387,-0.740,DNR
Cash flow to debt ratio,0.221,0.199,0.090,0.075,0.264,DNR
Company equity multiplier,3.322,4.137,6.898,9.125,4.740,DNR
Receivables turnover,7.991,9.517,5.826,5.689,6.633,DNR
Payables turnover,2.951,2.730,2.595,11.612,7.838,DNR
Inventory turnover,0,0,0,0,0,DNR
Fixed asset turnover,0.286,0.337,0.268,0.241,0.231,DNR
Asset turnover,0.269,0.308,0.250,0.225,0.210,DNR
Operating cash flow per share,1.075,1.225,0.683,0.586,2.478,DNR
Free cash flow per share,0.439,0.424,-0.228,-0.081,0.883,DNR
Cash per share,0.001,0.089,0.000,0.004,0.008,DNR
Payout ratio,0,0,0.002,-0.000,-0.015,DNR
Operating cash flow sales ratio,0.392,0.364,0.239,0.228,0.695,DNR
Free cash flow operating cash flow ratio,0.408,0.346,-0.334,-0.137,0.356,DNR
Cash flow coverage ratios,0.221,0.199,0.090,0.075,0.264,DNR
Short term coverage ratios,0,0,0,0,0,DNR
Capital expenditure coverage ratio,-1.689,-1.530,-0.749,-0.879,-1.554,DNR
Dividend paid and capex coverage ratio,-1.689,-1.530,-0.750,-0.881,-1.761,DNR
Dividend payout ratio,0,0,0.002,-0.000,-0.015,DNR
Price book value ratio,0.012,0.015,0.023,0.031,0.011,DNR
Price to book ratio,0.012,0.015,0.023,0.031,0.011,DNR
Price to sales ratio,0.014,0.011,0.013,0.015,0.011,DNR
Price earnings ratio,0.081,0.051,0.092,-0.015,-0.003,DNR
Price to free cash flows ratio,0.087,0.090,-0.168,-0.476,0.043,DNR
Price to operating cash flows ratio,0.036,0.031,0.056,0.065,0.015,DNR
Price cash flow ratio,0.036,0.031,0.056,0.065,0.015,DNR
Price earnings to growth ratio,-0.002,0.001,0.001,-0.000,0.000,DNR
Price sales ratio,0.014,0.011,0.013,0.015,0.011,DNR
Dividend yield,0,0,0.018,0.034,4.897,DNR
Enterprise value multiple,5.958,5.728,21.262,-2.154,-0.539,DNR
Price fair value,0.012,0.015,0.023,0.031,0.011,DNR
