,2022,2021,2020,2019,2018,ticker
Current ratio,3.691,1.811,1.509,1.465,1.807,CF
Quick ratio,2.920,1.484,1.046,0.795,1.301,CF
Cash ratio,2.335,1.137,0.754,0.432,0.967,CF
Days of sales outstanding,18.991,27.746,23.454,19.244,19.367,CF
Days of inventory outstanding,32.490,35.876,31.524,37.504,32.114,CF
Operating cycle,51.481,63.622,54.978,56.748,51.481,CF
Days of payables outstanding,39.413,49.681,46.572,46.694,10.497,CF
Cash conversion cycle,12.068,13.941,8.406,10.055,40.984,CF
Gross profit margin,0.524,0.365,0.194,0.256,0.207,CF
Operating profit margin,0.482,0.264,0.151,0.219,0.173,CF
Pretax profit margin,0.455,0.236,0.112,0.168,0.124,CF
Net profit margin,0.299,0.193,0.105,0.107,0.065,CF
Effective tax rate,0.227,0.183,0.067,0.163,0.218,CF
Return on assets,0.251,0.102,0.036,0.041,0.023,CF
Return on equity,0.662,0.393,0.148,0.170,0.098,CF
Return on capital employed,0.438,0.158,0.056,0.087,0.064,CF
Net income per EBT,0.657,0.817,0.933,0.639,0.530,CF
Ebt per ebit,0.944,0.892,0.743,0.770,0.714,CF
Ebit per revenue,0.482,0.264,0.151,0.219,0.173,CF
Debt ratio,0.410,0.512,0.534,0.537,0.547,CF
Debt equity ratio,0.638,1.159,1.445,1.464,1.588,CF
Long term debt to capitalization,0.383,0.531,0.571,0.589,0.614,CF
Total debt to capitalization,0.390,0.537,0.591,0.594,0.614,CF
Interest coverage,15.689,9.397,3.480,4.232,3.360,CF
Cash flow to debt ratio,1.195,0.773,0.291,0.355,0.319,CF
Company equity multiplier,2.636,3.860,4.115,4.202,4.280,CF
Receivables turnover,19.220,13.155,15.562,18.967,18.847,CF
Payables turnover,9.261,7.347,7.837,7.817,34.772,CF
Inventory turnover,11.234,10.174,11.578,9.732,11.366,CF
Fixed asset turnover,1.672,0.893,0.523,0.543,0.514,CF
Asset turnover,0.840,0.528,0.343,0.377,0.350,CF
Operating cash flow per share,18.962,13.363,5.728,6.835,6.436,CF
Free cash flow per share,16.690,10.926,4.290,5,4.622,CF
Cash per share,11.426,7.572,3.178,1.303,2.932,CF
Payout ratio,0.091,0.206,0.597,0.538,0.966,CF
Operating cash flow sales ratio,0.345,0.439,0.298,0.328,0.338,CF
Free cash flow operating cash flow ratio,0.880,0.818,0.749,0.732,0.718,CF
Cash flow coverage ratios,1.195,0.773,0.291,0.355,0.319,CF
Short term coverage ratios,41.452,32.281,3.653,16.722,0,CF
Capital expenditure coverage ratio,-8.344,-5.483,-3.984,-3.725,-3.547,CF
Dividend paid and capex coverage ratio,-24.712,-10.883,-24.137,-10.827,-10.542,CF
Dividend payout ratio,0.091,0.206,0.597,0.538,0.966,CF
Price book value ratio,3.429,4.747,2.847,3.629,3.421,CF
Price to book ratio,3.429,4.747,2.847,3.629,3.421,CF
Price to sales ratio,1.548,2.328,2.017,2.290,2.285,CF
Price earnings ratio,5.177,12.078,19.256,21.323,34.898,CF
Price to free cash flows ratio,5.105,6.478,9.023,9.548,9.414,CF
Price to operating cash flows ratio,4.493,5.297,6.758,6.985,6.760,CF
Price cash flow ratio,4.493,5.297,6.758,6.985,6.760,CF
Price earnings to growth ratio,0.029,0.063,-1.875,0.269,-1.907,CF
Price sales ratio,1.548,2.328,2.017,2.290,2.285,CF
Dividend yield,0.018,0.017,0.031,0.025,0.028,CF
Enterprise value multiple,2.780,5.485,7.731,7.593,9.270,CF
Price fair value,3.429,4.747,2.847,3.629,3.421,CF
