,2022,2021,2020,2019,2018,ticker
Current ratio,4.608,6.230,5.757,5.186,5.281,ISRG
Quick ratio,2.721,3.127,4.126,2.670,4.564,ISRG
Cash ratio,0.849,0.805,1.151,0.806,1.045,ISRG
Days of sales outstanding,55.264,50.032,54.058,52.584,66.871,ISRG
Days of inventory outstanding,160.901,122.340,146.639,158.852,133.278,ISRG
Operating cycle,216.166,172.372,200.697,211.436,200.149,ISRG
Days of payables outstanding,26.481,25.256,19.893,288.975,32.814,ISRG
Cash conversion cycle,189.685,147.116,180.804,-77.539,167.334,ISRG
Gross profit margin,0.674,0.693,0.656,0.694,0.699,ISRG
Operating profit margin,0.195,0.319,0.177,0.307,0.322,ISRG
Pretax profit margin,0.258,0.331,0.277,0.335,0.344,ISRG
Net profit margin,0.213,0.299,0.243,0.308,0.303,ISRG
Effective tax rate,0.163,0.086,0.116,0.080,0.121,ISRG
Return on assets,0.102,0.126,0.095,0.142,0.144,ISRG
Return on equity,0.119,0.143,0.109,0.166,0.169,ISRG
Return on capital employed,0.109,0.152,0.079,0.166,0.171,ISRG
Net income per EBT,0.823,0.902,0.879,0.918,0.882,ISRG
Ebt per ebit,1.327,1.038,1.560,1.093,1.067,ISRG
Ebit per revenue,0.195,0.319,0.177,0.307,0.322,ISRG
Debt ratio,0.143,0.118,0.126,0.149,0.148,ISRG
Debt equity ratio,0,0,0,0,0,ISRG
Long term debt to capitalization,0,0,0,0,0,ISRG
Total debt to capitalization,0,0,0,0,0,ISRG
Interest coverage,40.785,-5.115,-1.811,-4.188,0,ISRG
Cash flow to debt ratio,0,0,0,0,0,ISRG
Company equity multiplier,1.168,1.134,1.144,1.175,1.175,ISRG
Receivables turnover,6.605,7.295,6.752,6.941,5.458,ISRG
Payables turnover,13.784,14.452,18.348,1.263,11.123,ISRG
Inventory turnover,2.268,2.983,2.489,2.298,2.739,ISRG
Fixed asset turnover,2.621,3.043,2.763,3.518,4.586,ISRG
Asset turnover,0.480,0.421,0.390,0.460,0.475,ISRG
Operating cash flow per share,4.178,5.867,4.230,4.616,3.429,ISRG
Free cash flow per share,2.686,4.875,3.257,3.387,2.880,ISRG
Cash per share,11.553,11.881,14.734,9.306,8.980,ISRG
Payout ratio,0,0,0,0,0,ISRG
Operating cash flow sales ratio,0.240,0.366,0.341,0.357,0.314,ISRG
Free cash flow operating cash flow ratio,0.643,0.831,0.770,0.734,0.840,ISRG
Cash flow coverage ratios,0,0,0,0,0,ISRG
Short term coverage ratios,0,0,0,0,0,ISRG
Capital expenditure coverage ratio,-2.800,-5.911,-4.348,-3.755,-6.241,ISRG
Dividend paid and capex coverage ratio,-2.800,-5.911,-4.348,-3.755,-6.241,ISRG
Dividend payout ratio,0,0,0,0,0,ISRG
Price book value ratio,8.520,10.705,9.808,8.234,8.153,ISRG
Price to book ratio,8.520,10.705,9.808,8.234,8.153,ISRG
Price to sales ratio,15.216,22.407,21.962,15.232,14.621,ISRG
Price earnings ratio,71.600,75.060,90.249,49.459,48.278,ISRG
Price to free cash flows ratio,98.786,73.706,83.721,58.177,55.440,ISRG
Price to operating cash flows ratio,63.507,61.236,64.465,42.685,46.557,ISRG
Price cash flow ratio,63.507,61.236,64.465,42.685,46.557,ISRG
Price earnings to growth ratio,-3.176,1.281,-3.742,2.429,0.712,ISRG
Price sales ratio,15.216,22.407,21.962,15.232,14.621,ISRG
Dividend yield,0,0,0,0,0,ISRG
Enterprise value multiple,59.030,69.553,89.631,48.782,38.141,ISRG
Price fair value,8.520,10.705,9.808,8.234,8.153,ISRG
