,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),MRK,59283.0,59283.0,48704.0,47994.0,46840.0
Cost of revenue(figures in $M),MRK,17411.0,17411.0,13626.0,15485.0,14112.0
Gross profit(figures in $M),MRK,41872.0,41872.0,35078.0,32509.0,32728.0
Research development(figures in $M),MRK,13548.0,13548.0,12245.0,13558.0,9872.0
Selling general and administrative(figures in $M),MRK,10042.0,10042.0,9634.0,10468.0,10615.0
Total operating expenses(figures in $M),MRK,23590.0,23590.0,21879.0,24026.0,20487.0
Operating income or loss(figures in $M),MRK,18282.0,18282.0,13199.0,8483.0,12241.0
Interest expense(figures in $M),MRK,962.0,962.0,806.0,831.0,893.0
Total other income/expenses net(figures in $M),MRK,-1033.0,-1838.0,680.0,308.0,-777.0
Income before tax(figures in $M),MRK,16444.0,16444.0,13879.0,8791.0,11464.0
Income tax expense(figures in $M),MRK,1918.0,1918.0,1521.0,1709.0,1687.0
Income from continuing operations(figures in $M),MRK,14526.0,14526.0,12358.0,7082.0,9777.0
Net income(figures in $M),MRK,14519.0,14519.0,13049.0,7067.0,9843.0
Net income available to common shareholders(figures in $M),MRK,14519.0,14519.0,13049.0,7067.0,9843.0
Basic EPS(figures in $M),MRK,,,5.16e-06,2.79e-06,3.88e-06
Diluted EPS(figures in $M),MRK,,,5.14e-06,2.7799999999999996e-06,3.81e-06
Basic average shares(figures in $M),MRK,,,2530.0,2530.226,2539.016
Diluted average shares(figures in $M),MRK,,,2538.0,2541.0,2580.0
EBITDA(figures in $M),MRK,,18282.0,13199.0,8483.0,12241.0
