,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),MRK,12694.0,8096.0,8062.0,9676.0
Other short-term investments(figures in $M),MRK,498.0,0.0,0.0,774.0
Total cash(figures in $M),MRK,13192.0,8096.0,8062.0,10450.0
Net receivables(figures in $M),MRK,9450.0,9230.0,7851.0,6778.0
Inventory(figures in $M),MRK,5911.0,5953.0,6310.0,5978.0
Other current assets(figures in $M),MRK,7169.0,6987.0,5541.0,4277.0
Total current assets(figures in $M),MRK,35722.0,30266.0,27764.0,27483.0
"Gross property, plant and equipment(figures in $M)",MRK,39407.0,37471.0,36968.0,32739.0
Accumulated depreciation(figures in $M),MRK,-17985.0,-18192.0,-18982.0,-17686.0
"Net property, plant and equipment(figures in $M)",MRK,21422.0,19279.0,17986.0,15053.0
Equity and other investments(figures in $M),MRK,1015.0,370.0,785.0,1469.0
Goodwill(figures in $M),MRK,21204.0,21264.0,20238.0,19425.0
Intangible assets(figures in $M),MRK,20269.0,22933.0,14604.0,14196.0
Other long-term assets(figures in $M),MRK,9528.0,11582.0,10211.0,6771.0
Total non-current assets(figures in $M),MRK,73438.0,75428.0,63824.0,56914.0
Total assets(figures in $M),MRK,109160.0,105694.0,91588.0,84397.0
Current debt(figures in $M),MRK,1946.0,2412.0,6431.0,3610.0
Accounts payable(figures in $M),MRK,4264.0,4609.0,4594.0,3738.0
Taxes payable(figures in $M),MRK,1986.0,1224.0,1575.0,736.0
Accrued liabilities(figures in $M),MRK,14159.0,13859.0,13053.0,12549.0
Total current liabilities(figures in $M),MRK,24239.0,23872.0,27327.0,22220.0
Long-term debt(figures in $M),MRK,28745.0,30690.0,25360.0,22736.0
Deferred tax liabilities(figures in $M),MRK,1795.0,3441.0,1015.0,1470.0
Other long-term liabilities(figures in $M),MRK,8323.0,9434.0,12482.0,11970.0
Total non-current liabilities(figures in $M),MRK,38863.0,43565.0,38857.0,36176.0
Total liabilities(figures in $M),MRK,63102.0,67437.0,66184.0,58396.0
Common stock(figures in $M),MRK,1788.0,1788.0,1788.0,1788.0
Retained earnings(figures in $M),MRK,61081.0,53696.0,47362.0,46602.0
Accumulated other comprehensive income(figures in $M),MRK,-4768.0,-4429.0,-6634.0,-6193.0
Total stockholders' equity(figures in $M),MRK,45991.0,38184.0,25317.0,25907.0
Total liabilities and stockholders' equity(figures in $M),MRK,109160.0,105694.0,91588.0,84397.0
