,2022,2021,2020,2019,2018,ticker
Current ratio,9.742,51.840,0,335.225,0,CMA
Quick ratio,10.269,52.571,0,335.225,0,CMA
Cash ratio,1.956,25.860,0,81.944,0,CMA
Days of sales outstanding,776.993,768.013,746.295,592.866,435.960,CMA
Days of inventory outstanding,0,0,0,0,0,CMA
Days of payables outstanding,0,0,0,0,0,CMA
Gross profit margin,1,1,1,1,0,CMA
Operating profit margin,0.476,0.521,0.265,0.598,0,CMA
Pretax profit margin,0.418,0.502,0.203,0.458,0.461,CMA
Net profit margin,0.326,0.394,0.163,0.358,0.371,CMA
Effective tax rate,0.220,0.216,0.198,0.218,0.195,CMA
Return on assets,0.013,0.012,0.005,0.016,0.017,CMA
Return on equity,0.222,0.148,0.059,0.164,0.165,CMA
Return on capital employed,0.020,0.017,0.009,0.027,0,CMA
Net income per EBT,0.780,0.784,0.802,0.782,0.805,CMA
Ebt per ebit,0.878,0.963,0.765,0.766,0,CMA
Ebit per revenue,0.476,0.521,0.265,0.598,0,CMA
Debt ratio,0.939,0.917,0,0.900,0.894,CMA
Debt equity ratio,1.203,0.465,0.712,1.002,0.867,CMA
Long term debt to capitalization,0.369,0.261,0.416,0.498,0.463,CMA
Total debt to capitalization,0.546,0.317,0.416,0.500,0.464,CMA
Interest coverage,8.165,27.140,4.247,4.274,0,CMA
Cash flow to debt ratio,0.102,0.173,0.162,0.149,0.248,CMA
Company equity multiplier,16.484,11.981,10.948,10.018,9.434,CMA
Receivables turnover,0.470,0.475,0.489,0.616,0.837,CMA
Payables turnover,0,0,0,0,0,CMA
Inventory turnover,0,0,0,0,0,CMA
Fixed asset turnover,8.835,6.535,6.344,7.315,7.006,CMA
Asset turnover,0.041,0.031,0.033,0.046,0.047,CMA
Operating cash flow per share,4.729,4.696,6.676,7.267,9.628,CMA
Free cash flow per share,4.121,4.178,6.108,6.693,9.091,CMA
Cash per share,188.650,295.274,222.784,122.473,99.731,CMA
Payout ratio,0.327,0.336,0.808,0.336,0.213,CMA
Operating cash flow sales ratio,0.181,0.214,0.319,0.326,0.486,CMA
Free cash flow operating cash flow ratio,0.871,0.890,0.915,0.921,0.944,CMA
Cash flow coverage ratios,0.102,0.173,0.162,0.149,0.248,CMA
Short term coverage ratios,0.199,0.723,0,15.352,36.727,CMA
Capital expenditure coverage ratio,-7.780,-9.057,-11.747,-12.674,-17.956,CMA
Dividend paid and capex coverage ratio,2.170,1.969,3.053,3.449,9.341,CMA
Dividend payout ratio,0.327,0.336,0.808,0.336,0.213,CMA
Price book value ratio,1.741,1.487,0.965,1.469,1.536,CMA
Price to book ratio,1.741,1.487,0.965,1.469,1.536,CMA
Price to sales ratio,2.552,3.959,2.666,3.219,3.464,CMA
Price earnings ratio,7.836,10.056,16.381,8.984,9.336,CMA
Price to free cash flows ratio,16.221,20.824,9.146,10.720,7.556,CMA
Price to operating cash flows ratio,14.136,18.525,8.367,9.874,7.135,CMA
Price cash flow ratio,14.136,18.525,8.367,9.874,7.135,CMA
Price earnings to growth ratio,-5.093,0.069,-0.289,0.980,0.128,CMA
Price sales ratio,2.552,3.959,2.666,3.219,3.464,CMA
Dividend yield,0.042,0.033,0.049,0.037,0.023,CMA
Enterprise value multiple,5.057,-4.944,-2.582,5.811,7.011,CMA
Price fair value,1.741,1.487,0.965,1.469,1.536,CMA
