,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),SRE,370.0,559.0,960.0,108.0
Total cash(figures in $M),SRE,370.0,559.0,960.0,108.0
Net receivables(figures in $M),SRE,3320.0,2469.0,1981.0,1716.0
Inventory(figures in $M),SRE,403.0,389.0,308.0,277.0
Other current assets(figures in $M),SRE,541.0,577.0,1107.0,618.0
Total current assets(figures in $M),SRE,5912.0,4375.0,4511.0,3339.0
"Gross property, plant and equipment(figures in $M)",SRE,48437.0,44488.0,40546.0,37043.0
Accumulated depreciation(figures in $M),SRE,-16111.0,-15046.0,-13925.0,-12877.0
"Net property, plant and equipment(figures in $M)",SRE,48437.0,44488.0,40546.0,37043.0
Equity and other investments(figures in $M),SRE,16821.0,15815.0,15210.0,15096.0
Goodwill(figures in $M),SRE,1602.0,1602.0,1602.0,1602.0
Intangible assets(figures in $M),SRE,344.0,370.0,202.0,213.0
Other long-term assets(figures in $M),SRE,2230.0,1669.0,857.0,4718.0
Total non-current assets(figures in $M),SRE,72662.0,67670.0,62112.0,62326.0
Total assets(figures in $M),SRE,78574.0,72045.0,66623.0,65665.0
Current debt(figures in $M),SRE,4371.0,3577.0,2425.0,5031.0
Accounts payable(figures in $M),SRE,2269.0,1849.0,1513.0,1413.0
Other current liabilities(figures in $M),SRE,2025.0,1587.0,1709.0,1701.0
Total current liabilities(figures in $M),SRE,9899.0,10035.0,6839.0,9150.0
Long-term debt(figures in $M),SRE,24548.0,21068.0,21781.0,20785.0
Deferred tax liabilities(figures in $M),SRE,4591.0,3477.0,3172.0,2598.0
Other long-term liabilities(figures in $M),SRE,565.0,225.0,0.0,301.0
Total non-current liabilities(figures in $M),SRE,39419.0,34591.0,34850.0,34710.0
Total liabilities(figures in $M),SRE,49318.0,44626.0,41689.0,43860.0
Common stock(figures in $M),SRE,20.0,20.0,20.0,20.0
Retained earnings(figures in $M),SRE,14201.0,13548.0,13673.0,11130.0
Accumulated other comprehensive income(figures in $M),SRE,-135.0,-318.0,-500.0,-939.0
Total stockholders' equity(figures in $M),SRE,27135.0,26001.0,23393.0,19949.0
Total liabilities and stockholders' equity(figures in $M),SRE,78574.0,72045.0,66623.0,65665.0
