,2022,2021,2020,2019,2018,ticker
Current ratio,0.597,0.436,0.660,0.365,0.485,SRE
Quick ratio,0.390,0.312,0.449,0.215,0.285,SRE
Cash ratio,0.037,0.056,0.140,0.012,0.025,SRE
Days of sales outstanding,88.147,72.989,67.864,62.693,61.120,SRE
Days of inventory outstanding,15.940,18.791,17.765,16.475,14.855,SRE
Operating cycle,104.087,91.780,85.629,79.167,75.975,SRE
Days of payables outstanding,89.747,89.318,87.270,84.039,73.974,SRE
Cash conversion cycle,14.340,2.462,-1.641,-4.871,2.001,SRE
Gross profit margin,0.361,0.412,0.443,0.433,0.378,SRE
Operating profit margin,0.184,0.232,0.253,0.258,0.205,SRE
Pretax profit margin,0.093,0.017,0.131,0.160,0.090,SRE
Net profit margin,0.055,0.009,0.109,0.131,0.090,SRE
Effective tax rate,0.414,0.452,0.167,0.182,0.092,SRE
Return on assets,0.010,0.002,0.019,0.022,0.017,SRE
Return on equity,0.029,0.005,0.053,0.071,0.061,SRE
Return on capital employed,0.039,0.048,0.048,0.049,0.045,SRE
Net income per EBT,0.586,0.548,0.833,0.818,1.004,SRE
Ebt per ebit,0.506,0.074,0.517,0.621,0.437,SRE
Ebit per revenue,0.184,0.232,0.253,0.258,0.205,SRE
Debt ratio,0.628,0.619,0.626,0.668,0.683,SRE
Debt equity ratio,1.066,0.948,1.035,1.294,1.478,SRE
Long term debt to capitalization,0.475,0.448,0.482,0.510,0.557,SRE
Total debt to capitalization,0.516,0.487,0.509,0.564,0.596,SRE
Interest coverage,2.520,2.485,2.665,2.591,2.587,SRE
Cash flow to debt ratio,0.039,0.156,0.107,0.120,0.136,SRE
Company equity multiplier,2.896,2.771,2.848,3.292,3.534,SRE
Receivables turnover,4.141,5.001,5.378,5.822,5.972,SRE
Payables turnover,4.067,4.087,4.182,4.343,4.934,SRE
Inventory turnover,22.898,19.424,20.545,22.155,24.571,SRE
Fixed asset turnover,0.298,0.289,0.280,0.292,0.318,SRE
Asset turnover,0.184,0.178,0.171,0.165,0.193,SRE
Operating cash flow per share,3.663,12.324,8.901,11.112,12.858,SRE
Free cash flow per share,-13.520,-3.763,-7.163,-2.231,-1.257,SRE
Cash per share,1.187,1.793,3.298,0.389,0.709,SRE
Payout ratio,1.873,11.917,1.073,0.800,0.921,SRE
Operating cash flow sales ratio,0.079,0.299,0.228,0.285,0.295,SRE
Free cash flow operating cash flow ratio,-3.691,-0.305,-0.805,-0.201,-0.098,SRE
Cash flow coverage ratios,0.039,0.156,0.107,0.120,0.136,SRE
Short term coverage ratios,0.261,1.074,1.068,0.614,0.919,SRE
Capital expenditure coverage ratio,-0.213,-0.766,-0.554,-0.833,-0.911,SRE
Dividend paid and capex coverage ratio,-0.294,-1.072,-0.775,-1.200,-1.224,SRE
Dividend payout ratio,1.873,11.917,1.073,0.800,0.921,SRE
Price book value ratio,1.776,1.586,1.585,2.110,1.690,SRE
Price to book ratio,1.776,1.586,1.585,2.110,1.690,SRE
Price to sales ratio,3.337,3.208,3.262,3.887,2.482,SRE
Price earnings ratio,61.218,343.658,29.908,29.667,27.622,SRE
Price to free cash flows ratio,-11.430,-35.157,-17.787,-67.898,-86.061,SRE
Price to operating cash flows ratio,42.188,10.734,14.313,13.632,8.414,SRE
Price cash flow ratio,42.188,10.734,14.313,13.632,8.414,SRE
Price earnings to growth ratio,0.109,-3.773,-1.798,0.617,0.116,SRE
Price sales ratio,3.337,3.208,3.262,3.887,2.482,SRE
Dividend yield,0.031,0.035,0.036,0.027,0.033,SRE
Enterprise value multiple,16.412,13.519,13.269,15.552,14.966,SRE
Price fair value,1.776,1.586,1.585,2.110,1.690,SRE
