,2022,2021,2020,2019,2018,ticker
Current ratio,24.791,0,0,110.330,0.885,HIG
Quick ratio,24.791,0,0,110.330,1.077,HIG
Cash ratio,0.109,0,0,0.370,0.003,HIG
Days of sales outstanding,194.481,5.403 K,182.811,174.422,160.827,HIG
Days of inventory outstanding,0,0,0,0,0,HIG
Days of payables outstanding,49.725,0,0,0,0,HIG
Gross profit margin,0.784,1,1,1,0,HIG
Operating profit margin,0.135,5.046,0.115,0.136,0,HIG
Pretax profit margin,0.101,3.908,0.103,0.123,0.092,HIG
Net profit margin,0.081,3.192,0.085,0.101,0.095,HIG
Effective tax rate,0.196,0.183,0.181,0.186,0.153,HIG
Return on assets,0.025,0.031,0.023,0.029,0.029,HIG
Return on equity,0.133,0.133,0.094,0.128,0.138,HIG
Return on capital employed,0.043,0.049,0.032,0.040,0,HIG
Net income per EBT,0.804,0.817,0.819,0.814,1.031,HIG
Ebt per ebit,0.746,0.775,0.900,0.908,0,HIG
Ebit per revenue,0.135,5.046,0.115,0.136,0,HIG
Debt ratio,0.813,0.767,0,0.770,0.790,HIG
Debt equity ratio,0.320,0.277,0.235,0.298,0.357,HIG
Long term debt to capitalization,0.242,0.217,0.190,0.211,0.246,HIG
Total debt to capitalization,0.242,0.217,0.190,0.230,0.263,HIG
Interest coverage,14.202,15.979,9.983,10.884,0,HIG
Cash flow to debt ratio,0.920,0.828,0.889,0.720,0.608,HIG
Company equity multiplier,5.357,4.292,3.994,4.353,4.756,HIG
Receivables turnover,1.877,0.068,1.997,2.093,2.270,HIG
Payables turnover,7.340,0,0,0,0,HIG
Inventory turnover,0,0,0,0,0,HIG
Fixed asset turnover,24.123,0.722,18.291,17.561,18.842,HIG
Asset turnover,0.306,0.010,0.277,0.293,0.304,HIG
Operating cash flow per share,12.340,11.724,10.804,9.667,7.932,HIG
Free cash flow per share,11.801,11.343,10.486,9.377,7.592,HIG
Cash per share,124.135,133.913,135.275,125.392,111.763,HIG
Payout ratio,0.290,0.214,0.275,0.218,0.210,HIG
Operating cash flow sales ratio,0.179,5.524,0.189,0.168,0.150,HIG
Free cash flow operating cash flow ratio,0.956,0.968,0.971,0.970,0.957,HIG
Cash flow coverage ratios,0.920,0.828,0.889,0.720,0.608,HIG
Short term coverage ratios,0,0,0,6.978,6.884,HIG
Capital expenditure coverage ratio,-22.903,-30.774,-33.956,-33.229,-23.303,HIG
Dividend paid and capex coverage ratio,11.386,10.973,10.635,9.997,11.062,HIG
Dividend payout ratio,0.290,0.214,0.275,0.218,0.210,HIG
Price book value ratio,1.807,1.351,0.946,1.348,1.216,HIG
Price to book ratio,1.807,1.351,0.946,1.348,1.216,HIG
Price to sales ratio,1.101,32.526,0.855,1.057,0.840,HIG
Price earnings ratio,13.570,10.191,10.103,10.519,8.816,HIG
Price to free cash flows ratio,6.426,6.086,4.671,6.481,5.855,HIG
Price to operating cash flows ratio,6.145,5.889,4.534,6.286,5.604,HIG
Price cash flow ratio,6.145,5.889,4.534,6.286,5.604,HIG
Price earnings to growth ratio,-0.765,0.254,-0.621,0.767,0.056,HIG
Price sales ratio,1.101,32.526,0.855,1.057,0.840,HIG
Dividend yield,0.021,0.021,0.027,0.021,0.024,HIG
Enterprise value multiple,9.289,7.570,8.958,9.218,7.214,HIG
Price fair value,1.807,1.351,0.946,1.348,1.216,HIG
