,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),VLO,176383.0,176383.0,113977.0,64912.0,108324.0
Cost of revenue(figures in $M),VLO,159632.0,159632.0,110895.0,65700.0,103599.0
Gross profit(figures in $M),VLO,16751.0,16751.0,3082.0,-788.0,4725.0
Selling general and administrative(figures in $M),VLO,992.0,934.0,865.0,756.0,868.0
Total operating expenses(figures in $M),VLO,1058.0,1000.0,952.0,791.0,889.0
Operating income or loss(figures in $M),VLO,15693.0,15751.0,2130.0,-1579.0,3836.0
Interest expense(figures in $M),VLO,562.0,562.0,603.0,563.0,454.0
Total other income/expenses net(figures in $M),VLO,-47.0,118.0,16.0,132.0,104.0
Income before tax(figures in $M),VLO,15307.0,15307.0,1543.0,-2010.0,3486.0
Income tax expense(figures in $M),VLO,3428.0,3428.0,255.0,-903.0,702.0
Income from continuing operations(figures in $M),VLO,11879.0,11879.0,1288.0,-1107.0,2784.0
Net income(figures in $M),VLO,11528.0,11528.0,930.0,-1421.0,2422.0
Net income available to common shareholders(figures in $M),VLO,11485.0,11528.0,930.0,-1421.0,2422.0
Basic EPS(figures in $M),VLO,,2.905e-05,2.27e-06,-3.5e-06,5.84e-06
Diluted EPS(figures in $M),VLO,,2.904e-05,2.27e-06,-3.5e-06,5.84e-06
Basic average shares(figures in $M),VLO,,395.0,407.0,407.0,413.0
Diluted average shares(figures in $M),VLO,,396.0,407.0,407.0,414.0
EBITDA(figures in $M),VLO,,15869.0,2146.0,-1447.0,3940.0
