,2016,2015,2014,2013,2012,ticker
Current ratio,1.522,1.552,1.323,1.369,1.171,APOL
Quick ratio,1.240,1.077,1.064,1.105,0.895,APOL
Cash ratio,0.649,0.605,0.796,0.901,0.771,APOL
Days of sales outstanding,39.071,28.227,27.204,21.357,17.015,APOL
Days of inventory outstanding,0,0,0,0,0,APOL
Days of payables outstanding,0,0,0,0,0,APOL
Gross profit margin,1,1,1,1,1,APOL
Operating profit margin,-0.031,0.045,0.112,0.116,0.159,APOL
Pretax profit margin,-0.034,0.041,0.110,0.115,0.157,APOL
Net profit margin,-0.040,0.012,0.069,0.068,0.099,APOL
Effective tax rate,-0.137,0.551,0.365,0.411,0.425,APOL
Return on assets,-0.042,0.013,0.068,0.083,0.147,APOL
Return on equity,-0.079,0.026,0.177,0.222,0.455,APOL
Return on capital employed,-0.051,0.084,0.219,0.299,0.557,APOL
Net income per EBT,1.182,0.282,0.629,0.588,0.634,APOL
Ebt per ebit,1.090,0.919,0.982,0.990,0.985,APOL
Ebit per revenue,-0.031,0.045,0.112,0.116,0.159,APOL
Debt ratio,0.468,0.481,0.618,0.627,0.676,APOL
Debt equity ratio,0.085,0.040,0.557,0.619,0.775,APOL
Long term debt to capitalization,0.032,0.027,0.039,0.054,0.081,APOL
Total debt to capitalization,0.078,0.038,0.358,0.382,0.437,APOL
Interest coverage,-9.758,17.429,42.832,48.875,57.585,APOL
Cash flow to debt ratio,0.497,3.693,0.572,0.691,0.766,APOL
Company equity multiplier,1.881,1.926,2.621,2.682,3.090,APOL
Receivables turnover,9.342,12.931,13.417,17.090,21.451,APOL
Payables turnover,0,0,0,0,0,APOL
Inventory turnover,0,0,0,0,0,APOL
Fixed asset turnover,6.318,6.931,6.940,7.789,7.441,APOL
Asset turnover,1.044,1.164,0.978,1.228,1.483,APOL
Operating cash flow per share,0.415,1.560,3.376,4.241,4.533,APOL
Free cash flow per share,-0.258,0.653,2.472,3.182,3.586,APOL
Cash per share,6.092,6.461,12.719,13.488,10.545,APOL
Payout ratio,0,0,0,0,0,APOL
Operating cash flow sales ratio,0.021,0.066,0.124,0.130,0.130,APOL
Free cash flow operating cash flow ratio,-0.621,0.419,0.732,0.750,0.791,APOL
Cash flow coverage ratios,0.497,3.693,0.572,0.691,0.766,APOL
Short term coverage ratios,0.811,11.973,0.617,0.761,0.863,APOL
Capital expenditure coverage ratio,-0.617,-1.721,-3.734,-4.005,-4.786,APOL
Dividend paid and capex coverage ratio,-0.617,-1.721,-3.734,-4.005,-4.786,APOL
Dividend payout ratio,0,0,0,0,0,APOL
Price book value ratio,0.900,1.049,2.620,1.873,3.517,APOL
Price to book ratio,0.900,1.049,2.620,1.873,3.517,APOL
Price to sales ratio,0.459,0.468,1.023,0.569,0.768,APOL
Price earnings ratio,-11.399,40.360,14.774,8.422,7.725,APOL
Price to free cash flows ratio,-34.434,17.005,11.235,5.835,7.487,APOL
Price to operating cash flows ratio,21.378,7.124,8.226,4.378,5.923,APOL
Price cash flow ratio,21.378,7.124,8.226,4.378,5.923,APOL
Price earnings to growth ratio,0.030,-0.473,-1.001,-0.230,-0.543,APOL
Price sales ratio,0.459,0.468,1.023,0.569,0.768,APOL
Dividend yield,0,0,0,0,0,APOL
Enterprise value multiple,10.231,2.981,5.075,2.092,2.973,APOL
Price fair value,0.900,1.049,2.620,1.873,3.517,APOL
