,2022,2021,2020,2019,2018,ticker
Current ratio,1.078,1.124,1.098,1.068,1.073,CAH
Quick ratio,0.500,0.453,0.467,0.455,0.418,CAH
Cash ratio,0.154,0.123,0.117,0.105,0.077,CAH
Days of sales outstanding,21.254,20.451,19.725,21.188,20.810,CAH
Days of inventory outstanding,32.646,34.214,32.983,33.742,34.656,CAH
Operating cycle,53.900,54.665,52.708,54.930,55.466,CAH
Days of payables outstanding,56.640,55.563,53.415,56.671,55.406,CAH
Cash conversion cycle,-2.740,-0.897,-0.708,-1.741,0.061,CAH
Gross profit margin,0.036,0.042,0.045,0.047,0.052,CAH
Operating profit margin,0.009,0.011,0.012,0.014,0.014,CAH
Pretax profit margin,-0.004,0.002,-0.025,0.012,-0.002,CAH
Net profit margin,-0.005,0.004,-0.024,0.009,0.002,CAH
Effective tax rate,-0.212,-0.895,0.021,0.220,2.136,CAH
Return on assets,-0.021,0.014,-0.091,0.033,0.006,CAH
Return on equity,1.320,0.341,-2.061,0.215,0.042,CAH
Return on capital employed,0.124,0.109,0.103,0.122,0.109,CAH
Net income per EBT,1.212,1.892,0.979,0.778,-1.123,CAH
Ebt per ebit,-0.467,0.175,-2.127,0.850,-0.123,CAH
Ebit per revenue,0.009,0.011,0.012,0.014,0.014,CAH
Debt ratio,1.016,0.960,0.956,0.845,0.848,CAH
Debt equity ratio,-7.528,3.476,3.781,1.269,1.488,CAH
Long term debt to capitalization,1.175,0.749,0.791,0.545,0.569,CAH
Total debt to capitalization,1.153,0.777,0.791,0.559,0.598,CAH
Interest coverage,11.060,10.228,7.450,7.007,5.638,CAH
Cash flow to debt ratio,0.587,0.390,0.289,0.339,0.307,CAH
Company equity multiplier,-62.150,24.779,22.749,6.471,6.594,CAH
Receivables turnover,17.173,17.848,18.505,17.227,17.540,CAH
Payables turnover,6.444,6.569,6.833,6.441,6.588,CAH
Inventory turnover,11.181,10.668,11.066,10.817,10.532,CAH
Fixed asset turnover,76.817,68.842,64.633,61.772,55.010,CAH
Asset turnover,4.133,3.655,3.751,3.553,3.424,CAH
Operating cash flow per share,11.190,8.318,6.689,9.073,8.843,CAH
Free cash flow per share,9.803,6.949,5.410,7.980,7.617,CAH
Cash per share,16.907,11.668,9.457,8.437,5.633,CAH
Payout ratio,-0.600,0.938,-0.154,0.423,2.270,CAH
Operating cash flow sales ratio,0.017,0.015,0.013,0.019,0.020,CAH
Free cash flow operating cash flow ratio,0.876,0.835,0.809,0.880,0.861,CAH
Cash flow coverage ratios,0.587,0.390,0.289,0.339,0.307,CAH
Short term coverage ratios,5.383,2.789,196,6.022,2.765,CAH
Capital expenditure coverage ratio,-8.067,-6.072,-5.227,-8.299,-7.208,CAH
Dividend paid and capex coverage ratio,18.151,14.040,10.103,10.932,14.051,CAH
Dividend payout ratio,-0.600,0.938,-0.154,0.423,2.270,CAH
Price book value ratio,-20.656,9.292,8.533,2.254,2.522,CAH
Price to book ratio,-20.656,9.292,8.533,2.254,2.522,CAH
Price to sales ratio,0.080,0.103,0.100,0.098,0.112,CAH
Price earnings ratio,-15.647,27.284,-4.141,10.468,59.702,CAH
Price to free cash flows ratio,5.332,8.216,9.648,5.960,6.411,CAH
Price to operating cash flows ratio,4.671,6.863,7.802,5.242,5.522,CAH
Price cash flow ratio,4.671,6.863,7.802,5.242,5.522,CAH
Price earnings to growth ratio,0.060,0.234,0.011,0.023,-0.748,CAH
Price sales ratio,0.080,0.103,0.100,0.098,0.112,CAH
Dividend yield,0.038,0.034,0.037,0.040,0.038,CAH
Enterprise value multiple,6.488,7.431,7.184,7.273,7.805,CAH
Price fair value,-20.656,9.292,8.533,2.254,2.522,CAH
