,ticker,ttm,2022-06-30,2021-06-30,2020-06-30,2019-06-30
Total revenue(figures in $M),CAH,193011.0,181364.0,162467.0,152922.0,145534.0
Cost of revenue(figures in $M),CAH,186447.0,174819.0,155689.0,146054.0,138700.0
Gross profit(figures in $M),CAH,6564.0,6545.0,6778.0,6868.0,6834.0
Selling general and administrative(figures in $M),CAH,4680.0,4557.0,4533.0,4572.0,4480.0
Total operating expenses(figures in $M),CAH,4988.0,4881.0,4984.0,5096.0,5101.0
Operating income or loss(figures in $M),CAH,1576.0,1664.0,1794.0,1772.0,1733.0
Interest expense(figures in $M),CAH,122.0,149.0,180.0,238.0,294.0
Total other income/expenses net(figures in $M),CAH,-1646.0,-2284.0,-1291.0,-5306.0,312.0
Income before tax(figures in $M),CAH,-192.0,-769.0,323.0,-3772.0,1751.0
Income tax expense(figures in $M),CAH,1080.0,163.0,-289.0,-79.0,386.0
Income from continuing operations(figures in $M),CAH,-1272.0,-932.0,612.0,-3693.0,1365.0
Net income(figures in $M),CAH,-1273.0,-933.0,611.0,-3696.0,1363.0
Net income available to common shareholders(figures in $M),CAH,-1273.0,-933.0,611.0,-3696.0,1363.0
Basic EPS(figures in $M),CAH,,-3.35e-06,2.09e-06,-1.261e-05,4.55e-06
Diluted EPS(figures in $M),CAH,,-3.35e-06,2.08e-06,-1.261e-05,4.53e-06
Basic average shares(figures in $M),CAH,,279.0,292.0,293.0,300.0
Diluted average shares(figures in $M),CAH,,279.0,294.0,293.0,301.0
EBITDA(figures in $M),CAH,,72.0,1286.0,-2621.0,3045.0
