,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),THC,19174.0,19174.0,19485.0,17640.0,18479.0
Cost of revenue(figures in $M),THC,3273.0,3273.0,3328.0,2982.0,3057.0
Gross profit(figures in $M),THC,15901.0,15901.0,16157.0,14658.0,15422.0
Selling general and administrative(figures in $M),THC,8844.0,8844.0,8878.0,8418.0,8704.0
Total operating expenses(figures in $M),THC,13489.0,13489.0,13748.0,12518.0,13743.0
Operating income or loss(figures in $M),THC,2412.0,2412.0,2409.0,2140.0,1679.0
Interest expense(figures in $M),THC,890.0,890.0,923.0,1003.0,985.0
Total other income/expenses net(figures in $M),THC,-178.0,-178.0,402.0,-466.0,-398.0
Income before tax(figures in $M),THC,1344.0,1344.0,1888.0,671.0,296.0
Income tax expense(figures in $M),THC,344.0,344.0,411.0,-97.0,153.0
Income from continuing operations(figures in $M),THC,1000.0,1000.0,1477.0,768.0,143.0
Net income(figures in $M),THC,411.0,411.0,914.0,399.0,-232.0
Net income available to common shareholders(figures in $M),THC,411.0,411.0,914.0,399.0,-232.0
Basic EPS(figures in $M),THC,,3.84e-06,8.550000000000001e-06,3.7999999999999996e-06,-2.08e-06
Diluted EPS(figures in $M),THC,,3.79e-06,8.42e-06,3.75e-06,-2.08e-06
Basic average shares(figures in $M),THC,,106.929,106.833,105.01,103.398
Diluted average shares(figures in $M),THC,,110.516,108.571,106.263,103.398
EBITDA(figures in $M),THC,,3075.0,3666.0,2531.0,2131.0
