,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),THC,858.0,2364.0,2446.0,262.0
Total cash(figures in $M),THC,858.0,2364.0,2446.0,262.0
Net receivables(figures in $M),THC,2943.0,2770.0,2690.0,2743.0
Inventory(figures in $M),THC,405.0,384.0,368.0,310.0
Other current assets(figures in $M),THC,1775.0,1557.0,1502.0,1369.0
Total current assets(figures in $M),THC,5981.0,7075.0,7147.0,5081.0
"Gross property, plant and equipment(figures in $M)",THC,13792.0,13509.0,6692.0,13457.0
Accumulated depreciation(figures in $M),THC,-6201.0,-5960.0,-6043.0,-5498.0
"Net property, plant and equipment(figures in $M)",THC,6462.0,6427.0,6692.0,6878.0
Equity and other investments(figures in $M),THC,3147.0,3254.0,2534.0,2369.0
Goodwill(figures in $M),THC,10123.0,9261.0,8808.0,7252.0
Intangible assets(figures in $M),THC,1424.0,1497.0,1600.0,1602.0
Other long-term assets(figures in $M),THC,37.0,47.0,42.0,36.0
Total non-current assets(figures in $M),THC,21175.0,20504.0,19959.0,18270.0
Total assets(figures in $M),THC,27156.0,27579.0,27106.0,23351.0
Current debt(figures in $M),THC,145.0,135.0,145.0,171.0
Accounts payable(figures in $M),THC,1504.0,1300.0,1207.0,1204.0
Accrued liabilities(figures in $M),THC,213.0,203.0,248.0,245.0
Deferred revenues(figures in $M),THC,110.0,959.0,659.0,0.0
Other current liabilities(figures in $M),THC,1471.0,1362.0,1403.0,1378.0
Total current liabilities(figures in $M),THC,4476.0,5109.0,4847.0,4205.0
Long-term debt(figures in $M),THC,14934.0,15511.0,15574.0,14580.0
Deferred tax liabilities(figures in $M),THC,217.0,36.0,29.0,27.0
Deferred revenues(figures in $M),THC,13.0,15.0,918.0,0.0
Other long-term liabilities(figures in $M),THC,1787.0,1439.0,1617.0,1405.0
Total non-current liabilities(figures in $M),THC,18072.0,18213.0,19370.0,17157.0
Total liabilities(figures in $M),THC,22548.0,23322.0,24217.0,21362.0
Common stock(figures in $M),THC,8.0,8.0,7.0,7.0
Retained earnings(figures in $M),THC,-803.0,-1214.0,-2128.0,-2467.0
Accumulated other comprehensive income(figures in $M),THC,-181.0,-233.0,-281.0,-257.0
Total stockholders' equity(figures in $M),THC,1142.0,1028.0,28.0,-371.0
Total liabilities and stockholders' equity(figures in $M),THC,27156.0,27579.0,27106.0,23351.0
