,ticker,ttm,2022-09-30,2021-09-30,2020-09-30,2019-09-30
Total revenue(figures in $M),FFIV,2709.123,2695.845,2603.416,2350.822,2242.447
Cost of revenue(figures in $M),FFIV,559.561,539.627,493.146,407.887,356.577
Gross profit(figures in $M),FFIV,2149.562,2156.218,2110.27,1942.935,1885.87
Research development(figures in $M),FFIV,555.42,543.368,512.627,441.324,408.058
Selling general and administrative(figures in $M),FFIV,1204.549,1201.149,1203.618,1101.544,959.349
Total operating expenses(figures in $M),FFIV,1759.969,1744.517,1716.245,1542.868,1367.407
Operating income or loss(figures in $M),FFIV,389.593,411.701,394.025,400.067,518.463
Total other income/expenses net(figures in $M),FFIV,-20.006,-26.308,-7.088,-3.67,22.648
Income before tax(figures in $M),FFIV,369.587,385.393,386.937,396.397,541.111
Income tax expense(figures in $M),FFIV,68.584,63.233,55.696,88.956,113.377
Income from continuing operations(figures in $M),FFIV,301.003,322.16,331.241,307.441,427.734
Net income(figures in $M),FFIV,301.003,322.16,331.241,307.441,427.734
Net income available to common shareholders(figures in $M),FFIV,301.003,322.16,331.241,307.441,427.734
Basic EPS(figures in $M),FFIV,,5.34e-06,5.46e-06,5.05e-06,7.1200000000000004e-06
Diluted EPS(figures in $M),FFIV,,5.2699999999999995e-06,5.34e-06,5.0099999999999995e-06,7.08e-06
Basic average shares(figures in $M),FFIV,,60.274,60.707,60.911,60.044
Diluted average shares(figures in $M),FFIV,,61.097,62.057,61.378,60.456
EBITDA(figures in $M),FFIV,,527.31,509.449,495.924,586.97
