,2022,2021,2020,2019,2018,ticker
Current ratio,1.370,1.518,1.601,5.368,2.419,HAS
Quick ratio,0.751,1.026,1.182,4.766,1.860,HAS
Cash ratio,0.234,0.415,0.603,3.644,0.928,HAS
Days of sales outstanding,70.573,85.298,92.944,109.077,94.688,HAS
Days of inventory outstanding,102.725,79.091,63.091,73.267,73.483,HAS
Operating cycle,173.298,164.389,156.035,182.344,168.171,HAS
Days of payables outstanding,64.855,323.041,313.217,56.486,55.275,HAS
Cash conversion cycle,108.442,-158.652,-157.182,125.858,112.896,HAS
Gross profit margin,0.589,0.603,0.581,0.529,0.519,HAS
Operating profit margin,0.070,0.119,0.136,0.138,0.072,HAS
Pretax profit margin,0.045,0.091,0.059,0.126,0.059,HAS
Net profit margin,0.035,0.067,0.041,0.110,0.048,HAS
Effective tax rate,0.224,0.252,0.300,0.124,0.185,HAS
Return on assets,0.022,0.043,0.021,0.059,0.042,HAS
Return on equity,0.071,0.140,0.076,0.174,0.126,HAS
Return on capital employed,0.057,0.101,0.088,0.086,0.083,HAS
Net income per EBT,0.778,0.737,0.691,0.876,0.815,HAS
Ebt per ebit,0.641,0.762,0.434,0.911,0.817,HAS
Ebit per revenue,0.070,0.119,0.136,0.138,0.072,HAS
Debt ratio,0.692,0.692,0.726,0.662,0.667,HAS
Debt equity ratio,1.386,1.314,1.736,1.351,0.972,HAS
Long term debt to capitalization,0.565,0.555,0.613,0.575,0.491,HAS
Total debt to capitalization,0.581,0.568,0.635,0.575,0.493,HAS
Interest coverage,2.384,4.248,3.688,6.400,3.645,HAS
Cash flow to debt ratio,0.094,0.203,0.191,0.161,0.379,HAS
Company equity multiplier,3.248,3.277,3.684,2.956,3.000,HAS
Receivables turnover,5.172,4.279,3.927,3.346,3.855,HAS
Payables turnover,5.628,1.130,1.165,6.462,6.603,HAS
Inventory turnover,3.553,4.615,5.785,4.982,4.967,HAS
Fixed asset turnover,13.852,15.247,11.176,12.349,17.856,HAS
Asset turnover,0.630,0.640,0.505,0.533,0.870,HAS
Operating cash flow per share,2.689,5.927,7.111,5.106,5.122,HAS
Free cash flow per share,1.433,4.965,6.195,4.061,4.008,HAS
Cash per share,3.699,7.386,10.558,35.812,9.374,HAS
Payout ratio,1.893,0.874,1.675,0.647,1.403,HAS
Operating cash flow sales ratio,0.064,0.127,0.179,0.138,0.141,HAS
Free cash flow operating cash flow ratio,0.533,0.838,0.871,0.795,0.783,HAS
Cash flow coverage ratios,0.094,0.203,0.191,0.161,0.379,HAS
Short term coverage ratios,1.459,4.071,2.223,1.298 K,66.324,HAS
Capital expenditure coverage ratio,-2.141,-6.164,-7.764,-4.887,-4.600,HAS
Dividend paid and capex coverage ratio,1.766,3.383,3.954,3.218,3.826,HAS
Dividend payout ratio,1.893,0.874,1.675,0.647,1.403,HAS
Price book value ratio,2.821,4.475,4.364,4.491,5.841,HAS
Price to book ratio,2.821,4.475,4.364,4.491,5.841,HAS
Price to sales ratio,1.379,2.135,2.345,2.850,2.238,HAS
Price earnings ratio,39.674,31.975,57.593,25.848,46.491,HAS
Price to free cash flows ratio,40.633,20.005,15.067,25.899,20.271,HAS
Price to operating cash flows ratio,21.651,16.759,13.126,20.599,15.864,HAS
Price cash flow ratio,21.651,16.759,13.126,20.599,15.864,HAS
Price earnings to growth ratio,-0.752,0.348,-0.957,0.195,-1.038,HAS
Price sales ratio,1.379,2.135,2.345,2.850,2.238,HAS
Dividend yield,0.048,0.027,0.029,0.025,0.030,HAS
Enterprise value multiple,20.588,16.930,18.573,17.380,18.794,HAS
Price fair value,2.821,4.475,4.364,4.491,5.841,HAS
