,2022,2021,2020,2019,2018,ticker
Current ratio,0.532,1.032 K,983.281,796.171,0,PFG
Quick ratio,4.580,1.032 K,983.281,796.171,0,PFG
Cash ratio,0.236,29.223,33.646,26.937,0,PFG
Days of sales outstanding,549.075,47.149,42.681,39.157,36.228,PFG
Days of inventory outstanding,0,0,0,0,0,PFG
Days of payables outstanding,0,0,0,0,0,PFG
Gross profit margin,1,1,1,1,0,PFG
Operating profit margin,0.344,0.143,0.113,0.101,0,PFG
Pretax profit margin,0.346,0.146,0.115,0.104,0.125,PFG
Net profit margin,0.275,0.120,0.095,0.086,0.109,PFG
Effective tax rate,0.199,0.157,0.156,0.147,0.129,PFG
Return on assets,0.016,0.005,0.004,0.005,0.006,PFG
Return on equity,0.481,0.106,0.084,0.095,0.136,PFG
Return on capital employed,0.021,0.006,0.005,0.006,0,PFG
Net income per EBT,0.794,0.821,0.824,0.823,0.867,PFG
Ebt per ebit,1.007,1.023,1.020,1.030,0,PFG
Ebit per revenue,0.344,0.143,0.113,0.101,0,PFG
Debt ratio,0.966,0.949,0.946,0.949,0.953,PFG
Debt equity ratio,0.408,0.270,0.264,0.262,0.290,PFG
Long term debt to capitalization,0.286,0.210,0.205,0.203,0.223,PFG
Total debt to capitalization,0.290,0.213,0.209,0.208,0.225,PFG
Interest coverage,0,0,0,0,0,PFG
Cash flow to debt ratio,0.778,0.738,0.857,1.435,1.561,PFG
Company equity multiplier,30.295,19.919,18.931,19.910,21.338,PFG
Receivables turnover,0.665,7.741,8.552,9.321,10.075,PFG
Payables turnover,0,0,0,0,0,PFG
Inventory turnover,0,0,0,0,0,PFG
Fixed asset turnover,17.560,13.741,14.467,16.764,18.555,PFG
Asset turnover,0.058,0.044,0.047,0.056,0.059,PFG
Operating cash flow per share,12.636,11.966,13.679,19.860,18.042,PFG
Free cash flow per share,12.173,11.483,13.281,19.381,17.719,PFG
Cash per share,269.765,299.206,298.427,262.553,220.735,PFG
Payout ratio,0.133,0.382,0.440,0.435,0.387,PFG
Operating cash flow sales ratio,0.181,0.226,0.254,0.339,0.362,PFG
Free cash flow operating cash flow ratio,0.963,0.960,0.971,0.976,0.982,PFG
Cash flow coverage ratios,0.778,0.738,0.857,1.435,1.561,PFG
Short term coverage ratios,39.317,40.336,44.139,58.814,120.198,PFG
Capital expenditure coverage ratio,-27.282,-24.779,-34.362,-41.489,-55.867,PFG
Dividend paid and capex coverage ratio,6.032,6.140,7.393,11.599,10.185,PFG
Dividend payout ratio,0.133,0.382,0.440,0.435,0.387,PFG
Price book value ratio,2.107,1.207,0.819,1.041,1.108,PFG
Price to book ratio,2.107,1.207,0.819,1.041,1.108,PFG
Price to sales ratio,1.205,1.364,0.920,0.938,0.887,PFG
Price earnings ratio,4.379,11.374,9.714,10.912,8.163,PFG
Price to free cash flows ratio,6.894,6.299,3.735,2.838,2.493,PFG
Price to operating cash flows ratio,6.641,6.045,3.627,2.769,2.448,PFG
Price cash flow ratio,6.641,6.045,3.627,2.769,2.448,PFG
Price earnings to growth ratio,0.022,0.451,6.071,-1.440,-0.252,PFG
Price sales ratio,1.205,1.364,0.920,0.938,0.887,PFG
Dividend yield,0.030,0.034,0.045,0.040,0.047,PFG
Enterprise value multiple,3.215,9.292,7.880,8.836,6.532,PFG
Price fair value,2.107,1.207,0.819,1.041,1.108,PFG
