,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),PFG,17491.6,17491.6,14262.7,14741.7,16222.1
Income before tax(figures in $M),PFG,6060.1,6060.1,2083.6,1693.5,1693.3
Income tax expense(figures in $M),PFG,1207.9,1207.9,326.2,265.0,249.2
Income from continuing operations(figures in $M),PFG,4852.2,4852.2,1757.4,1428.5,1444.1
Net income(figures in $M),PFG,4811.6,4811.6,1710.6,1395.8,1394.2
Net income available to common shareholders(figures in $M),PFG,4811.6,4811.6,1710.6,1395.8,1394.2
Basic EPS(figures in $M),PFG,,1.916e-05,6.36e-06,5.0800000000000005e-06,5e-06
Diluted EPS(figures in $M),PFG,,1.885e-05,6.269999999999999e-06,5.05e-06,4.96e-06
Basic average shares(figures in $M),PFG,,251.1,269.0,273.3,276.6
Diluted average shares(figures in $M),PFG,,255.3,272.9,273.3,276.6
