,2022,2021,2020,2019,2018,ticker
Current ratio,2.732,2.005,8.363,4.675,0,AXP
Quick ratio,2.732,2.005,8.363,4.675,0,AXP
Cash ratio,2.488,1.679,2.884,1.281,0,AXP
Days of sales outstanding,0,22.841,434.921,477.661,26.319,AXP
Days of inventory outstanding,0,0,0,0,0,AXP
Days of payables outstanding,0,0,0,0,0,AXP
Gross profit margin,1,1,1,1,1,AXP
Operating profit margin,0.235,0.277,0.177,0.273,0,AXP
Pretax profit margin,0.182,0.248,0.119,0.194,0.201,AXP
Net profit margin,0.143,0.187,0.087,0.155,0.172,AXP
Effective tax rate,0.216,0.246,0.270,0.198,0.148,AXP
Return on assets,0.033,0.043,0.016,0.034,0.037,AXP
Return on equity,0.304,0.363,0.136,0.294,0.310,AXP
Return on capital employed,0.057,0.068,0.036,0.066,0,AXP
Net income per EBT,0.784,0.754,0.730,0.802,0.852,AXP
Ebt per ebit,0.776,0.893,0.672,0.709,0,AXP
Ebit per revenue,0.235,0.277,0.177,0.273,0,AXP
Debt ratio,0.892,0.882,0.880,0.884,0.882,AXP
Debt equity ratio,1.777,1.845,1.957,2.783,2.760,AXP
Long term debt to capitalization,0.633,0.636,0.652,0.716,0.724,AXP
Total debt to capitalization,0.640,0.649,0.662,0.736,0.734,AXP
Interest coverage,4.469,9.331,3.048,3.433,0,AXP
Cash flow to debt ratio,0.480,0.358,0.124,0.213,0.145,AXP
Company equity multiplier,9.241,8.502,8.304,8.609,8.461,AXP
Receivables turnover,0,15.980,0.839,0.764,13.868,AXP
Payables turnover,0,0,0,0,0,AXP
Inventory turnover,0,0,0,0,0,AXP
Fixed asset turnover,10.079,8.650,7.196,9.010,9.129,AXP
Asset turnover,0.230,0.229,0.189,0.220,0.214,AXP
Operating cash flow per share,26.716,18.561,6.945,16.464,10.432,AXP
Free cash flow per share,24.365,16.597,5.109,14.477,8.902,AXP
Cash per share,46.687,29.150,65.470,36.965,34.630,AXP
Payout ratio,0.208,0.180,0.470,0.210,0.191,AXP
Operating cash flow sales ratio,0.401,0.339,0.155,0.313,0.222,AXP
Free cash flow operating cash flow ratio,0.912,0.894,0.736,0.879,0.853,AXP
Cash flow coverage ratios,0.480,0.358,0.124,0.213,0.145,AXP
Short term coverage ratios,15.637,6.529,2.796,2.272,2.881,AXP
Capital expenditure coverage ratio,-11.363,-9.448,-3.783,-8.287,-6.817,AXP
Dividend paid and capex coverage ratio,-72.686,-143.578,-1.398 K,-61.130,637.857,AXP
Dividend payout ratio,0.208,0.180,0.470,0.210,0.191,AXP
Price book value ratio,4.718,5.820,4.232,4.482,3.661,AXP
Price to book ratio,4.718,5.820,4.232,4.482,3.661,AXP
Price to sales ratio,2.218,2.992,2.697,2.367,2.024,AXP
Price earnings ratio,15.514,16.015,31.047,15.250,11.789,AXP
Price to free cash flows ratio,6.064,9.857,23.665,8.599,10.708,AXP
Price to operating cash flows ratio,5.530,8.814,17.409,7.561,9.137,AXP
Price cash flow ratio,5.530,8.814,17.409,7.561,9.137,AXP
Price earnings to growth ratio,-2.995,0.096,-0.587,17.277,0.071,AXP
Price sales ratio,2.218,2.992,2.697,2.367,2.024,AXP
Dividend yield,0.013,0.011,0.015,0.014,0.016,AXP
Enterprise value multiple,9.085,10.864,13.775,10.938,9.365,AXP
Price fair value,4.718,5.820,4.232,4.482,3.661,AXP
