,2022,2020,2019,2018,2017,ticker
Current ratio,1.216,0,1.576,3.318,3.971,DO
Quick ratio,0.898,0,1.179,2.601,2.769,DO
Cash ratio,0.241,0,0.516,0.651,1.684,DO
Days of sales outstanding,159.940,0,74.662,54.596,59.501,DO
Days of inventory outstanding,0,0,0,0,0,DO
Days of payables outstanding,55.935,0,29.858,21.503,16.926,DO
Gross profit margin,0.208,0,0.145,0.312,0.438,DO
Operating profit margin,-0.376,0,-0.285,-0.209,-0.014,DO
Pretax profit margin,-5.165,0,-0.410,-0.209,-0.014,DO
Net profit margin,-5.130,0,-0.364,-0.166,0.012,DO
Effective tax rate,0.007,0,0.111,0.205,1.856,DO
Return on assets,-1.318,0,-0.061,-0.030,0.003,DO
Return on equity,-2.964,0,-0.111,-0.050,0.005,DO
Return on capital employed,-0.117,0,-0.050,-0.039,-0.004,DO
Net income per EBT,0.993,0,0.889,0.795,-0.856,DO
Ebt per ebit,13.722,0,1.440,1,1,DO
Ebit per revenue,-0.376,0,-0.285,-0.209,-0.014,DO
Debt ratio,0.555,0,0.446,0.406,0.396,DO
Debt equity ratio,0.769,0,0.611,0.551,0.523,DO
Long term debt to capitalization,0.420,0,0.379,0.355,0.343,DO
Total debt to capitalization,0.435,0,0.379,0.355,0.343,DO
Interest coverage,-3.181,0,-2.273,0,0,DO
Cash flow to debt ratio,0.017,0,0.005,0.118,0.250,DO
Company equity multiplier,2.248,0,1.805,1.684,1.656,DO
Receivables turnover,2.282,0,4.889,6.685,6.134,DO
Payables turnover,6.525,0,12.224,16.975,21.564,DO
Inventory turnover,0,0,0,0,0,DO
Fixed asset turnover,0.344,0,0.184,0.209,0.282,DO
Asset turnover,0.257,0,0.168,0.179,0.238,DO
Payout ratio,0,0,-0.000,-0.001,0.022,DO
Operating cash flow sales ratio,0.023,0,0.009,0.214,0.332,DO
Free cash flow operating cash flow ratio,-5.772,0,-34.877,0.042,0.717,DO
Cash flow coverage ratios,0.017,0,0.005,0.118,0.250,DO
Short term coverage ratios,0.291,0,0,0,0,DO
Capital expenditure coverage ratio,-0.148,0,-0.028,-1.043,-3.538,DO
Dividend paid and capex coverage ratio,-0.148,0,-0.028,-1.044,-3.548,DO
Dividend payout ratio,0,0,-0.000,-0.001,0.022,DO
Price book value ratio,1.539,0,0.306,0.362,0.676,DO
Price to book ratio,1.539,0,0.306,0.362,0.676,DO
Price to sales ratio,2.664,0,1.009,1.197,1.717,DO
Price earnings ratio,-0.519,0,-2.771,-7.195,139.091,DO
Price to free cash flows ratio,-20.443,0,-3.122,134.381,7.204,DO
Price to operating cash flows ratio,117.987,0,108.892,5.589,5.168,DO
Price cash flow ratio,117.987,0,108.892,5.589,5.168,DO
Price earnings to growth ratio,0,0,0.028,0.006,1.327,DO
Price sales ratio,2.664,0,1.009,1.197,1.717,DO
Enterprise value multiple,-33.435,0,36.763,29.638,12.675,DO
Price fair value,1.539,0,0.306,0.362,0.676,DO
