,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),SEE,456.1,561.0,548.7,262.4
Total cash(figures in $M),SEE,456.1,561.0,548.7,262.4
Net receivables(figures in $M),SEE,592.4,620.3,541.0,556.5
Inventory(figures in $M),SEE,866.3,725.7,596.7,570.3
Other current assets(figures in $M),SEE,57.5,0.0,0.0,0.0
Total current assets(figures in $M),SEE,2116.8,2069.6,1881.5,1564.0
"Gross property, plant and equipment(figures in $M)",SEE,1346.1,1295.8,1265.8,1236.3
Accumulated depreciation(figures in $M),SEE,-2597.0,-2553.9,-2526.0,-2378.2
"Net property, plant and equipment(figures in $M)",SEE,1346.1,1295.8,1265.8,1236.3
Goodwill(figures in $M),SEE,2174.5,2189.4,2222.6,2216.9
Intangible assets(figures in $M),SEE,138.4,152.6,171.0,177.8
Other long-term assets(figures in $M),SEE,297.4,383.5,355.8,331.6
Total non-current assets(figures in $M),SEE,4097.9,4159.7,4202.3,4201.2
Total assets(figures in $M),SEE,6214.7,6229.3,6083.8,5765.2
Current debt(figures in $M),SEE,440.6,488.5,29.5,115.6
Accounts payable(figures in $M),SEE,865.6,959.9,754.2,738.5
Taxes payable(figures in $M),SEE,19.9,22.7,19.9,12.3
Accrued liabilities(figures in $M),SEE,14.7,10.2,12.2,29.5
Other current liabilities(figures in $M),SEE,717.0,504.8,527.3,514.8
Total current liabilities(figures in $M),SEE,2081.8,2007.3,1367.4,1436.9
Long-term debt(figures in $M),SEE,3237.9,3219.6,3731.4,3698.6
Deferred tax liabilities(figures in $M),SEE,33.4,46.7,31.0,30.7
Other long-term liabilities(figures in $M),SEE,467.9,661.6,728.3,729.5
Total non-current liabilities(figures in $M),SEE,3788.8,3973.3,4543.9,4524.5
Total liabilities(figures in $M),SEE,5870.6,5980.6,5911.3,5961.4
Common stock(figures in $M),SEE,23.3,23.2,23.2,23.2
Retained earnings(figures in $M),SEE,3163.4,2790.7,2400.7,1998.5
Accumulated other comprehensive income(figures in $M),SEE,-978.8,-933.9,-963.5,-909.0
Total stockholders' equity(figures in $M),SEE,344.1,248.7,172.5,-196.2
Total liabilities and stockholders' equity(figures in $M),SEE,6214.7,6229.3,6083.8,5765.2
