,2022,2021,2020,2019,2018,ticker
Current ratio,1.017,1.031,1.376,1.088,1.044,SEE
Quick ratio,0.573,0.645,0.900,0.649,0.594,SEE
Cash ratio,0.219,0.279,0.401,0.183,0.183,SEE
Days of sales outstanding,47.673,48.334,50.747,51.012,47.284,SEE
Days of inventory outstanding,81.726,68.748,66.121,64.520,61.564,SEE
Operating cycle,129.400,117.083,116.867,115.532,108.848,SEE
Days of payables outstanding,81.660,90.935,83.574,83.548,86.431,SEE
Cash conversion cycle,47.739,26.148,33.294,31.983,22.417,SEE
Gross profit margin,0.314,0.304,0.328,0.327,0.317,SEE
Operating profit margin,0.167,0.163,0.161,0.121,0.139,SEE
Pretax profit margin,0.129,0.129,0.128,0.077,0.097,SEE
Net profit margin,0.087,0.092,0.103,0.055,0.032,SEE
Effective tax rate,0.326,0.314,0.227,0.207,0.672,SEE
Return on assets,0.079,0.081,0.083,0.046,0.030,SEE
Return on equity,1.429,2.038,2.915,-1.340,-0.431,SEE
Return on capital employed,0.229,0.213,0.167,0.134,0.184,SEE
Net income per EBT,0.674,0.708,0.803,0.710,0.328,SEE
Ebt per ebit,0.772,0.795,0.795,0.640,0.698,SEE
Ebit per revenue,0.167,0.163,0.161,0.121,0.139,SEE
Debt ratio,0.945,0.960,0.972,1.034,1.069,SEE
Debt equity ratio,10.904,15.174,22.252,-19.909,-9.966,SEE
Long term debt to capitalization,0.905,0.929,0.956,1.055,1.121,SEE
Total debt to capitalization,0.916,0.938,0.957,1.053,1.112,SEE
Interest coverage,5.821,5.369,4.519,3.142,3.401,SEE
Cash flow to debt ratio,0.163,0.188,0.192,0.131,0.123,SEE
Company equity multiplier,18.061,25.047,35.268,-29.384,-14.487,SEE
Receivables turnover,7.656,7.552,7.193,7.155,7.719,SEE
Payables turnover,4.470,4.014,4.367,4.369,4.223,SEE
Inventory turnover,4.466,5.309,5.520,5.657,5.929,SEE
Fixed asset turnover,4.191,4.271,3.874,3.875,4.567,SEE
Asset turnover,0.908,0.888,0.806,0.831,0.937,SEE
Operating cash flow per share,4.204,4.703,4.749,3.312,2.685,SEE
Free cash flow per share,2.577,3.291,3.582,2.083,1.627,SEE
Cash per share,3.126,3.718,3.535,1.701,1.705,SEE
Payout ratio,0.241,0.228,0.200,0.377,0.693,SEE
Operating cash flow sales ratio,0.109,0.128,0.150,0.107,0.090,SEE
Free cash flow operating cash flow ratio,0.613,0.700,0.754,0.629,0.606,SEE
Cash flow coverage ratios,0.163,0.188,0.192,0.131,0.123,SEE
Short term coverage ratios,1.320,1.392,13.699,3.604,1.801,SEE
Capital expenditure coverage ratio,-2.584,-3.330,-4.070,-2.694,-2.539,SEE
Dividend paid and capex coverage ratio,-5.162,-7.279,-9.133,-5.641,-6.636,SEE
Dividend payout ratio,0.241,0.228,0.200,0.377,0.693,SEE
Price book value ratio,21.149,40.938,41.198,-31.324,-15.931,SEE
Price to book ratio,21.149,40.938,41.198,-31.324,-15.931,SEE
Price to sales ratio,1.290,1.840,1.449,1.283,1.173,SEE
Price earnings ratio,14.804,20.089,14.131,23.368,36.949,SEE
Price to free cash flows ratio,19.355,20.502,12.784,19.122,21.409,SEE
Price to operating cash flows ratio,11.866,14.346,9.643,12.025,12.975,SEE
Price cash flow ratio,11.866,14.346,9.643,12.025,12.975,SEE
Price earnings to growth ratio,49.740,5.424,0.156,0.289,0.209,SEE
Price sales ratio,1.290,1.840,1.449,1.283,1.173,SEE
Dividend yield,0.016,0.011,0.014,0.016,0.019,SEE
Enterprise value multiple,11.327,15.022,12.177,15.544,10.616,SEE
Price fair value,21.149,40.938,41.198,-31.324,-15.931,SEE
