,headline,final_score,datetime
1,"TechnipFMC PLC stock rises Thursday, outperforms market",90,2023-05-04 09:56:00
2,Technip Energies shares fall after mixed Q1 results,55,2023-05-04 03:50:27
3,TechnipFMC PLC stock outperforms market despite losses on the day,90,2023-05-03 09:56:00
4,TechnipFMC Awarded Large Subsea Contract for ExxonMobil Guyana’s Uaru Project,86,2023-05-02 13:15:00
5,"TechnipFMC PLC stock falls Tuesday, underperforms market",90,2023-05-02 09:55:00
6,"TechnipFMC (FTI) Q1 Earnings Miss Estimates, Sales Beat",86,2023-05-02 04:35:11
7,TechnipFMC awarded large subsea contract for ExxonMobil Guyana`s Uaru project,86,2023-05-01 20:30:00
9,Piper Sandler Maintains FMC Technologies (FTI) Overweight Recommendation,57,2023-05-01 11:17:45
10,"TechnipFMC PLC stock falls Monday, underperforms market",90,2023-05-01 09:55:00
11,TechnipFMC price target lowered to $18 from $19 at Piper Sandler,86,2023-05-01 01:32:00
12,TechnipFMC Plc (FTI) Q1 2023 Earnings Call Transcript,90,2023-04-28 12:33:24
13,TechnipFMC PLC stock outperforms market on strong trading day,90,2023-04-28 09:55:00
14,Analysts Conflicted on These Industrial Goods Names: TechnipFMC (FTI) and Cargotec (OtherCYJBF),86,2023-04-28 01:40:00
15,TechnipFMC (FTI) Receives a Buy from BTIG,86,2023-04-27 22:56:00
16,Barclays Sticks to Its Buy Rating for TechnipFMC (FTI),86,2023-04-27 20:26:00
17,TechnipFMC plc (FTI) Q1 2023 Earnings Conference Call Transcript,90,2023-04-27 08:20:18
18,FMC Technologies (FTI) Q1 Earnings: Taking a Look at Key Metrics Versus Estimates,57,2023-04-27 06:30:01
19,FMC Technologies (FTI) Reports Break-Even Earnings for Q1,57,2023-04-27 04:55:11
20,TechnipFMC Announces First Quarter 2023 Results,86,2023-04-27 03:45:00
21,"TechnipFMC Non-GAAP EPS of $0.00 misses by $0.02, revenue of $1.72B beats by $50M",86,2023-04-27 01:46:00
23,"TechnipFMC sees 2023 revenue $7.2B-$7.75B, consensus $7.48B",86,2023-04-26 23:02:00
24,"TechnipFMC reports Q1 adjusted EPS 0c, consensus 2c",86,2023-04-26 23:00:00
25,"TechnipFMC PLC stock falls Wednesday, still outperforms market",90,2023-04-26 09:55:00
29,TechnipFMC PLC stock outperforms competitors on strong trading day,90,2023-04-24 09:55:00
32,"Analysts Are Bullish on These Industrial Goods Stocks: DHT Holdings (DHT), TechnipFMC (FTI)",86,2023-04-22 01:41:00
33,Unusual Call Option Trade in FMC Technologies (FTI)  Worth $66.50K,57,2023-04-21 14:20:43
34,"TechnipFMC PLC stock falls Friday, underperforms market",90,2023-04-21 09:55:00
37,TechnipFMC PLC stock underperforms Thursday when compared to competitors,90,2023-04-20 09:55:00
38,FMC Technologies (FTI) Reports Next Week: Wall Street Expects Earnings Growth,57,2023-04-20 07:02:02
41,TechnipFMC PLC stock underperforms Tuesday when compared to competitors,90,2023-04-18 09:55:00
43,TechnipFMC PLC stock underperforms Monday when compared to competitors,90,2023-04-17 09:55:00
46,"TechnipFMC PLC stock falls Thursday, underperforms market",90,2023-04-13 09:55:00
47,TechnipFMC PLC stock underperforms Monday when compared to competitors despite daily gains,90,2023-04-10 09:55:00
48,TechnipFMC PLC stock outperforms competitors despite losses on the day,90,2023-04-06 09:55:00
49,"TechnipFMC PLC stock falls Wednesday, underperforms market",90,2023-04-05 09:55:00
51,"TechnipFMC PLC stock rises Friday, still underperforms market",90,2023-03-31 09:57:00
52,"TechnipFMC PLC stock rises Tuesday, outperforms market",90,2023-03-28 09:55:00
53,Technip Energies: Wagering On The Future Of Green Energy,51,2023-03-28 05:56:00
54,"TechnipFMC PLC stock rises Monday, outperforms market",90,2023-03-27 09:55:00
55,"The Zacks Analyst Blog Highlights Shell, BP and TechnipFMC",86,2023-03-27 04:33:11
56,TechnipFMC: Things Are Setting Up Well For Strong Years Ahead,86,2023-03-23 21:09:00
57,TechnipFMC Announces First Quarter 2023 Earnings Release and Conference Call,86,2023-03-20 13:15:00
58,TechnipFMC PLC stock underperforms Friday when compared to competitors,90,2023-03-17 09:55:00
59,FTI Stock Crowded With Sellers,60,2023-03-17 03:27:00
60,Interesting FTI Put And Call Options For May 19th,60,2023-03-17 02:41:00
62,"TechnipFMC PLC stock remains steady Thursday, underperforms market",90,2023-03-16 09:55:00
63,TechnipFMC PLC stock underperforms Wednesday when compared to competitors,90,2023-03-15 09:55:00
65,TechnipFMC price target raised to EUR 24 from EUR 17 at Citi,86,2023-03-14 18:18:00
66,"TechnipFMC (FTI) Lags Q4 Earnings Estimates, Beats on Revenues",86,2023-03-14 04:00:11
67,"TechnipFMC PLC stock remains steady Wednesday, underperforms market",90,2023-03-08 08:55:00
