,2019,2018,2017,2016,2015,ticker
Current ratio,0.657,0.691,0.863,0.965,0.576,CTL
Quick ratio,0.555,0.561,0.693,0.419,0.449,CTL
Cash ratio,0.233,0.088,0.113,0.042,0.027,CTL
Days of sales outstanding,38.063,40.699,58.194,42.141,39.620,CTL
Days of inventory outstanding,3.803,4.032,5.695,6.291,6.758,CTL
Operating cycle,41.866,44.732,63.890,48.433,46.377,CTL
Days of payables outstanding,62.445,64.955,69.191,55.356,45.426,CTL
Cash conversion cycle,-20.579,-20.224,-5.302,-6.923,0.952,CTL
Gross profit margin,0.550,0.537,0.535,0.555,0.565,CTL
Operating profit margin,0.169,0.141,0.114,0.133,0.146,CTL
Pretax profit margin,-0.213,-0.067,0.031,0.058,0.074,CTL
Net profit margin,-0.235,-0.074,0.079,0.036,0.049,CTL
Effective tax rate,-0.106,-0.109,-1.572,0.386,0.333,CTL
Return on assets,-0.081,-0.025,0.018,0.013,0.018,CTL
Return on equity,-0.391,-0.087,0.059,0.047,0.062,CTL
Return on capital employed,0.066,0.051,0.028,0.056,0.061,CTL
Net income per EBT,1.106,1.109,2.572,0.614,0.667,CTL
Ebt per ebit,-1.261,-0.474,0.269,0.438,0.505,CTL
Ebit per revenue,0.169,0.141,0.114,0.133,0.146,CTL
Debt ratio,0.792,0.718,0.689,0.715,0.705,CTL
Debt equity ratio,3.806,2.543,2.219,2.509,2.386,CTL
Long term debt to capitalization,0.706,0.641,0.613,0.576,0.571,CTL
Total debt to capitalization,0.706,0.641,0.613,0.576,0.571,CTL
Interest coverage,1.870,1.514,1.357,1.769,1.986,CTL
Cash flow to debt ratio,0.206,0.199,0.104,0.253,0.275,CTL
Company equity multiplier,4.806,3.543,3.219,3.509,3.386,CTL
Receivables turnover,9.589,8.968,6.272,8.661,9.213,CTL
Payables turnover,5.845,5.619,5.275,6.594,8.035,CTL
Inventory turnover,95.971,90.517,64.086,58.015,54.014,CTL
Fixed asset turnover,0.807,0.888,0.658,1.025,0.991,CTL
Asset turnover,0.346,0.334,0.234,0.372,0.376,CTL
Operating cash flow per share,6.235,6.597,6.177,8.540,9.295,CTL
Free cash flow per share,2.849,3.619,1.230,3.015,4.113,CTL
Cash per share,1.577,0.458,0.878,0.411,0.227,CTL
Payout ratio,-0.209,-1.334,1.046,1.864,1.364,CTL
Operating cash flow sales ratio,0.298,0.300,0.220,0.264,0.288,CTL
Free cash flow operating cash flow ratio,0.457,0.548,0.199,0.353,0.443,CTL
Cash flow coverage ratios,0.206,0.199,0.104,0.253,0.275,CTL
Short term coverage ratios,0,0,0,0,0,CTL
Capital expenditure coverage ratio,-1.841,-2.215,-1.249,-1.546,-1.794,CTL
Dividend paid and capex coverage ratio,-2.642,-8.148,-2.346,-2.540,-3.078,CTL
Dividend payout ratio,-0.209,-1.334,1.046,1.864,1.364,CTL
Price book value ratio,1.051,0.814,0.446,0.958,0.992,CTL
Price to book ratio,1.051,0.814,0.446,0.958,0.992,CTL
Price to sales ratio,0.632,0.689,0.593,0.734,0.779,CTL
Price earnings ratio,-2.686,-9.318,7.539,20.496,15.883,CTL
Price to free cash flows ratio,4.638,4.187,13.565,7.886,6.117,CTL
Price to operating cash flows ratio,2.119,2.296,2.700,2.784,2.707,CTL
Price cash flow ratio,2.119,2.296,2.700,2.784,2.707,CTL
Price earnings to growth ratio,0.013,0.054,0.083,-0.766,0.955,CTL
Price sales ratio,0.632,0.689,0.593,0.734,0.779,CTL
Dividend yield,0.078,0.143,0.139,0.091,0.086,CTL
Enterprise value multiple,23.472,9.020,7.998,5.164,4.994,CTL
Price fair value,1.051,0.814,0.446,0.958,0.992,CTL
