,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),INTC,11144.0,4827.0,5865.0,4194.0
Other short-term investments(figures in $M),INTC,17194.0,23586.0,18030.0,8929.0
Total cash(figures in $M),INTC,28338.0,28413.0,23895.0,13123.0
Net receivables(figures in $M),INTC,4133.0,9457.0,6782.0,7659.0
Inventory(figures in $M),INTC,13224.0,10776.0,8427.0,8744.0
Other current assets(figures in $M),INTC,4667.0,2130.0,2745.0,1713.0
Total current assets(figures in $M),INTC,50407.0,57718.0,47249.0,31239.0
"Gross property, plant and equipment(figures in $M)",INTC,174246.0,148539.0,134229.0,128707.0
Accumulated depreciation(figures in $M),INTC,-93386.0,-85294.0,-77645.0,-73321.0
"Net property, plant and equipment(figures in $M)",INTC,80860.0,63245.0,56584.0,55386.0
Equity and other investments(figures in $M),INTC,5912.0,7138.0,7344.0,7243.0
Goodwill(figures in $M),INTC,27591.0,26963.0,26971.0,26276.0
Intangible assets(figures in $M),INTC,6018.0,7270.0,9026.0,10827.0
Other long-term assets(figures in $M),INTC,11315.0,6072.0,5917.0,5553.0
Total non-current assets(figures in $M),INTC,131696.0,110688.0,105842.0,105285.0
Total assets(figures in $M),INTC,182103.0,168406.0,153091.0,136524.0
Current debt(figures in $M),INTC,4367.0,4591.0,2504.0,3693.0
Accounts payable(figures in $M),INTC,9595.0,5747.0,5581.0,4128.0
Taxes payable(figures in $M),INTC,2251.0,0.0,0.0,0.0
Accrued liabilities(figures in $M),INTC,11858.0,12589.0,12670.0,10636.0
Other current liabilities(figures in $M),INTC,744.0,0.0,0.0,0.0
Total current liabilities(figures in $M),INTC,32155.0,27462.0,24754.0,22310.0
Long-term debt(figures in $M),INTC,37684.0,33510.0,33897.0,25308.0
Deferred tax liabilities(figures in $M),INTC,202.0,2667.0,3843.0,2044.0
Deferred revenues(figures in $M),INTC,0.0,185.0,1367.0,1368.0
Other long-term liabilities(figures in $M),INTC,4980.0,4886.0,3614.0,2916.0
Total non-current liabilities(figures in $M),INTC,46662.0,45553.0,47299.0,36710.0
Total liabilities(figures in $M),INTC,78817.0,73015.0,72053.0,59020.0
Common stock(figures in $M),INTC,31580.0,28006.0,25556.0,25261.0
Retained earnings(figures in $M),INTC,70405.0,68265.0,56233.0,53523.0
Accumulated other comprehensive income(figures in $M),INTC,-562.0,-880.0,-751.0,-1280.0
Total stockholders' equity(figures in $M),INTC,101423.0,95391.0,81038.0,77504.0
Total liabilities and stockholders' equity(figures in $M),INTC,182103.0,168406.0,153091.0,136524.0
