,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),BAX,15113.0,15113.0,12784.0,11673.0,11362.0
Cost of revenue(figures in $M),BAX,9716.0,9716.0,7679.0,7086.0,6601.0
Gross profit(figures in $M),BAX,5397.0,5397.0,5105.0,4587.0,4761.0
Research development(figures in $M),BAX,605.0,605.0,534.0,521.0,595.0
Selling general and administrative(figures in $M),BAX,3862.0,3887.0,2867.0,2469.0,3290.0
Total operating expenses(figures in $M),BAX,4467.0,4528.0,3395.0,2971.0,3885.0
Operating income or loss(figures in $M),BAX,930.0,869.0,1710.0,1616.0,876.0
Interest expense(figures in $M),BAX,415.0,395.0,192.0,134.0,111.0
Total other income/expenses net(figures in $M),BAX,-2888.0,-2827.0,-41.0,-190.0,165.0
Income before tax(figures in $M),BAX,-2353.0,-2353.0,1477.0,1292.0,970.0
Income tax expense(figures in $M),BAX,68.0,68.0,182.0,182.0,-41.0
Income from continuing operations(figures in $M),BAX,-2421.0,-2421.0,1295.0,1110.0,1011.0
Net income(figures in $M),BAX,-2433.0,-2433.0,1284.0,1102.0,1001.0
Net income available to common shareholders(figures in $M),BAX,-2433.0,-2433.0,1284.0,1102.0,1001.0
Basic EPS(figures in $M),BAX,,-4.83e-06,2.56e-06,2.17e-06,1.9699999999999998e-06
Diluted EPS(figures in $M),BAX,,-4.83e-06,2.53e-06,2.13e-06,1.9299999999999997e-06
Basic average shares(figures in $M),BAX,,504.0,502.0,509.0,509.0
Diluted average shares(figures in $M),BAX,,504.0,508.0,517.0,519.0
EBITDA(figures in $M),BAX,,-1958.0,1669.0,1426.0,1870.0
