,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),BAX,1718.0,2951.0,3730.0,3335.0
Total cash(figures in $M),BAX,1718.0,2951.0,3730.0,3335.0
Net receivables(figures in $M),BAX,2659.0,2629.0,2077.0,1896.0
Inventory(figures in $M),BAX,2718.0,2453.0,1916.0,1653.0
Other current assets(figures in $M),BAX,399.0,390.0,342.0,389.0
Total current assets(figures in $M),BAX,8011.0,8872.0,8411.0,7503.0
"Gross property, plant and equipment(figures in $M)",BAX,11971.0,12358.0,11874.0,11268.0
Accumulated depreciation(figures in $M),BAX,-6442.0,-6550.0,-6549.0,-6148.0
"Net property, plant and equipment(figures in $M)",BAX,5529.0,5808.0,5325.0,5120.0
Equity and other investments(figures in $M),BAX,247.0,154.0,135.0,76.0
Goodwill(figures in $M),BAX,6843.0,9836.0,3217.0,3030.0
Intangible assets(figures in $M),BAX,6793.0,7792.0,1671.0,1471.0
Other long-term assets(figures in $M),BAX,250.0,231.0,135.0,141.0
Total non-current assets(figures in $M),BAX,20276.0,24649.0,11608.0,10690.0
Total assets(figures in $M),BAX,28287.0,33521.0,20019.0,18193.0
Current debt(figures in $M),BAX,1404.0,511.0,406.0,541.0
Accounts payable(figures in $M),BAX,1139.0,1246.0,1043.0,892.0
Taxes payable(figures in $M),BAX,91.0,90.0,135.0,85.0
Accrued liabilities(figures in $M),BAX,950.0,1034.0,810.0,848.0
Deferred revenues(figures in $M),BAX,164.0,162.0,0.0,0.0
Other current liabilities(figures in $M),BAX,100.0,97.0,0.0,0.0
Total current liabilities(figures in $M),BAX,4745.0,4236.0,3333.0,3230.0
Long-term debt(figures in $M),BAX,15232.0,17149.0,5786.0,4809.0
Deferred tax liabilities(figures in $M),BAX,698.0,962.0,143.0,192.0
Deferred revenues(figures in $M),BAX,80.0,84.0,0.0,52.0
Other long-term liabilities(figures in $M),BAX,218.0,287.0,203.0,117.0
Total non-current liabilities(figures in $M),BAX,17647.0,20164.0,7960.0,7051.0
Total liabilities(figures in $M),BAX,22392.0,24400.0,11293.0,10281.0
Common stock(figures in $M),BAX,683.0,683.0,683.0,683.0
Retained earnings(figures in $M),BAX,14050.0,17065.0,16328.0,15718.0
Accumulated other comprehensive income(figures in $M),BAX,-3833.0,-3380.0,-3314.0,-3710.0
Total stockholders' equity(figures in $M),BAX,5833.0,9077.0,8689.0,7882.0
Total liabilities and stockholders' equity(figures in $M),BAX,28287.0,33521.0,20019.0,18193.0
