,ticker,ttm,2023-01-31,2022-01-31,2021-01-31,2020-01-31
Total revenue(figures in $M),NVDA,26974.0,26974.0,26914.0,16675.0,10918.0
Cost of revenue(figures in $M),NVDA,11618.0,11618.0,9439.0,6279.0,4150.0
Gross profit(figures in $M),NVDA,15356.0,15356.0,17475.0,10396.0,6768.0
Research development(figures in $M),NVDA,7339.0,7339.0,5268.0,3924.0,2829.0
Selling general and administrative(figures in $M),NVDA,2440.0,2440.0,2166.0,1940.0,1093.0
Total operating expenses(figures in $M),NVDA,9779.0,9779.0,7434.0,5864.0,3922.0
Operating income or loss(figures in $M),NVDA,5577.0,5577.0,10041.0,4532.0,2846.0
Interest expense(figures in $M),NVDA,262.0,262.0,236.0,184.0,52.0
Total other income/expenses net(figures in $M),NVDA,-1401.0,-1401.0,107.0,4.0,-2.0
Income before tax(figures in $M),NVDA,4181.0,4181.0,9941.0,4409.0,2970.0
Income tax expense(figures in $M),NVDA,-187.0,-187.0,189.0,77.0,174.0
Income from continuing operations(figures in $M),NVDA,4368.0,4368.0,9752.0,4332.0,2796.0
Net income(figures in $M),NVDA,4368.0,4368.0,9752.0,4332.0,2796.0
Net income available to common shareholders(figures in $M),NVDA,4368.0,4368.0,9752.0,4332.0,2796.0
Basic EPS(figures in $M),NVDA,,,3.91e-06,1.76e-06,1.15e-06
Diluted EPS(figures in $M),NVDA,,,3.85e-06,1.73e-06,1.13e-06
Basic average shares(figures in $M),NVDA,,,2496.0,2467.0,2436.0
Diluted average shares(figures in $M),NVDA,,,2535.0,2510.0,2472.0
EBITDA(figures in $M),NVDA,,5987.0,11351.0,5691.0,3403.0
