,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),RSG,13511.3,13511.3,11295.0,10153.6,10299.4
Cost of revenue(figures in $M),RSG,8205.0,8204.7,6737.7,6100.5,6298.4
Gross profit(figures in $M),RSG,5306.3,5306.6,4557.3,4053.1,4001.0
Selling general and administrative(figures in $M),RSG,1335.8,1335.8,1175.9,1025.2,1042.0
Total operating expenses(figures in $M),RSG,2816.9,2818.5,2464.0,2211.8,2198.4
Operating income or loss(figures in $M),RSG,2489.4,2488.1,2093.3,1841.3,1802.6
Interest expense(figures in $M),RSG,395.6,395.6,314.6,355.6,392.0
Total other income/expenses net(figures in $M),RSG,-265.6,-264.0,-206.1,-348.2,-121.2
Income before tax(figures in $M),RSG,1831.5,1831.5,1575.1,1142.7,1295.8
Income tax expense(figures in $M),RSG,343.9,343.9,282.8,173.1,222.0
Income from continuing operations(figures in $M),RSG,1487.6,1487.6,1292.3,969.6,1073.8
Net income(figures in $M),RSG,1487.6,1487.6,1290.4,967.2,1073.3
Net income available to common shareholders(figures in $M),RSG,1487.6,1487.6,1290.4,967.2,1073.3
Basic EPS(figures in $M),RSG,,4.7e-06,4.05e-06,3.03e-06,3.3399999999999998e-06
Diluted EPS(figures in $M),RSG,,4.69e-06,4.04e-06,3.02e-06,3.33e-06
Basic average shares(figures in $M),RSG,,316.53,318.811,319.282,321.058
Diluted average shares(figures in $M),RSG,,316.53,318.811,319.836,321.99
EBITDA(figures in $M),RSG,,3668.3,3157.9,2657.1,2810.2
