,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),HON,9627.0,10959.0,14275.0,9067.0
Other short-term investments(figures in $M),HON,483.0,564.0,945.0,1349.0
Total cash(figures in $M),HON,10110.0,11523.0,15220.0,10416.0
Net receivables(figures in $M),HON,7440.0,6830.0,6827.0,7493.0
Inventory(figures in $M),HON,5538.0,5138.0,4489.0,4421.0
Other current assets(figures in $M),HON,1894.0,1881.0,1639.0,1973.0
Total current assets(figures in $M),HON,24982.0,25372.0,28175.0,24303.0
"Gross property, plant and equipment(figures in $M)",HON,14762.0,14450.0,14337.0,13713.0
Accumulated depreciation(figures in $M),HON,-9291.0,-8888.0,-8767.0,-8388.0
"Net property, plant and equipment(figures in $M)",HON,5471.0,5562.0,5570.0,5325.0
Equity and other investments(figures in $M),HON,945.0,1222.0,685.0,588.0
Goodwill(figures in $M),HON,17497.0,17756.0,16058.0,15563.0
Intangible assets(figures in $M),HON,3222.0,3613.0,3560.0,3734.0
Other long-term assets(figures in $M),HON,9737.0,10456.0,9778.0,9080.0
Total non-current assets(figures in $M),HON,37293.0,39098.0,36411.0,34376.0
Total assets(figures in $M),HON,62275.0,64470.0,64586.0,58679.0
Current debt(figures in $M),HON,4447.0,5345.0,6042.0,4892.0
Accounts payable(figures in $M),HON,6329.0,6484.0,5750.0,5730.0
Taxes payable(figures in $M),HON,549.0,393.0,307.0,253.0
Accrued liabilities(figures in $M),HON,9162.0,7679.0,7405.0,7476.0
Deferred revenues(figures in $M),HON,3555.0,3163.0,2932.0,2490.0
Other current liabilities(figures in $M),HON,0.0,261.0,300.0,361.0
Total current liabilities(figures in $M),HON,19938.0,19508.0,19197.0,18098.0
Long-term debt(figures in $M),HON,15123.0,14254.0,16342.0,11110.0
Deferred tax liabilities(figures in $M),HON,2093.0,2364.0,2113.0,1670.0
Deferred revenues(figures in $M),HON,1334.0,1324.0,1356.0,1310.0
Other long-term liabilities(figures in $M),HON,7649.0,8887.0,8895.0,8762.0
Total non-current liabilities(figures in $M),HON,25011.0,25713.0,27592.0,21868.0
Total liabilities(figures in $M),HON,44949.0,45221.0,46789.0,39966.0
Common stock(figures in $M),HON,958.0,958.0,958.0,958.0
Retained earnings(figures in $M),HON,45093.0,42827.0,39905.0,37693.0
Accumulated other comprehensive income(figures in $M),HON,-3475.0,-2895.0,-3377.0,-3197.0
Total stockholders' equity(figures in $M),HON,17319.0,19242.0,17790.0,18706.0
Total liabilities and stockholders' equity(figures in $M),HON,62275.0,64470.0,64586.0,58679.0
