,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),HON,35466.0,35466.0,34392.0,32637.0,36709.0
Cost of revenue(figures in $M),HON,23825.0,23825.0,23394.0,22169.0,24339.0
Gross profit(figures in $M),HON,11641.0,11641.0,10998.0,10468.0,12370.0
Selling general and administrative(figures in $M),HON,5214.0,5214.0,4798.0,4772.0,5519.0
Total operating expenses(figures in $M),HON,5214.0,5214.0,4798.0,4772.0,5519.0
Operating income or loss(figures in $M),HON,6427.0,6427.0,6200.0,5696.0,6851.0
Interest expense(figures in $M),HON,414.0,414.0,343.0,359.0,357.0
Total other income/expenses net(figures in $M),HON,228.0,366.0,1378.0,675.0,1065.0
Income before tax(figures in $M),HON,6379.0,6379.0,7235.0,6012.0,7559.0
Income tax expense(figures in $M),HON,1412.0,1412.0,1625.0,1147.0,1329.0
Income from continuing operations(figures in $M),HON,4967.0,4967.0,5610.0,4865.0,6230.0
Net income(figures in $M),HON,4966.0,4966.0,5542.0,4779.0,6143.0
Net income available to common shareholders(figures in $M),HON,4966.0,4966.0,5542.0,4779.0,6143.0
Basic EPS(figures in $M),HON,,,8.01e-06,6.79e-06,8.52e-06
Diluted EPS(figures in $M),HON,,,7.91e-06,6.72e-06,8.41e-06
Basic average shares(figures in $M),HON,,,692.3,704.1,721.0
Diluted average shares(figures in $M),HON,,,700.4,711.2,730.3
EBITDA(figures in $M),HON,,7997.0,8801.0,7373.0,9004.0
