,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),NDAQ,6226.0,6226.0,5886.0,5627.0,4262.0
Cost of revenue(figures in $M),NDAQ,3647.0,3647.0,3404.0,3510.0,2434.0
Gross profit(figures in $M),NDAQ,2579.0,2579.0,2482.0,2117.0,1828.0
Selling general and administrative(figures in $M),NDAQ,627.0,660.0,645.0,600.0,552.0
Total operating expenses(figures in $M),NDAQ,918.0,918.0,923.0,802.0,742.0
Operating income or loss(figures in $M),NDAQ,1661.0,1661.0,1559.0,1315.0,1086.0
Interest expense(figures in $M),NDAQ,120.0,129.0,125.0,101.0,124.0
Total other income/expenses net(figures in $M),NDAQ,-64.0,-64.0,99.0,-6.0,47.0
Income before tax(figures in $M),NDAQ,1475.0,1475.0,1534.0,1212.0,1019.0
Income tax expense(figures in $M),NDAQ,352.0,352.0,347.0,279.0,245.0
Income from continuing operations(figures in $M),NDAQ,1123.0,1123.0,1187.0,933.0,774.0
Net income(figures in $M),NDAQ,1125.0,1125.0,1187.0,933.0,774.0
Net income available to common shareholders(figures in $M),NDAQ,1125.0,1125.0,1187.0,933.0,774.0
Basic EPS(figures in $M),NDAQ,,2.2799999999999998e-06,2.38e-06,1.89e-06,1.56e-06
Diluted EPS(figures in $M),NDAQ,,2.26e-06,2.35e-06,1.8600000000000002e-06,1.54e-06
Basic average shares(figures in $M),NDAQ,,492.421,497.698,493.2,494.7
Diluted average shares(figures in $M),NDAQ,,497.858,505.088,500.7,501.0
EBITDA(figures in $M),NDAQ,,1862.0,1937.0,1515.0,1333.0
