,2020,2019,2018,2017,2016,ticker
Current ratio,1.065,1.732,1.896,1.214,2.777,COG
Quick ratio,0.925,1.643,1.650,1.195,2.715,COG
Cash ratio,0.359,0.610,0.008,0.762,1.934,COG
Days of sales outstanding,54.974,59.851,78.676,56.413,63.591,COG
Days of inventory outstanding,5.383,4.809,3.461,2.502,4.267,COG
Operating cycle,60.357,64.660,82.137,58.915,67.857,COG
Days of payables outstanding,4.546,7.478,9.385,2.443,8.773,COG
Cash conversion cycle,55.811,57.182,72.752,56.473,59.085,COG
Gross profit margin,0.294,0.488,0.466,0.338,0.015,COG
Operating profit margin,0.202,0.424,0.360,0.251,-0.110,COG
Pretax profit margin,0.164,0.436,0.319,-0.129,-0.571,COG
Net profit margin,0.137,0.330,0.255,0.057,-0.361,COG
Effective tax rate,0.168,0.243,0.202,1.439,0.368,COG
Return on assets,0.044,0.152,0.133,0.021,-0.081,COG
Return on equity,0.091,0.317,0.267,0.040,-0.162,COG
Return on capital employed,0.072,0.211,0.201,0.108,-0.026,COG
Net income per EBT,0.832,0.757,0.798,-0.439,0.632,COG
Ebt per ebit,0.815,1.027,0.887,-0.515,5.210,COG
Ebit per revenue,0.202,0.424,0.360,0.251,-0.110,COG
Debt ratio,0.510,0.521,0.503,0.466,0.499,COG
Debt equity ratio,1.042,1.086,1.011,0.873,0.995,COG
Long term debt to capitalization,0.299,0.345,0.370,0.325,0.372,COG
Total debt to capitalization,0.339,0.362,0.370,0.376,0.372,COG
Interest coverage,5.469,15.954,10.751,5.401,-1.433,COG
Cash flow to debt ratio,0.684,1.182,0.901,0.590,0.258,COG
Company equity multiplier,2.042,2.086,2.011,1.873,1.995,COG
Receivables turnover,6.639,6.098,4.639,6.470,5.740,COG
Payables turnover,80.289,48.810,38.892,149.433,41.607,COG
Inventory turnover,67.807,75.895,105.458,145.868,85.550,COG
Fixed asset turnover,0.360,0.531,0.632,0.574,0.272,COG
Asset turnover,0.324,0.460,0.521,0.373,0.226,COG
Operating cash flow per share,1.953,3.480,2.480,1.937,0.859,COG
Free cash flow per share,0.508,1.582,0.472,0.288,0.038,COG
Cash per share,0.352,0.482,0.005,1.035,1.091,COG
Payout ratio,0.795,0.214,0.200,0.785,-0.087,COG
Operating cash flow sales ratio,0.531,0.700,0.505,0.509,0.340,COG
Free cash flow operating cash flow ratio,0.260,0.455,0.190,0.149,0.044,COG
Cash flow coverage ratios,0.684,1.182,0.901,0.590,0.258,COG
Short term coverage ratios,4.053,16.042,0,2.954,0,COG
Capital expenditure coverage ratio,-1.351,-1.834,-1.235,-1.175,-1.046,COG
Dividend paid and capex coverage ratio,-1.869,-2.249,-1.411,-1.310,-1.158,COG
Dividend payout ratio,0.795,0.214,0.200,0.785,-0.087,COG
Price book value ratio,2.928,3.362,4.769,5.255,4.156,COG
Price to book ratio,2.928,3.362,4.769,5.255,4.156,COG
Price to sales ratio,4.424,3.501,4.551,7.518,9.234,COG
Price earnings ratio,32.354,10.622,17.876,132.109,-25.585,COG
Price to free cash flows ratio,32.057,11.004,47.320,99.271,619.597,COG
Price to operating cash flows ratio,8.337,5.004,9.012,14.767,27.198,COG
Price cash flow ratio,8.337,5.004,9.012,14.767,27.198,COG
Price earnings to growth ratio,-0.458,0.340,0.038,1.064,0.114,COG
Price sales ratio,4.424,3.501,4.551,7.518,9.234,COG
Dividend yield,0.025,0.020,0.011,0.006,0.003,COG
Enterprise value multiple,10.910,8.645,14.496,-97.773,-20.470,COG
Price fair value,2.928,3.362,4.769,5.255,4.156,COG
