,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),NRG,31543.0,31543.0,26989.0,9093.0,9821.0
Cost of revenue(figures in $M),NRG,27446.0,27446.0,20482.0,6540.0,7303.0
Gross profit(figures in $M),NRG,4097.0,4097.0,6507.0,2553.0,2518.0
Research development(figures in $M),NRG,,,,8.0,7.0
Selling general and administrative(figures in $M),NRG,1228.0,1228.0,1293.0,933.0,827.0
Total operating expenses(figures in $M),NRG,1873.0,1873.0,2776.0,1376.0,1207.0
Operating income or loss(figures in $M),NRG,2224.0,2224.0,3731.0,1177.0,1311.0
Interest expense(figures in $M),NRG,417.0,417.0,485.0,401.0,413.0
Total other income/expenses net(figures in $M),NRG,-144.0,-144.0,-387.0,-15.0,-112.0
Income before tax(figures in $M),NRG,1663.0,1663.0,2859.0,761.0,786.0
Income tax expense(figures in $M),NRG,442.0,442.0,672.0,251.0,-3334.0
Income from continuing operations(figures in $M),NRG,1221.0,1221.0,2187.0,510.0,4120.0
Net income(figures in $M),NRG,1221.0,1221.0,2187.0,510.0,4438.0
Net income available to common shareholders(figures in $M),NRG,1221.0,1221.0,2187.0,510.0,4438.0
Basic EPS(figures in $M),NRG,,,8.93e-06,2.08e-06,1.694e-05
Diluted EPS(figures in $M),NRG,,,8.93e-06,2.0699999999999997e-06,1.681e-05
Basic average shares(figures in $M),NRG,,,245.0,245.0,262.0
Diluted average shares(figures in $M),NRG,,,245.0,246.0,264.0
EBITDA(figures in $M),NRG,,2926.0,4286.0,1721.0,1662.0
