,2021,2020,2019,2018,2017,ticker
Current ratio,5.998,2.680,8.193,4.422,4.325,XLNX
Quick ratio,5.386,2.340,7.391,4.076,3.974,XLNX
Cash ratio,2.303,1.637,3.251,2.325,1.077,XLNX
Days of sales outstanding,33.074,31.510,39.991,53.498,37.776,XLNX
Days of inventory outstanding,114.162,106.034,120.420,113.924,116.939,XLNX
Operating cycle,147.236,137.544,160.411,167.422,154.716,XLNX
Days of payables outstanding,42.587,35.583,44.864,47.774,55.779,XLNX
Cash conversion cycle,104.649,101.961,115.547,119.648,98.937,XLNX
Gross profit margin,0.684,0.669,0.688,0.702,0.699,XLNX
Operating profit margin,0.239,0.250,0.313,0.293,0.297,XLNX
Pretax profit margin,0.232,0.264,0.317,0.296,0.296,XLNX
Net profit margin,0.205,0.251,0.291,0.202,0.267,XLNX
Effective tax rate,0.114,0.049,0.081,0.317,0.098,XLNX
Return on assets,0.117,0.169,0.173,0.101,0.133,XLNX
Return on equity,0.224,0.342,0.311,0.220,0.250,XLNX
Return on capital employed,0.154,0.220,0.205,0.181,0.182,XLNX
Net income per EBT,0.886,0.951,0.919,0.683,0.900,XLNX
Ebt per ebit,0.969,1.053,1.012,1.007,0.998,XLNX
Ebit per revenue,0.239,0.250,0.313,0.293,0.297,XLNX
Debt ratio,0.477,0.507,0.445,0.539,0.471,XLNX
Debt equity ratio,0.912,1.027,0.800,1.170,0.889,XLNX
Long term debt to capitalization,0.341,0.244,0.301,0.343,0.284,XLNX
Total debt to capitalization,0.342,0.352,0.301,0.424,0.367,XLNX
Interest coverage,14.028,19.887,18.093,16.254,12.963,XLNX
Cash flow to debt ratio,0.727,0.947,0.884,0.479,0.644,XLNX
Company equity multiplier,1.912,2.027,1.800,2.170,1.889,XLNX
Receivables turnover,11.036,11.584,9.127,6.823,9.662,XLNX
Payables turnover,8.571,10.258,8.136,7.640,6.544,XLNX
Inventory turnover,3.197,3.442,3.031,3.204,3.121,XLNX
Fixed asset turnover,8.002,7.348,9.300,8.349,7.757,XLNX
Asset turnover,0.570,0.674,0.594,0.502,0.497,XLNX
Operating cash flow per share,4.476,4.731,4.317,3.285,3.702,XLNX
Free cash flow per share,4.272,4.217,3.965,3.085,3.417,XLNX
Cash per share,12.605,9.006,12.564,13.813,13.165,XLNX
Payout ratio,0.431,0.469,0.409,0.689,0.529,XLNX
Operating cash flow sales ratio,0.347,0.377,0.357,0.323,0.396,XLNX
Free cash flow operating cash flow ratio,0.955,0.891,0.918,0.939,0.923,XLNX
Cash flow coverage ratios,0.727,0.947,0.884,0.479,0.644,XLNX
Short term coverage ratios,104.504,2.333,0,1.643,2.047,XLNX
Capital expenditure coverage ratio,-22.012,-9.211,-12.255,-16.427,-12.965,XLNX
Dividend paid and capex coverage ratio,4.774,4.911,3.965,2.705,3.586,XLNX
Dividend payout ratio,0.431,0.469,0.409,0.689,0.529,XLNX
Price book value ratio,10.986,8.179,11.200,7.738,5.821,XLNX
Price to book ratio,10.986,8.179,11.200,7.738,5.821,XLNX
Price to sales ratio,10.076,5.987,10.476,7.102,6.197,XLNX
Price earnings ratio,49.059,23.886,36.019,35.190,23.253,XLNX
Price to free cash flows ratio,30.393,17.837,31.978,23.413,16.942,XLNX
Price to operating cash flows ratio,29.012,15.901,29.369,21.988,15.636,XLNX
Price cash flow ratio,29.012,15.901,29.369,21.988,15.636,XLNX
Price earnings to growth ratio,-3.091,-2.272,0.404,-1.425,1.508,XLNX
Price sales ratio,10.076,5.987,10.476,7.102,6.197,XLNX
Dividend yield,0.009,0.020,0.011,0.020,0.023,XLNX
Enterprise value multiple,32.768,17.856,28.197,19.670,18.555,XLNX
Price fair value,10.986,8.179,11.200,7.738,5.821,XLNX
