,2022,2021,2020,2019,2018,ticker
Current ratio,2.113,2.260,1.641,0.741,5.932,WAT
Quick ratio,1.533,1.737,1.263,0.550,5.131,WAT
Cash ratio,0.612,0.737,0.542,0.200,1.774,WAT
Days of sales outstanding,88.782,80.268,88.469,89.140,85.720,WAT
Days of inventory outstanding,133.261,112.383,110.325,115.762,107.220,WAT
Operating cycle,222.043,192.651,198.793,204.902,192.940,WAT
Days of payables outstanding,27.284,30.550,26.182,17.696,25.068,WAT
Cash conversion cycle,194.759,162.101,172.611,187.206,167.872,WAT
Gross profit margin,0.580,0.585,0.574,0.580,0.590,WAT
Operating profit margin,0.294,0.295,0.273,0.294,0.306,WAT
Pretax profit margin,0.282,0.289,0.258,0.282,0.282,WAT
Net profit margin,0.238,0.249,0.221,0.246,0.245,WAT
Effective tax rate,0.155,0.141,0.146,0.127,0.130,WAT
Return on assets,0.216,0.224,0.184,0.232,0.159,WAT
Return on equity,1.403,1.885,2.247,-2.738,0.379,WAT
Return on capital employed,0.350,0.340,0.317,0.809,0.226,WAT
Net income per EBT,0.845,0.859,0.854,0.873,0.870,WAT
Ebt per ebit,0.959,0.981,0.946,0.957,0.922,WAT
Ebit per revenue,0.294,0.295,0.273,0.294,0.306,WAT
Debt ratio,0.846,0.881,0.918,1.085,0.580,WAT
Debt equity ratio,3.273,4.195,6.609,-15.391,0.733,WAT
Long term debt to capitalization,0.757,0.805,0.854,1.151,0.423,WAT
Total debt to capitalization,0.766,0.807,0.869,1.069,0.423,WAT
Interest coverage,23.120,25.116,19.680,26.602,15.209,WAT
Cash flow to debt ratio,0.370,0.485,0.515,0.193,0.526,WAT
Company equity multiplier,6.505,8.420,12.233,-11.823,2.378,WAT
Receivables turnover,4.111,4.547,4.126,4.095,4.258,WAT
Payables turnover,13.378,11.948,13.941,20.626,14.561,WAT
Inventory turnover,2.739,3.248,3.308,3.153,3.404,WAT
Fixed asset turnover,5.105,5.085,4.788,5.766,7.053,WAT
Asset turnover,0.906,0.900,0.833,0.941,0.649,WAT
Operating cash flow per share,10.197,12.136,12.731,9.509,7.851,WAT
Free cash flow per share,7.139,9.403,9.955,7.087,6.603,WAT
Cash per share,8.025,9.245,7.137,4.985,22.538,WAT
Payout ratio,0,0,0,0,0,WAT
Operating cash flow sales ratio,0.206,0.268,0.334,0.267,0.250,WAT
Free cash flow operating cash flow ratio,0.700,0.775,0.782,0.745,0.841,WAT
Cash flow coverage ratios,0.370,0.485,0.515,0.193,0.526,WAT
Short term coverage ratios,8.003,26.778,4.447,0.383,3.396 K,WAT
Capital expenditure coverage ratio,-3.334,-4.441,-4.586,-3.925,-6.291,WAT
Dividend paid and capex coverage ratio,-3.334,-4.441,-4.586,-3.925,-6.291,WAT
Dividend payout ratio,0,0,0,0,0,WAT
Price book value ratio,40.734,62.420,66.180,-73.058,9.267,WAT
Price to book ratio,40.734,62.420,66.180,-73.058,9.267,WAT
Price to sales ratio,6.915,8.235,6.495,6.566,6.002,WAT
Price earnings ratio,29.035,33.114,29.456,26.682,24.461,WAT
Price to free cash flows ratio,47.990,39.624,24.855,32.969,28.571,WAT
Price to operating cash flows ratio,33.596,30.702,19.435,24.571,24.030,WAT
Price cash flow ratio,33.596,30.702,19.435,24.571,24.030,WAT
Price earnings to growth ratio,5.939,0.976,-7.168,1.959,0.008,WAT
Price sales ratio,6.915,8.235,6.495,6.566,6.002,WAT
Dividend yield,0,0,0,0,0,WAT
Enterprise value multiple,21.306,24.551,20.685,21.164,17.727,WAT
Price fair value,40.734,62.420,66.180,-73.058,9.267,WAT
