,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),WAT,2971.956,2971.956,2785.874,2365.365,2406.596
Cost of revenue(figures in $M),WAT,1248.182,1248.182,1156.533,1006.689,1010.7
Gross profit(figures in $M),WAT,1723.774,1723.774,1629.341,1358.676,1395.896
Research development(figures in $M),WAT,176.19,176.19,168.358,140.777,142.955
Selling general and administrative(figures in $M),WAT,658.026,658.026,626.968,553.698,534.791
Total operating expenses(figures in $M),WAT,840.582,840.582,802.469,705.062,687.439
Operating income or loss(figures in $M),WAT,883.192,883.192,826.872,653.614,708.457
Interest expense(figures in $M),WAT,48.797,37.777,32.717,32.8,26.632
Total other income/expenses net(figures in $M),WAT,-7.569,-7.569,12.038,-9.9,-3.586
Income before tax(figures in $M),WAT,837.846,837.846,806.193,610.914,678.239
Income tax expense(figures in $M),WAT,130.091,130.091,113.35,89.343,86.041
Income from continuing operations(figures in $M),WAT,707.755,707.755,692.843,521.571,592.198
Net income(figures in $M),WAT,707.755,707.755,692.843,521.571,592.198
Net income available to common shareholders(figures in $M),WAT,707.755,707.755,692.843,521.571,592.198
Basic EPS(figures in $M),WAT,,1.18e-05,1.125e-05,8.400000000000001e-06,8.759999999999999e-06
Diluted EPS(figures in $M),WAT,,1.1730000000000001e-05,1.117e-05,8.36e-06,8.69e-06
Basic average shares(figures in $M),WAT,,59.985,61.575,62.094,67.627
Diluted average shares(figures in $M),WAT,,60.331,62.028,62.414,68.166
EBITDA(figures in $M),WAT,,1006.046,970.59,779.065,810.167
