,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),PHM,16228.995,16228.995,13926.882,11036.082,10212.957
Cost of revenue(figures in $M),PHM,11394.497,11394.497,10144.46,8257.93,7815.568
Gross profit(figures in $M),PHM,4834.498,4834.498,3782.422,2778.152,2397.389
Selling general and administrative(figures in $M),PHM,1381.222,1381.222,1208.698,1011.442,1044.337
Total operating expenses(figures in $M),PHM,1392.34,1381.222,1208.698,1011.442,1044.337
Operating income or loss(figures in $M),PHM,3442.158,3453.276,2573.724,1766.71,1353.052
Interest expense(figures in $M),PHM,0.284,0.284,0.502,4.248,0.584
Total other income/expenses net(figures in $M),PHM,-4.287,-13.718,-63.879,-38.016,-13.476
Income before tax(figures in $M),PHM,3439.558,3439.558,2509.845,1728.694,1339.576
Income tax expense(figures in $M),PHM,822.241,822.241,563.525,321.855,322.876
Income from continuing operations(figures in $M),PHM,2617.317,2617.317,1946.32,1406.839,1016.7
Net income(figures in $M),PHM,2617.317,2617.317,1946.32,1406.839,1016.7
Net income available to common shareholders(figures in $M),PHM,2601.141,2617.317,1946.32,1406.839,1016.7
Basic EPS(figures in $M),PHM,,1.107e-05,7.440000000000001e-06,5.19e-06,3.67e-06
Diluted EPS(figures in $M),PHM,,1.101e-05,7.43e-06,5.1799999999999995e-06,3.66e-06
Basic average shares(figures in $M),PHM,,235.01,259.285,268.553,274.495
Diluted average shares(figures in $M),PHM,,236.166,259.928,269.414,275.297
EBITDA(figures in $M),PHM,,3524.194,2643.677,1832.791,1407.051
