,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),OKE,22386.892,22386.892,16540.309,8542.242,10164.367
Cost of revenue(figures in $M),OKE,18535.998,18535.998,12878.356,5688.808,7264.575
Gross profit(figures in $M),OKE,3850.894,3850.894,3661.953,2853.434,2899.792
Total operating expenses(figures in $M),OKE,1043.475,1043.475,1067.088,886.204,982.864
Operating income or loss(figures in $M),OKE,2807.419,2807.419,2594.865,1967.23,1916.928
Interest expense(figures in $M),OKE,675.946,675.946,732.924,712.886,491.773
Total other income/expenses net(figures in $M),OKE,118.172,118.172,122.263,-452.028,225.836
Income before tax(figures in $M),OKE,2249.645,2249.645,1984.204,802.316,1650.991
Income tax expense(figures in $M),OKE,527.424,527.424,484.498,189.507,372.414
Income from continuing operations(figures in $M),OKE,1722.221,1722.221,1499.706,612.809,1278.577
Net income(figures in $M),OKE,1722.221,1722.221,1499.706,612.809,1278.577
Net income available to common shareholders(figures in $M),OKE,1721.121,1721.121,1498.606,611.709,1277.477
Basic EPS(figures in $M),OKE,,3.85e-06,3.36e-06,1.42e-06,3.09e-06
Diluted EPS(figures in $M),OKE,,3.84e-06,3.35e-06,1.42e-06,3.07e-06
Basic average shares(figures in $M),OKE,,447.507,446.403,431.105,413.56
Diluted average shares(figures in $M),OKE,,448.447,447.403,431.782,415.444
EBITDA(figures in $M),OKE,,3551.723,3338.829,2093.864,2619.299
