,2022,2021,2020,2019,2018,ticker
Current ratio,0.835,0.746,1.391,0.728,0.663,OKE
Quick ratio,0.574,0.499,1.007,0.424,0.394,OKE
Cash ratio,0.072,0.046,0.390,0.010,0.006,OKE
Days of sales outstanding,24.983,31.816,35.456,29.989,23.737,OKE
Days of inventory outstanding,11.435,16.464,23.803,25.457,16.222,OKE
Operating cycle,36.418,48.280,59.259,55.446,39.959,OKE
Days of payables outstanding,26.770,37.763,46.151,60.790,41.427,OKE
Cash conversion cycle,9.648,10.517,13.108,-5.344,-1.468,OKE
Gross profit margin,0.172,0.221,0.334,0.285,0.218,OKE
Operating profit margin,0.125,0.157,0.250,0.188,0.146,OKE
Pretax profit margin,0.100,0.120,0.094,0.162,0.121,OKE
Net profit margin,0.077,0.091,0.072,0.126,0.091,OKE
Effective tax rate,0.234,0.244,0.236,0.226,0.239,OKE
Return on assets,0.071,0.063,0.027,0.059,0.063,OKE
Return on equity,0.265,0.249,0.101,0.205,0.175,OKE
Return on capital employed,0.132,0.127,0.098,0.097,0.114,OKE
Net income per EBT,0.766,0.756,0.764,0.774,0.759,OKE
Ebt per ebit,0.801,0.764,0.376,0.862,0.827,OKE
Ebit per revenue,0.125,0.157,0.250,0.188,0.146,OKE
Debt ratio,0.734,0.745,0.738,0.715,0.639,OKE
Debt equity ratio,2.110,2.283,2.373,2.045,1.426,OKE
Long term debt to capitalization,0.663,0.681,0.703,0.668,0.574,OKE
Total debt to capitalization,0.678,0.695,0.704,0.672,0.588,OKE
Interest coverage,4.153,3.542,2.995,3.893,3.908,OKE
Cash flow to debt ratio,0.212,0.185,0.132,0.153,0.233,OKE
Company equity multiplier,3.754,3.927,3.819,3.503,2.771,OKE
Receivables turnover,14.610,11.472,10.294,12.171,15.377,OKE
Payables turnover,13.635,9.666,7.909,6.004,8.811,OKE
Inventory turnover,31.919,22.170,15.334,14.338,22.500,OKE
Fixed asset turnover,1.122,0.856,0.446,0.554,0.853,OKE
Asset turnover,0.918,0.700,0.370,0.466,0.691,OKE
Operating cash flow per share,6.494,5.704,4.405,4.707,5.314,OKE
Free cash flow per share,3.808,4.143,-0.687,-4.598,0.110,OKE
Cash per share,0.492,0.328,1.217,0.051,0.029,OKE
Payout ratio,0.971,1.112,2.620,1.140,1.159,OKE
Operating cash flow sales ratio,0.130,0.154,0.222,0.192,0.174,OKE
Free cash flow operating cash flow ratio,0.586,0.726,-0.156,-0.977,0.021,OKE
Cash flow coverage ratios,0.212,0.185,0.132,0.153,0.233,OKE
Short term coverage ratios,3.100,2.799,89.326,8.479,4.308,OKE
Capital expenditure coverage ratio,-2.417,-3.654,-0.865,-0.506,-1.021,OKE
Dividend paid and capex coverage ratio,6.189,2.623,-3.219,-0.814,-2.712,OKE
Dividend payout ratio,0.971,1.112,2.620,1.140,1.159,OKE
Price book value ratio,4.528,4.361,2.738,5.026,3.374,OKE
Price to book ratio,4.528,4.361,2.738,5.026,3.374,OKE
Price to sales ratio,1.313,1.586,1.937,3.079,1.763,OKE
Price earnings ratio,17.072,17.491,27.000,24.476,19.275,OKE
Price to free cash flows ratio,17.255,14.183,-55.839,-16.457,490.664,OKE
Price to operating cash flows ratio,10.118,10.302,8.713,16.075,10.152,OKE
Price cash flow ratio,10.118,10.302,8.713,16.075,10.152,OKE
Price earnings to growth ratio,1.171,0.128,-0.500,2.363,0.482,OKE
Price sales ratio,1.313,1.586,1.937,3.079,1.763,OKE
Dividend yield,0.057,0.064,0.097,0.047,0.060,OKE
Enterprise value multiple,12.082,11.936,11.187,17.210,13.112,OKE
Price fair value,4.528,4.361,2.738,5.026,3.374,OKE
