,ticker,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Cash and cash equivalents(figures in $M),NEE,1601.0,639.0,1105.0,600.0
Total cash(figures in $M),NEE,1601.0,639.0,1105.0,600.0
Net receivables(figures in $M),NEE,4349.0,3378.0,2263.0,2282.0
Inventory(figures in $M),NEE,1934.0,1561.0,1552.0,1328.0
Other current assets(figures in $M),NEE,3272.0,2291.0,1181.0,1911.0
Total current assets(figures in $M),NEE,13490.0,9288.0,7382.0,7408.0
"Gross property, plant and equipment(figures in $M)",NEE,142322.0,128247.0,118103.0,107178.0
Accumulated depreciation(figures in $M),NEE,-31263.0,-28899.0,-26300.0,-25168.0
"Net property, plant and equipment(figures in $M)",NEE,111059.0,99348.0,91803.0,82010.0
Equity and other investments(figures in $M),NEE,14078.0,15081.0,13507.0,14407.0
Goodwill(figures in $M),NEE,4854.0,4844.0,4254.0,4204.0
Intangible assets(figures in $M),NEE,759.0,742.0,693.0,552.0
Other long-term assets(figures in $M),NEE,5695.0,4395.0,3672.0,3314.0
Total non-current assets(figures in $M),NEE,145445.0,131624.0,120302.0,110283.0
Total assets(figures in $M),NEE,158935.0,140912.0,127684.0,117691.0
Current debt(figures in $M),NEE,9710.0,3867.0,6147.0,5040.0
Accounts payable(figures in $M),NEE,8312.0,6935.0,4615.0,3631.0
Accrued liabilities(figures in $M),NEE,2479.0,1903.0,1510.0,1710.0
Deferred revenues(figures in $M),NEE,560.0,485.0,474.0,499.0
Other current liabilities(figures in $M),NEE,5634.0,4247.0,2812.0,2973.0
Total current liabilities(figures in $M),NEE,26695.0,17437.0,15558.0,13853.0
Long-term debt(figures in $M),NEE,55256.0,50960.0,41944.0,37543.0
Deferred tax liabilities(figures in $M),NEE,9072.0,8310.0,8020.0,8361.0
Other long-term liabilities(figures in $M),NEE,2696.0,2468.0,2242.0,1831.0
Total non-current liabilities(figures in $M),NEE,82804.0,78051.0,67197.0,62478.0
Total liabilities(figures in $M),NEE,109499.0,95488.0,82755.0,76331.0
Common stock(figures in $M),NEE,20.0,20.0,20.0,5.0
Retained earnings(figures in $M),NEE,26707.0,25911.0,25363.0,25199.0
Accumulated other comprehensive income(figures in $M),NEE,-218.0,0.0,-92.0,-169.0
Total stockholders' equity(figures in $M),NEE,39229.0,37202.0,36513.0,37005.0
Total liabilities and stockholders' equity(figures in $M),NEE,158935.0,140912.0,127684.0,117691.0
