,2022,2021,2020,2019,2018,ticker
Current ratio,0.505,0.533,0.474,0.535,0.364,NEE
Quick ratio,0.251,0.272,0.262,0.246,0.205,NEE
Cash ratio,0.060,0.037,0.071,0.043,0.036,NEE
Days of sales outstanding,88.707,87.845,60.316,53.351,64.787,NEE
Days of inventory outstanding,110.488,67.189,77.706,60.567,63.211,NEE
Operating cycle,199.195,155.034,138.023,113.918,127.997,NEE
Days of payables outstanding,474.860,298.499,231.067,165.602,123.321,NEE
Cash conversion cycle,-275.665,-143.466,-93.044,-51.684,4.677,NEE
Gross profit margin,0.695,0.503,0.595,0.583,0.578,NEE
Operating profit margin,0.195,0.228,0.206,0.279,0.256,NEE
Pretax profit margin,0.183,0.186,0.134,0.200,0.440,NEE
Net profit margin,0.155,0.166,0.162,0.196,0.397,NEE
Effective tax rate,0.153,0.110,0.018,0.117,0.214,NEE
Return on assets,0.020,0.020,0.023,0.032,0.064,NEE
Return on equity,0.083,0.076,0.080,0.102,0.194,NEE
Return on capital employed,0.031,0.031,0.033,0.052,0.050,NEE
Net income per EBT,0.847,0.890,1.210,0.983,0.903,NEE
Ebt per ebit,0.939,0.817,0.651,0.717,1.718,NEE
Ebit per revenue,0.195,0.228,0.206,0.279,0.256,NEE
Debt ratio,0.689,0.678,0.648,0.649,0.639,NEE
Debt equity ratio,1.487,1.474,1.317,1.151,1.104,NEE
Long term debt to capitalization,0.585,0.578,0.535,0.504,0.440,NEE
Total debt to capitalization,0.598,0.596,0.568,0.535,0.525,NEE
Interest coverage,6.976,3.061,1.899,2.380,2.857,NEE
Cash flow to debt ratio,0.142,0.138,0.166,0.192,0.175,NEE
Company equity multiplier,4.051,3.788,3.497,3.180,3.037,NEE
Receivables turnover,4.115,4.155,6.051,6.841,5.634,NEE
Payables turnover,0.769,1.223,1.580,2.204,2.960,NEE
Inventory turnover,3.304,5.432,4.697,6.026,5.774,NEE
Fixed asset turnover,0.189,0.172,0.196,0.234,0.238,NEE
Asset turnover,0.132,0.121,0.141,0.163,0.161,NEE
Operating cash flow per share,4.210,3.849,4.073,4.169,3.448,NEE
Free cash flow per share,-0.410,-0.141,0.114,-1.494,0.305,NEE
Cash per share,0.816,0.326,0.564,0.307,0.334,NEE
Payout ratio,1.033,1.070,0.940,0.639,0.317,NEE
Operating cash flow sales ratio,0.394,0.442,0.444,0.425,0.394,NEE
Free cash flow operating cash flow ratio,-0.097,-0.037,0.028,-0.358,0.088,NEE
Cash flow coverage ratios,0.142,0.138,0.166,0.192,0.175,NEE
Short term coverage ratios,2.685,1.953,1.299,1.618,0.603,NEE
Capital expenditure coverage ratio,-0.911,-0.965,-1.029,-0.736,-1.097,NEE
Dividend paid and capex coverage ratio,-1.446,-1.572,-1.592,-0.941,-1.687,NEE
Dividend payout ratio,1.033,1.070,0.940,0.639,0.317,NEE
Price book value ratio,4.182,4.925,4.141,3.200,2.433,NEE
Price to book ratio,4.182,4.925,4.141,3.200,2.433,NEE
Price to sales ratio,7.829,10.734,8.402,6.166,4.967,NEE
Price earnings ratio,50.544,64.810,51.803,31.418,12.517,NEE
Price to free cash flows ratio,-203.807,-661.440,675.062,-40.526,142.515,NEE
Price to operating cash flows ratio,19.858,24.258,18.942,14.521,12.602,NEE
Price cash flow ratio,19.858,24.258,18.942,14.521,12.602,NEE
Price earnings to growth ratio,3.466,-19.313,-2.272,-0.707,0.579,NEE
Price sales ratio,7.829,10.734,8.402,6.166,4.967,NEE
Dividend yield,0.020,0.017,0.018,0.020,0.025,NEE
Enterprise value multiple,22.482,25.243,24.716,16.195,8.670,NEE
Price fair value,4.182,4.925,4.141,3.200,2.433,NEE
