,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),NEE,20956.0,20956.0,17069.0,17997.0,19204.0
Cost of revenue(figures in $M),NEE,10817.0,10817.0,8480.0,7290.0,8003.0
Gross profit(figures in $M),NEE,10139.0,10139.0,8589.0,10707.0,11201.0
Total operating expenses(figures in $M),NEE,6580.0,6580.0,5725.0,5761.0,5913.0
Operating income or loss(figures in $M),NEE,3559.0,3559.0,2864.0,4946.0,5288.0
Interest expense(figures in $M),NEE,585.0,585.0,1270.0,1950.0,2249.0
Total other income/expenses net(figures in $M),NEE,858.0,858.0,1581.0,-621.0,743.0
Income before tax(figures in $M),NEE,3832.0,3832.0,3175.0,2413.0,3836.0
Income tax expense(figures in $M),NEE,586.0,586.0,348.0,44.0,448.0
Income from continuing operations(figures in $M),NEE,3246.0,3246.0,2827.0,2369.0,3388.0
Net income(figures in $M),NEE,4147.0,4147.0,3573.0,2919.0,3769.0
Net income available to common shareholders(figures in $M),NEE,4147.0,4147.0,3573.0,2919.0,3769.0
Basic EPS(figures in $M),NEE,,2.09e-06,1.8200000000000002e-06,1.49e-06,1.9299999999999997e-06
Diluted EPS(figures in $M),NEE,,2.09e-06,1.81e-06,1.48e-06,1.9299999999999997e-06
Basic average shares(figures in $M),NEE,,1987.0,1962.5,1960.0,1956.0
Diluted average shares(figures in $M),NEE,,1987.0,1972.2,1969.0,1956.0
EBITDA(figures in $M),NEE,,9207.0,8657.0,8678.0,10563.0
