,2022,2021,2020,2019,2018,ticker
Current ratio,0.945,1.136,1.050,1.097,1.098,AMZN
Quick ratio,0.723,0.906,0.862,0.864,0.847,AMZN
Cash ratio,0.347,0.255,0.333,0.411,0.464,AMZN
Days of sales outstanding,30.082,25.553,23.203,27.085,26.138,AMZN
Days of inventory outstanding,28.135,29.525,25.960,30.953,36.196,AMZN
Operating cycle,58.216,55.078,49.163,58.038,62.333,AMZN
Days of payables outstanding,65.093,71.157,79.138,71.253,80.493,AMZN
Cash conversion cycle,-6.877,-16.079,-29.975,-13.215,-18.160,AMZN
Gross profit margin,0.132,0.141,0.133,0.138,0.256,AMZN
Operating profit margin,-0.007,0.085,0.059,0.052,0.053,AMZN
Pretax profit margin,-0.012,0.081,0.063,0.050,0.048,AMZN
Net profit margin,-0.005,0.071,0.055,0.041,0.043,AMZN
Effective tax rate,0.542,0.126,0.118,0.170,0.106,AMZN
Return on assets,-0.006,0.079,0.066,0.051,0.062,AMZN
Return on equity,-0.019,0.241,0.228,0.187,0.231,AMZN
Return on capital employed,-0.012,0.144,0.118,0.106,0.132,AMZN
Net income per EBT,0.458,0.875,0.882,0.829,0.895,AMZN
Ebt per ebit,1.663,0.955,1.056,0.961,0.907,AMZN
Ebit per revenue,-0.007,0.085,0.059,0.052,0.053,AMZN
Debt ratio,0.684,0.671,0.709,0.724,0.732,AMZN
Debt equity ratio,0.959,0.842,0.903,1.018,0.540,AMZN
Long term debt to capitalization,0.490,0.457,0.475,0.505,0.350,AMZN
Total debt to capitalization,0.490,0.457,0.475,0.505,0.350,AMZN
Interest coverage,-1.508,22.090,13.903,9.088,8.766,AMZN
Cash flow to debt ratio,0.334,0.398,0.783,0.609,1.308,AMZN
Company equity multiplier,3.168,3.042,3.439,3.630,3.735,AMZN
Receivables turnover,12.134,14.284,15.731,13.476,13.965,AMZN
Payables turnover,5.607,5.130,4.612,5.123,4.535,AMZN
Inventory turnover,12.973,12.362,14.060,11.792,10.084,AMZN
Fixed asset turnover,2.033,2.171,2.562,2.867,3.769,AMZN
Asset turnover,1.111,1.117,1.202,1.245,1.432,AMZN
Operating cash flow per share,4.588,4.578,6.606,3.898,3.154,AMZN
Free cash flow per share,-1.658,-1.455,2.592,2.192,1.776,AMZN
Cash per share,6.873,9.491,8.440,5.569,4.235,AMZN
Payout ratio,0,0,0,0,0,AMZN
Operating cash flow sales ratio,0.091,0.099,0.171,0.137,0.132,AMZN
Free cash flow operating cash flow ratio,-0.361,-0.318,0.392,0.562,0.563,AMZN
Cash flow coverage ratios,0.334,0.398,0.783,0.609,1.308,AMZN
Short term coverage ratios,0,0,0,0,0,AMZN
Capital expenditure coverage ratio,-0.735,-0.759,-1.646,-2.284,-2.288,AMZN
Dividend paid and capex coverage ratio,-0.735,-0.759,-1.646,-2.284,-2.288,AMZN
Dividend payout ratio,0,0,0,0,0,AMZN
Price book value ratio,5.860,12.204,17.435,14.709,16.796,AMZN
Price to book ratio,5.860,12.204,17.435,14.709,16.796,AMZN
Price to sales ratio,1.665,3.591,4.218,3.254,3.141,AMZN
Price earnings ratio,-314.776,50.569,76.343,78.774,72.616,AMZN
Price to free cash flows ratio,-50.665,-114.571,62.817,42.157,42.291,AMZN
Price to operating cash flows ratio,18.307,36.419,24.650,23.701,23.808,AMZN
Price cash flow ratio,18.307,36.419,24.650,23.701,23.808,AMZN
Price earnings to growth ratio,2.910,0.921,0.930,4.877,0.332,AMZN
Price sales ratio,1.665,3.591,4.218,3.254,3.141,AMZN
Dividend yield,0,0,0,0,0,AMZN
Enterprise value multiple,24.565,23.801,32.711,25.156,26.384,AMZN
Price fair value,5.860,12.204,17.435,14.709,16.796,AMZN
