,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),AMZN,513983.0,513983.0,469822.0,386064.0,280522.0
Cost of revenue(figures in $M),AMZN,446343.0,446343.0,403507.0,334564.0,241699.0
Gross profit(figures in $M),AMZN,67640.0,67640.0,66315.0,51500.0,38823.0
Research development(figures in $M),AMZN,,,,42740.0,35931.0
Selling general and administrative(figures in $M),AMZN,54129.0,54129.0,41374.0,28676.0,24081.0
Total operating expenses(figures in $M),AMZN,55392.0,55392.0,41436.0,28601.0,24282.0
Operating income or loss(figures in $M),AMZN,12248.0,12248.0,24879.0,22899.0,14541.0
Interest expense(figures in $M),AMZN,2367.0,2367.0,1809.0,1647.0,1600.0
Total other income/expenses net(figures in $M),AMZN,-16806.0,-16806.0,14633.0,2371.0,203.0
Income before tax(figures in $M),AMZN,-5936.0,-5936.0,38151.0,24178.0,13976.0
Income tax expense(figures in $M),AMZN,-3217.0,-3217.0,4791.0,2863.0,2374.0
Income from continuing operations(figures in $M),AMZN,-2722.0,-2722.0,33364.0,21331.0,11588.0
Net income(figures in $M),AMZN,-2722.0,-2722.0,33364.0,21331.0,11588.0
Net income available to common shareholders(figures in $M),AMZN,-2722.0,-2722.0,33364.0,21331.0,11588.0
Basic EPS(figures in $M),AMZN,,,3.2999999999999997e-06,2.13e-06,1.17e-06
Diluted EPS(figures in $M),AMZN,,,3.2400000000000003e-06,2.09e-06,1.15e-06
Basic average shares(figures in $M),AMZN,,,10120.0,10000.0,9880.0
Diluted average shares(figures in $M),AMZN,,,10300.0,10200.0,10080.0
EBITDA(figures in $M),AMZN,,38352.0,74256.0,51076.0,37365.0
