,2022,2021,2020,2019,2018,ticker
Current ratio,1.197,1.466,1.838,1.334,1.215,SYY
Quick ratio,0.657,0.929,1.349,0.773,0.712,SYY
Cash ratio,0.099,0.411,0.902,0.084,0.084,SYY
Days of sales outstanding,26.083,26.969,20.713,25.510,25.717,SYY
Days of inventory outstanding,28.830,32.158,26.277,24.101,23.945,SYY
Operating cycle,54.913,59.127,46.990,49.612,49.662,SYY
Days of payables outstanding,37.549,42.511,29.266,32.334,31.691,SYY
Cash conversion cycle,17.363,16.617,17.724,17.277,17.971,SYY
Gross profit margin,0.180,0.182,0.187,0.190,0.189,SYY
Operating profit margin,0.034,0.028,0.014,0.039,0.040,SYY
Pretax profit margin,0.025,0.011,0.006,0.033,0.033,SYY
Net profit margin,0.020,0.010,0.004,0.028,0.024,SYY
Effective tax rate,0.222,0.103,0.266,0.165,0.269,SYY
Return on assets,0.061,0.024,0.010,0.093,0.079,SYY
Return on equity,0.983,0.338,0.186,0.669,0.571,SYY
Return on capital employed,0.175,0.102,0.047,0.196,0.203,SYY
Net income per EBT,0.778,0.897,0.734,0.835,0.731,SYY
Ebt per ebit,0.747,0.407,0.391,0.861,0.840,SYY
Ebit per revenue,0.034,0.028,0.014,0.039,0.040,SYY
Debt ratio,0.936,0.926,0.947,0.859,0.859,SYY
Debt equity ratio,8.240,7.612,13.013,3.262,3.322,SYY
Long term debt to capitalization,0.886,0.878,0.921,0.764,0.750,SYY
Total debt to capitalization,0.892,0.884,0.929,0.765,0.769,SYY
Interest coverage,3.751,1.633,1.836,6.465,5.889,SYY
Cash flow to debt ratio,0.157,0.161,0.107,0.295,0.259,SYY
Company equity multiplier,16.007,13.789,19.530,7.179,7.208,SYY
Receivables turnover,13.994,13.534,17.622,14.308,14.193,SYY
Payables turnover,9.721,8.586,12.472,11.288,11.518,SYY
Inventory turnover,12.660,11.350,13.890,15.144,15.243,SYY
Fixed asset turnover,13.251,10.188,10.449,13.354,12.988,SYY
Asset turnover,3.102,2.396,2.337,3.346,3.250,SYY
Operating cash flow per share,3.508,3.728,3.173,4.665,4.128,SYY
Free cash flow per share,2.269,2.806,1.761,3.325,2.813,SYY
Cash per share,1.698,5.888,11.878,0.993,1.056,SYY
Payout ratio,0.706,1.750,3.974,0.463,0.505,SYY
Operating cash flow sales ratio,0.026,0.037,0.031,0.040,0.037,SYY
Free cash flow operating cash flow ratio,0.647,0.753,0.555,0.713,0.681,SYY
Cash flow coverage ratios,0.157,0.161,0.107,0.295,0.259,SYY
Short term coverage ratios,2.610,3.186,0.980,58.412,2.745,SYY
Capital expenditure coverage ratio,-2.831,-4.045,-2.247,-3.482,-3.138,SYY
Dividend paid and capex coverage ratio,5.492,4.260,11.912,29.037,62.855,SYY
Dividend payout ratio,0.706,1.750,3.974,0.463,0.505,SYY
Price book value ratio,31.888,25.188,23.027,14.607,14.245,SYY
Price to book ratio,31.888,25.188,23.027,14.607,14.245,SYY
Price to sales ratio,0.642,0.762,0.504,0.608,0.608,SYY
Price earnings ratio,32.439,74.616,123.816,21.833,24.959,SYY
Price to free cash flows ratio,38.048,27.292,29.701,21.267,24.279,SYY
Price to operating cash flows ratio,24.607,20.545,16.482,15.160,16.543,SYY
Price cash flow ratio,24.607,20.545,16.482,15.160,16.543,SYY
Price earnings to growth ratio,0.205,0.514,-1.423,1.196,0.819,SYY
Price sales ratio,0.642,0.762,0.504,0.608,0.608,SYY
Dividend yield,0.022,0.023,0.032,0.021,0.020,SYY
Enterprise value multiple,16.793,20.688,22.093,14.122,13.950,SYY
Price fair value,31.888,25.188,23.027,14.607,14.245,SYY
