,ticker,2022-06-30,2021-06-30,2020-06-30,2019-06-30
Cash and cash equivalents(figures in $M),SYY,867.086,3007.123,6059.427,513.46
Total cash(figures in $M),SYY,867.086,3007.123,6059.427,513.46
Net receivables(figures in $M),SYY,4868.779,3781.51,2893.551,4181.696
Inventory(figures in $M),SYY,4448.154,3695.219,3095.085,3216.034
Other current assets(figures in $M),SYY,303.789,240.956,192.163,210.582
Total current assets(figures in $M),SYY,10523.742,10733.567,12348.232,8141.505
"Gross property, plant and equipment(figures in $M)",SYY,5179.717,5035.226,5062.183,4501.705
Accumulated depreciation(figures in $M),SYY,-6755.019,-6347.408,-5709.914,-5452.524
"Net property, plant and equipment(figures in $M)",SYY,5179.717,5035.226,5062.183,4501.705
Goodwill(figures in $M),SYY,4542.315,3944.139,3732.469,3896.226
Intangible assets(figures in $M),SYY,952.683,746.073,780.172,857.301
Other long-term assets(figures in $M),SYY,550.15,602.011,511.095,489.025
Total non-current assets(figures in $M),SYY,11602.469,10679.972,10280.034,9825.017
Total assets(figures in $M),SYY,22126.211,21413.539,22628.266,17966.522
Current debt(figures in $M),SYY,580.611,494.923,1544.394,41.279
Accounts payable(figures in $M),SYY,5793.481,4884.781,3447.065,4314.62
Taxes payable(figures in $M),SYY,40.042,22.644,2.938,17.343
Accrued liabilities(figures in $M),SYY,2270.753,1814.837,1616.289,1729.941
Total current liabilities(figures in $M),SYY,8790.577,7319.844,6717.853,6103.183
Long-term debt(figures in $M),SYY,10066.931,10588.184,12902.485,8122.058
Deferred tax liabilities(figures in $M),SYY,250.171,147.066,86.601,172.232
Other long-term liabilities(figures in $M),SYY,967.907,1136.48,1204.953,1031.02
Total non-current liabilities(figures in $M),SYY,11921.426,12506.211,14717.535,9325.31
Total liabilities(figures in $M),SYY,20712.003,19826.055,21435.388,15428.493
Common stock(figures in $M),SYY,765.175,765.175,765.175,765.175
Retained earnings(figures in $M),SYY,10539.722,10151.706,10563.008,11229.679
Accumulated other comprehensive income(figures in $M),SYY,-1482.054,-1148.764,-1710.881,-1599.729
Total stockholders' equity(figures in $M),SYY,1382.26,1552.896,1158.613,2502.603
Total liabilities and stockholders' equity(figures in $M),SYY,22126.211,21413.539,22628.266,17966.522
