,2022,2021,2020,2019,2018,ticker
Current ratio,1.301,2.015,0.999,0.894,0.890,WU
Quick ratio,1.081,0.915,3.185,3.686,0.861,WU
Cash ratio,1.081,0.915,0.999,0.894,0.400,WU
Days of sales outstanding,0,0,85.690,84.841,88.503,WU
Days of inventory outstanding,0,0,0,0,0,WU
Operating cycle,0,0,85.690,84.841,88.503,WU
Days of payables outstanding,64.484,56.734,64.684,71.179,62.466,WU
Cash conversion cycle,-64.484,-56.734,21.006,13.662,26.036,WU
Gross profit margin,0.413,0.429,0.415,0.417,0.410,WU
Operating profit margin,0.198,0.221,0.200,0.176,0.201,WU
Pretax profit margin,0.225,0.184,0.177,0.250,0.177,WU
Net profit margin,0.203,0.159,0.154,0.200,0.152,WU
Effective tax rate,0.097,0.139,0.130,0.199,0.141,WU
Return on assets,0.107,0.091,0.078,0.121,0.095,WU
Return on equity,1.906,2.266,3.989,-26.792,-2.750,WU
Return on capital employed,0.121,0.150,0.120,0.131,0.326,WU
Net income per EBT,0.903,0.861,0.870,0.801,0.859,WU
Ebt per ebit,1.140,0.833,0.884,1.415,0.884,WU
Ebit per revenue,0.198,0.221,0.200,0.176,0.201,WU
Debt ratio,0.944,0.960,0.980,1.005,1.034,WU
Debt equity ratio,5.853,9.233,16.866,-87.957,-11.084,WU
Long term debt to capitalization,0.846,0.894,0.943,1.012,1.103,WU
Total debt to capitalization,0.854,0.902,0.944,1.011,1.099,WU
Interest coverage,8.761,10.645,8.163,6.145,7.501,WU
Cash flow to debt ratio,0.208,0.318,0.279,0.263,0.239,WU
Company equity multiplier,17.782,24.813,50.891,-221.734,-29.041,WU
Receivables turnover,0,0,4.260,4.302,4.124,WU
Payables turnover,5.660,6.434,5.643,5.128,5.843,WU
Inventory turnover,0,0,0,0,0,WU
Fixed asset turnover,40.835,39.187,32.148,28.315,20.673,WU
Asset turnover,0.527,0.575,0.509,0.604,0.621,WU
Operating cash flow per share,1.502,2.570,2.128,2.139,1.818,WU
Free cash flow per share,0.964,2.042,1.748,1.840,1.068,WU
Cash per share,3.321,2.970,8.292,11.102,7.596,WU
Payout ratio,0.400,0.474,0.498,0.322,0.401,WU
Operating cash flow sales ratio,0.130,0.206,0.181,0.173,0.147,WU
Free cash flow operating cash flow ratio,0.642,0.795,0.821,0.860,0.587,WU
Cash flow coverage ratios,0.208,0.318,0.279,0.263,0.239,WU
Short term coverage ratios,3.231,3.801,10.969,3.733,6.570,WU
Capital expenditure coverage ratio,-2.793,-4.871,-5.596,-7.162,-2.423,WU
Dividend paid and capex coverage ratio,3.728,6.259,4.110,4.292,304.185,WU
Dividend payout ratio,0.400,0.474,0.498,0.322,0.401,WU
Price book value ratio,11.159,20.409,48.477,-289.902,-24.880,WU
Price to book ratio,11.159,20.409,48.477,-289.902,-24.880,WU
Price to sales ratio,1.191,1.431,1.871,2.164,1.379,WU
Price earnings ratio,5.855,9.006,12.154,10.820,9.048,WU
Price to free cash flows ratio,14.279,8.736,12.551,14.552,15.981,WU
Price to operating cash flows ratio,9.167,6.943,10.309,12.520,9.385,WU
Price cash flow ratio,9.167,6.943,10.309,12.520,9.385,WU
Price earnings to growth ratio,0.313,0.959,-0.455,0.353,0.035,WU
Price sales ratio,1.191,1.431,1.871,2.164,1.379,WU
Dividend yield,0.068,0.053,0.041,0.030,0.044,WU
Enterprise value multiple,6.375,7.251,8.910,10.966,6.346,WU
Price fair value,11.159,20.409,48.477,-289.902,-24.880,WU
