,headline,final_score,datetime
1,Southern Co. stock outperforms competitors on strong trading day,90,2023-05-04 10:24:00
2,Southern Company ranks No. 1 for Black executives for second consecutive year in national ranking of Companies for Diversity by DiversityInc,60,2023-05-04 10:00:00
3,Southern Company to co-chair diversity-focused clean tech energy innovation fund,90,2023-05-04 08:05:00
6,RBC Capital Reaffirms Their Buy Rating on Southern Co (SO),90,2023-05-03 01:46:00
7,Southern Co. stock underperforms Tuesday when compared to competitors,90,2023-05-02 10:23:00
10,Southern Co. stock outperforms market on strong trading day,90,2023-05-01 10:23:00
14,BMO Capital Maintains Southern (SO) Market Perform Recommendation,86,2023-04-28 18:11:59
15,"Southern Co. stock rises Friday, still underperforms market",90,2023-04-28 10:23:00
16,Southern Company Gas Announces 2022 Sustainability Executive Summary Report,90,2023-04-28 06:30:00
18,Wells Fargo Maintains Southern (SO) Equal-Weight Recommendation,86,2023-04-28 05:38:21
19,Q1 2023 Southern Co Earnings Call,90,2023-04-28 01:03:15
21,"Southern Co. stock rises Thursday, still underperforms market",90,2023-04-27 10:25:00
22,The Southern Company (SO) Q1 2023 Earnings Call Transcript,90,2023-04-27 09:13:04
23,"Southern (SO) Beats on Q1 Earnings, Retains Vogtle Timelines",86,2023-04-27 07:16:02
24,Southern sticks with in-service dates for Georgia Vogtle reactors,86,2023-04-27 05:19:55
25,"Southern`s Q1 profit, sales slide but top estimates",86,2023-04-27 05:15:00
26,Southern Co. (SO) Tops Q1 Earnings Estimates,90,2023-04-27 05:05:12
27,"Electric utility Southern Co beats profit estimates on new customers, higher pricing",90,2023-04-27 04:38:41
28,"Southern Company backs FY23 adjusted EPS view $3.55-$3.65, consensus $3.61",90,2023-04-27 04:34:00
29,"Southern Company sees Q2 EPS 75c, consensus 95c",90,2023-04-27 04:34:00
30,Southern Company reports first-quarter 2023 earnings,90,2023-04-27 03:45:00
32,Southern Co.: Q1 Earnings Snapshot,90,2023-04-26 23:55:00
33,"Southern Company reports Q1 adjusted EPS 79c, consensus 71c",90,2023-04-26 23:08:00
34,"Southern CO Non-GAAP EPS of $0.79 beats by $0.08, revenue of $6.5B beats by $360M",90,2023-04-26 22:52:00
35,"Southern Co. stock falls Wednesday, underperforms market",90,2023-04-26 10:23:00
36,Southern Co put volume heavy and directionally bearish,90,2023-04-26 05:55:00
37,Southern Co. Q1 2023 Earnings Preview,90,2023-04-26 04:58:00
39,2024 Looks Like It Will be a Very Good Year for Southern Company,90,2023-04-26 03:11:00
40,Southern Co. stock outperforms competitors despite losses on the day,90,2023-04-25 10:23:00
41,Southern Company (SO) Invests $5M in E-Mobility Initiatives,90,2023-04-25 03:33:10
42,Southern Co (SO) Receives a Rating Update from a Top Analyst,90,2023-04-25 01:47:00
44,"Southern Co. stock rises Monday, outperforms market",90,2023-04-24 10:24:00
45,Southern Company price target raised to $79 from $73 at Guggenheim,90,2023-04-24 01:53:00
53,"Southern Co. stock rises Friday, outperforms market",90,2023-04-21 10:23:00
56,Southern Company (SO) Q1 Earnings on Deck: What to Expect,90,2023-04-21 06:57:01
57,Southern Co. (SO) Gains As Market Dips: What You Should Know,90,2023-04-20 15:15:10
58,Morgan Stanley Maintains Southern (SO) Underweight Recommendation,86,2023-04-20 13:25:01
60,Earnings Preview: Southern Co. (SO) Q1 Earnings Expected to Decline,90,2023-04-20 07:02:02
62,Mizuho Upgrades Southern (SO),86,2023-04-20 03:27:36
63,Southern Company upgraded to Buy from Neutral at Mizuho,90,2023-04-19 21:03:00
