,ticker,ttm,2022-12-31,2021-12-31,2020-12-31,2019-12-31
Total revenue(figures in $M),MO,20688.0,20688.0,21111.0,20841.0,19796.0
Cost of revenue(figures in $M),MO,6442.0,6442.0,7119.0,7818.0,7085.0
Gross profit(figures in $M),MO,14246.0,14246.0,13992.0,13023.0,12711.0
Selling general and administrative(figures in $M),MO,2143.0,2143.0,2360.0,2082.0,2182.0
Total operating expenses(figures in $M),MO,2143.0,2143.0,2432.0,2154.0,2226.0
Operating income or loss(figures in $M),MO,12103.0,12103.0,11560.0,10869.0,10485.0
Interest expense(figures in $M),MO,1128.0,1128.0,1188.0,1223.0,1280.0
Total other income/expenses net(figures in $M),MO,-3656.0,-3656.0,-6574.0,-2770.0,-8439.0
Income before tax(figures in $M),MO,7389.0,7389.0,3824.0,6890.0,766.0
Income tax expense(figures in $M),MO,1625.0,1625.0,1349.0,2436.0,2064.0
Income from continuing operations(figures in $M),MO,5764.0,5764.0,2475.0,4454.0,-1298.0
Net income(figures in $M),MO,5764.0,5764.0,2475.0,4467.0,-1293.0
Net income available to common shareholders(figures in $M),MO,5764.0,5764.0,2475.0,4467.0,-1293.0
Basic EPS(figures in $M),MO,,,1.34e-06,2.4e-06,-7e-07
Diluted EPS(figures in $M),MO,,,1.34e-06,2.4e-06,-7e-07
Basic average shares(figures in $M),MO,,,1845.0,1858.0,1857.982
Diluted average shares(figures in $M),MO,,,1845.0,1859.0,1857.982
EBITDA(figures in $M),MO,,8743.0,11632.0,10941.0,10529.0
