,2015,2014,2013,2012,2011,ticker
Current ratio,0.343,0.472,1.077,1.076,0.557,PCL
Quick ratio,0.334,0.408,1.590,1.633,0.701,PCL
Cash ratio,0.131,0.140,0.736,0.754,0.312,PCL
Days of sales outstanding,8.083,9.397,7.899,5.997,8.757,PCL
Days of inventory outstanding,20.063,21.124,21.821,18.966,22.205,PCL
Operating cycle,28.146,30.521,29.720,24.963,30.963,PCL
Days of payables outstanding,7.743,9.350,9.522,10.064,11.565,PCL
Cash conversion cycle,20.402,21.171,20.198,14.899,19.398,PCL
Gross profit margin,0.282,0.286,0.313,0.296,0.324,PCL
Operating profit margin,0.190,0.218,0.220,0.210,0.236,PCL
Pretax profit margin,0.134,0.150,0.159,0.149,0.165,PCL
Net profit margin,0.136,0.145,0.160,0.152,0.165,PCL
Effective tax rate,-0.015,0.036,-0.005,-0.015,-0.005,PCL
Return on assets,0.039,0.041,0.038,0.046,0.045,PCL
Return on equity,0.133,0.128,0.117,0.166,0.153,PCL
Return on capital employed,0.063,0.071,0.058,0.072,0.080,PCL
Net income per EBT,1.015,0.964,1.005,1.015,1.005,PCL
Ebt per ebit,0.708,0.689,0.722,0.712,0.698,PCL
Ebit per revenue,0.190,0.218,0.220,0.210,0.236,PCL
Debt ratio,0.704,0.678,0.678,0.721,0.703,PCL
Debt equity ratio,1.337,1.445,1.318,1.687,1.300,PCL
Long term debt to capitalization,0.572,0.542,0.569,0.597,0.505,PCL
Total debt to capitalization,0.572,0.591,0.569,0.628,0.565,PCL
Interest coverage,1.681,1.940,2.092,2.007,1.978,PCL
Cash flow to debt ratio,0.234,0.189,0.167,0.171,0.228,PCL
Company equity multiplier,3.376,3.104,3.109,3.585,3.372,PCL
Receivables turnover,45.156,38.842,46.207,60.864,41.679,PCL
Payables turnover,47.136,39.037,38.333,36.269,31.560,PCL
Inventory turnover,18.193,17.279,16.727,19.245,16.438,PCL
Fixed asset turnover,12.788,12.300,11.356,10.543,8.457,PCL
Asset turnover,0.290,0.285,0.235,0.305,0.274,PCL
Operating cash flow per share,2.647,2.586,2.454,2.186,2.313,PCL
Free cash flow per share,2.647,2.586,2.454,1.715,2.313,PCL
Cash per share,1.098,1.302,5.504,4.638,3.358,PCL
Payout ratio,1.563,1.458,1.355,1.340,1.409,PCL
Operating cash flow sales ratio,0.320,0.310,0.301,0.264,0.320,PCL
Free cash flow operating cash flow ratio,1,1,1,0.785,1,PCL
Cash flow coverage ratios,0.234,0.189,0.167,0.171,0.228,PCL
Short term coverage ratios,0,1.041,0,1.423,1.062,PCL
Capital expenditure coverage ratio,0,0,0,4.645,0,PCL
Dividend paid and capex coverage ratio,1.503,1.465,1.393,1.014,1.375,PCL
Dividend payout ratio,1.563,1.458,1.355,1.340,1.409,PCL
Price book value ratio,5.647,4.525,4.179,5.859,4.681,PCL
Price to book ratio,5.647,4.525,4.179,5.859,4.681,PCL
Price to sales ratio,5.776,5.123,5.713,5.352,5.066,PCL
Price earnings ratio,42.367,35.332,35.774,35.299,30.631,PCL
Price to free cash flows ratio,18.026,16.545,18.949,25.869,15.807,PCL
Price to operating cash flows ratio,18.026,16.545,18.949,20.300,15.807,PCL
Price cash flow ratio,18.026,16.545,18.949,20.300,15.807,PCL
Price earnings to growth ratio,-6.055,-5.160,10.420,6.646,-3.342,PCL
Price sales ratio,5.776,5.123,5.713,5.352,5.066,PCL
Dividend yield,0.037,0.041,0.038,0.038,0.046,PCL
Enterprise value multiple,20.886,18.791,20.373,19.544,17.095,PCL
Price fair value,5.647,4.525,4.179,5.859,4.681,PCL
