,2021,2020,2019,2018,2017,ticker
Current ratio,0.877,1.052,0.876,0.962,0.915,BLL
Quick ratio,0.525,0.698,0.615,0.616,0.507,BLL
Cash ratio,0.095,0.307,0.322,0.176,0.109,BLL
Days of sales outstanding,67.656,53.847,51.884,56.530,54.303,BLL
Days of inventory outstanding,59.105,52.971,50.528,49.728,63.897,BLL
Operating cycle,126.761,106.817,102.412,106.259,118.200,BLL
Days of payables outstanding,156.701,134.286,124.377,121.093,115.651,BLL
Cash conversion cycle,-29.941,-27.469,-21.965,-14.834,2.549,BLL
Gross profit margin,0.197,0.209,0.198,0.198,0.206,BLL
Operating profit margin,0.104,0.107,0.102,0.097,0.093,BLL
Pretax profit margin,0.073,0.058,0.053,0.054,0.047,BLL
Net profit margin,0.064,0.050,0.049,0.039,0.034,BLL
Effective tax rate,0.155,0.144,0.117,0.292,0.321,BLL
Return on assets,0.045,0.032,0.033,0.027,0.022,BLL
Return on equity,0.242,0.179,0.192,0.131,0.095,BLL
Return on capital employed,0.104,0.092,0.100,0.090,0.078,BLL
Net income per EBT,0.871,0.852,0.931,0.717,0.728,BLL
Ebt per ebit,0.703,0.543,0.517,0.562,0.502,BLL
Ebit per revenue,0.104,0.107,0.102,0.097,0.093,BLL
Debt ratio,0.813,0.817,0.826,0.785,0.764,BLL
Debt equity ratio,4.419,4.554,4.863,3.757,3.330,BLL
Long term debt to capitalization,0.690,0.704,0.682,0.653,0.623,BLL
Total debt to capitalization,0.692,0.706,0.728,0.661,0.639,BLL
Interest coverage,5.307,4.600,3.710,3.741,3.589,BLL
Cash flow to debt ratio,0.216,0.182,0.197,0.233,0.212,BLL
Company equity multiplier,5.435,5.573,5.887,4.787,4.357,BLL
Receivables turnover,5.395,6.778,7.035,6.457,6.722,BLL
Payables turnover,2.329,2.718,2.935,3.014,3.156,BLL
Inventory turnover,6.175,6.891,7.224,7.340,5.712,BLL
Fixed asset turnover,1.995,2.084,2.437,2.562,2.382,BLL
Asset turnover,0.701,0.645,0.661,0.703,0.640,BLL
Operating cash flow per share,5.394,4.389,4.675,4.542,4.220,BLL
Free cash flow per share,0.104,0.978,2.869,2.175,2.632,BLL
Cash per share,1.726,4.187,5.430,2.091,1.279,BLL
Payout ratio,0.261,0.338,0.322,0.302,0.345,BLL
Operating cash flow sales ratio,0.127,0.122,0.135,0.135,0.135,BLL
Free cash flow operating cash flow ratio,0.019,0.223,0.614,0.479,0.624,BLL
Cash flow coverage ratios,0.216,0.182,0.197,0.233,0.212,BLL
Short term coverage ratios,18.526,17.900,1.007,7.151,3.263,BLL
Capital expenditure coverage ratio,-1.020,-1.287,-2.589,-1.919,-2.658,BLL
Dividend paid and capex coverage ratio,-1.176,-1.565,-3.721,-2.306,-3.461,BLL
Dividend payout ratio,0.261,0.338,0.322,0.302,0.345,BLL
Price book value ratio,8.660,9.283,7.261,4.585,3.364,BLL
Price to book ratio,8.660,9.283,7.261,4.585,3.364,BLL
Price to sales ratio,2.274,2.581,1.866,1.363,1.207,BLL
Price earnings ratio,35.773,51.967,37.831,34.920,35.448,BLL
Price to free cash flows ratio,923.796,95.301,22.539,21.138,14.379,BLL
Price to operating cash flows ratio,17.846,21.230,13.832,10.124,8.970,BLL
Price cash flow ratio,17.846,21.230,13.832,10.124,8.970,BLL
Price earnings to growth ratio,0.711,11.108,1.280,2.212,0.585,BLL
Price sales ratio,2.274,2.581,1.866,1.363,1.207,BLL
Dividend yield,0.007,0.007,0.008,0.009,0.010,BLL
Enterprise value multiple,19.463,22.678,16.844,13.314,12.737,BLL
Price fair value,8.660,9.283,7.261,4.585,3.364,BLL
