,headline,final_score,datetime
0,"Hormel Foods Corp. stock rises Thursday, outperforms market",86,2023-05-03 21:01:00
1,"Hormel Foods Corp. stock rises Wednesday, outperforms market",86,2023-05-02 21:02:00
2,PPC vs. HRL: Which Stock Is the Better Value Option?,60,2023-05-02 08:40:03
3,"Hormel Foods Corp. stock falls Tuesday, still outperforms market",86,2023-05-01 21:01:00
4,Hormel Foods Corporation to Hold Second Quarter Earnings Conference Call,86,2023-05-01 10:00:00
6,"Hormel Foods Corp. stock rises Monday, outperforms market",86,2023-04-30 21:01:00
7,"Hormel Foods Corp. stock rises Friday, still underperforms market",86,2023-04-28 10:00:00
9,Hormel Foods Ranks in Top 100 for Green Power Use,86,2023-04-27 06:10:00
10,"Hormel Foods Corp. stock falls Wednesday, underperforms market",86,2023-04-26 10:00:00
13,"Hormel Foods Corp. stock rises Tuesday, outperforms market",86,2023-04-25 10:00:00
15,"Hormel Foods Corp. stock falls Monday, underperforms market",86,2023-04-24 10:00:00
18,"Hormel Foods Corp. stock falls Friday, underperforms market",86,2023-04-21 10:00:00
20,HORMEL FOODS LAUNCHES THE ORIGINATE INITIATIVE,86,2023-04-21 05:00:00
23,"Hormel Foods Corp. stock falls Tuesday, underperforms market",86,2023-04-18 10:00:00
24,Hormel Foods Corporation's (NYSE:HRL) Stock Has Shown Weakness Lately But Financial Prospects Look Decent: Is The Market Wrong?,86,2023-04-17 12:17:38
25,Hormel Foods Pizza Experts Unveil Top-5 Topping Trends for 2023 and Beyond,86,2023-04-14 05:00:00
26,"Hormel Foods Corp. stock falls Thursday, underperforms market",86,2023-04-13 09:59:00
27,HRL June 2nd Options Begin Trading,60,2023-04-13 03:46:00
28,Piper Sandler Maintains Hormel Foods (HRL) Neutral Recommendation,86,2023-04-12 16:01:27
29,Hormel Foods Corp. stock outperforms market despite losses on the day,86,2023-04-12 09:59:00
31,Hormel Foods (HRL) Gets a Hold from Piper Sandler,86,2023-04-11 23:55:00
32,Hormel Foods price target lowered to $43 from $44 at Piper Sandler,86,2023-04-11 23:40:00
33,Hormel Foods (HRL) Stock Down More Than 10% YTD: Here's Why,86,2023-04-11 09:48:04
34,Hormel Foods: Stagnation,71,2023-04-10 00:03:50
39,Hormel Foods Again Named One of America’s Most Trustworthy Companies by Newsweek,86,2023-04-07 08:00:00
40,Hormel Foods Again Named One of America`s Most Trustworthy Companies by Newsweek,86,2023-04-07 03:00:00
42,Hormel Foods: The Headwinds Are Likely Temporary,86,2023-04-06 09:24:26
45,HORMEL FOODS AGAIN NAMED ONE OF AMERICA'S MOST TRUSTWORTHY COMPANIES BY NEWSWEEK,86,2023-04-04 12:00:00
48,"Hormel Foods Corp. stock rises Friday, outperforms market",86,2023-03-31 10:01:00
49,Hormel Foods' (NYSE:HRL) Dividend Will Be Increased To $0.275,86,2023-03-31 03:23:19
50,Argus Research Downgrades Hormel Foods (HRL),86,2023-03-30 14:18:52
51,HORMEL FOODS INTRODUCES ITS NEXT INSPIRED FAN - THE COMPANY AND ITS DINTY MOORE® BEEF STEW BRAND TEAM CELEBRATE NATIONAL AUTISM AWARENESS MONTH IN APRIL WITH POWERFUL STORY,57,2023-03-30 10:32:00
54,Upcoming Dividend Run For HRL?,60,2023-03-30 00:34:00
55,Hormel slips after Argus pulls bull rating due to weak earnings outlook,86,2023-03-29 23:51:00
56,"Argus cuts Hormel Foods to Hold on falling earnings, pressured margins",86,2023-03-29 23:32:00
57,Hormel Foods downgraded to Hold from Buy at Argus,86,2023-03-29 23:27:00
58,"Hormel Foods Corp. stock rises Wednesday, still underperforms market",86,2023-03-29 09:59:00
61,Hormel Foods (HRL) Declares $0.28 Dividend,86,2023-03-28 16:00:47
63,"Video: Daily Dividend Report: HRL,SNX,PFBC,NECB,IVR",60,2023-03-27 19:08:00
64,Hormel Foods Corporation Declares Quarterly Dividend,86,2023-03-27 14:15:00
65,HORMEL FOODS ELECTS TWO NEW MEMBERS TO ITS BOARD OF DIRECTORS,86,2023-03-27 14:00:00
66,Hormel Foods Brands Showcase Innovation and Sustainability Efforts at 2023 Natural Products Expo West,86,2023-03-27 08:30:00
67,Hormel Foods declares $0.275 dividend,86,2023-03-26 21:31:00
68,25 Most Valuable Food Companies in The World,51,2023-03-25 07:30:21
69,Hormel Is Down 30% From Its 52-Week High. Time to Buy?,86,2023-03-24 05:45:00
70,Hormel Foods Provides Eight Elite Snacking Options as College Basketball Fans Get Ready for a Thrilling Weekend of Action,86,2023-03-24 05:00:00
73,"Sit Back, Relax and Enjoy National Chip and Dip Day with Hormel Foods",86,2023-03-22 10:22:00
74,Hormel Foods (HRL) Hurt by Inflation & Supply Chain Issues,86,2023-03-22 09:39:04
75,Hormel Foods management to meet with Oppenheimer,86,2023-03-20 21:55:00
77,Are Investors Undervaluing Hormel Foods Corporation (NYSE:HRL) By 22%?,86,2023-03-17 07:43:27
78,Interesting HRL Put And Call Options For May 19th,60,2023-03-16 05:02:00
81,Hormel Foods and The Culinary Institute of America Announce the 20 Chefs Selected for The Seventh Culinary Leadership Class,86,2023-03-15 05:00:00
82,"Hormel Foods - The Makers of HORMEL® Pepperoni, Americas No.1 pepperoni brand* - Launch New HORMEL® Sliced Chorizo for Adventurous Foodies",86,2023-03-14 05:05:00
84,HORMEL FOODS - THE MAKERS OF HORMEL® BLACK LABEL® BACON - CREATE FIRST-EVER SMOKED BACON USING ELITE MAPLE WOOD FROM COLLEGE BASKETBALL'S TOURNAMENT COURTS,86,2023-03-13 05:00:00
90,Hormel Foods Named One of Barron’s Most Sustainable U.S. Companies,86,2023-03-10 13:00:00
91,Hormel Foods Named One of Barron's Most Sustainable U.S. Companies,86,2023-03-10 07:00:00
94,Hormel Foods Named One of Barron`s Most Sustainable U.S. Companies,86,2023-03-09 19:01:00
96,Near 52-Week Lows And Still Overvalued: Skip Hormel,86,2023-03-09 10:37:50
97,Hormel Foods - the Makers of the Rosa Grande® Brand - and The World Pizza Champions™ Team Up to Bring Unmatched Innovation to Pizza Toppings!,86,2023-03-09 08:25:00
100,Hormel Foods to Present at BofA Securities 2023 Consumer & Retail Conference,86,2023-03-07 05:00:00
102,Hormel Foods Corporation (NYSE:HRL) Q1 2023 Earnings Call Transcript,86,2023-03-06 17:58:24
103,Hormel Foods price target lowered to $41 from $45 at BofA,86,2023-03-05 22:21:00
104,Hormel Foods price target lowered to $47 from $52 at Stephens,86,2023-03-05 22:14:00
